DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1979-01-01,1979,1,1,ELETRO12_CEENE12,1979-01-01T00:00:00-02:00,1031.0
1979-02-01,1979,1,2,ELETRO12_CEENE12,1979-02-01T00:00:00-02:00,1029.0
1979-03-01,1979,1,3,ELETRO12_CEENE12,1979-03-01T00:00:00-03:00,1036.0
1979-04-01,1979,1,4,ELETRO12_CEENE12,1979-04-01T00:00:00-03:00,992.0
1979-05-01,1979,1,5,ELETRO12_CEENE12,1979-05-01T00:00:00-03:00,1028.0
1979-06-01,1979,1,6,ELETRO12_CEENE12,1979-06-01T00:00:00-03:00,1012.0
1979-07-01,1979,1,7,ELETRO12_CEENE12,1979-07-01T00:00:00-03:00,1039.0
1979-08-01,1979,1,8,ELETRO12_CEENE12,1979-08-01T00:00:00-03:00,1055.0
1979-09-01,1979,1,9,ELETRO12_CEENE12,1979-09-01T00:00:00-03:00,1074.0
1979-10-01,1979,1,10,ELETRO12_CEENE12,1979-10-01T00:00:00-03:00,1094.0
1979-11-01,1979,1,11,ELETRO12_CEENE12,1979-11-01T00:00:00-03:00,1130.0
1979-12-01,1979,1,12,ELETRO12_CEENE12,1979-12-01T00:00:00-02:00,1171.0
1980-01-01,1980,1,1,ELETRO12_CEENE12,1980-01-01T00:00:00-02:00,1198.0
1980-02-01,1980,1,2,ELETRO12_CEENE12,1980-02-01T00:00:00-02:00,1145.0
1980-03-01,1980,1,3,ELETRO12_CEENE12,1980-03-01T00:00:00-03:00,1168.0
1980-04-01,1980,1,4,ELETRO12_CEENE12,1980-04-01T00:00:00-03:00,1105.0
1980-05-01,1980,1,5,ELETRO12_CEENE12,1980-05-01T00:00:00-03:00,1171.0
1980-06-01,1980,1,6,ELETRO12_CEENE12,1980-06-01T00:00:00-03:00,1158.0
1980-07-01,1980,1,7,ELETRO12_CEENE12,1980-07-01T00:00:00-03:00,1194.0
1980-08-01,1980,1,8,ELETRO12_CEENE12,1980-08-01T00:00:00-03:00,1212.0
1980-09-01,1980,1,9,ELETRO12_CEENE12,1980-09-01T00:00:00-03:00,1194.0
1980-10-01,1980,1,10,ELETRO12_CEENE12,1980-10-01T00:00:00-03:00,1212.0
1980-11-01,1980,1,11,ELETRO12_CEENE12,1980-11-01T00:00:00-03:00,1210.0
1980-12-01,1980,1,12,ELETRO12_CEENE12,1980-12-01T00:00:00-02:00,1251.0
1981-01-01,1981,1,1,ELETRO12_CEENE12,1981-01-01T00:00:00-02:00,1276.0
1981-02-01,1981,1,2,ELETRO12_CEENE12,1981-02-01T00:00:00-02:00,1241.0
1981-03-01,1981,1,3,ELETRO12_CEENE12,1981-03-01T00:00:00-03:00,1225.0
1981-04-01,1981,1,4,ELETRO12_CEENE12,1981-04-01T00:00:00-03:00,1236.0
1981-05-01,1981,1,5,ELETRO12_CEENE12,1981-05-01T00:00:00-03:00,1256.0
1981-06-01,1981,1,6,ELETRO12_CEENE12,1981-06-01T00:00:00-03:00,1232.0
1981-07-01,1981,1,7,ELETRO12_CEENE12,1981-07-01T00:00:00-03:00,1242.0
1981-08-01,1981,1,8,ELETRO12_CEENE12,1981-08-01T00:00:00-03:00,1253.0
1981-09-01,1981,1,9,ELETRO12_CEENE12,1981-09-01T00:00:00-03:00,1236.0
1981-10-01,1981,1,10,ELETRO12_CEENE12,1981-10-01T00:00:00-03:00,1299.0
1981-11-01,1981,1,11,ELETRO12_CEENE12,1981-11-01T00:00:00-03:00,1320.0
1981-12-01,1981,1,12,ELETRO12_CEENE12,1981-12-01T00:00:00-02:00,1346.0
1982-01-01,1982,1,1,ELETRO12_CEENE12,1982-01-01T00:00:00-02:00,1397.0
1982-02-01,1982,1,2,ELETRO12_CEENE12,1982-02-01T00:00:00-02:00,1304.0
1982-03-01,1982,1,3,ELETRO12_CEENE12,1982-03-01T00:00:00-03:00,1342.0
1982-04-01,1982,1,4,ELETRO12_CEENE12,1982-04-01T00:00:00-03:00,1344.0
1982-05-01,1982,1,5,ELETRO12_CEENE12,1982-05-01T00:00:00-03:00,1310.0
1982-06-01,1982,1,6,ELETRO12_CEENE12,1982-06-01T00:00:00-03:00,1324.0
1982-07-01,1982,1,7,ELETRO12_CEENE12,1982-07-01T00:00:00-03:00,1319.0
1982-08-01,1982,1,8,ELETRO12_CEENE12,1982-08-01T00:00:00-03:00,1342.0
1982-09-01,1982,1,9,ELETRO12_CEENE12,1982-09-01T00:00:00-03:00,1375.0
1982-10-01,1982,1,10,ELETRO12_CEENE12,1982-10-01T00:00:00-03:00,1417.0
1982-11-01,1982,1,11,ELETRO12_CEENE12,1982-11-01T00:00:00-03:00,1413.0
1982-12-01,1982,1,12,ELETRO12_CEENE12,1982-12-01T00:00:00-02:00,1455.0
1983-01-01,1983,1,1,ELETRO12_CEENE12,1983-01-01T00:00:00-02:00,1468.0
1983-02-01,1983,1,2,ELETRO12_CEENE12,1983-02-01T00:00:00-02:00,1379.0
1983-03-01,1983,1,3,ELETRO12_CEENE12,1983-03-01T00:00:00-03:00,1435.0
1983-04-01,1983,1,4,ELETRO12_CEENE12,1983-04-01T00:00:00-03:00,1515.0
1983-05-01,1983,1,5,ELETRO12_CEENE12,1983-05-01T00:00:00-03:00,1501.0
1983-06-01,1983,1,6,ELETRO12_CEENE12,1983-06-01T00:00:00-03:00,1500.0
1983-07-01,1983,1,7,ELETRO12_CEENE12,1983-07-01T00:00:00-03:00,1542.0
1983-08-01,1983,1,8,ELETRO12_CEENE12,1983-08-01T00:00:00-03:00,1551.0
1983-09-01,1983,1,9,ELETRO12_CEENE12,1983-09-01T00:00:00-03:00,1573.0
1983-10-01,1983,1,10,ELETRO12_CEENE12,1983-10-01T00:00:00-03:00,1611.0
1983-11-01,1983,1,11,ELETRO12_CEENE12,1983-11-01T00:00:00-03:00,1622.0
1983-12-01,1983,1,12,ELETRO12_CEENE12,1983-12-01T00:00:00-02:00,1652.0
1984-01-01,1984,1,1,ELETRO12_CEENE12,1984-01-01T00:00:00-02:00,1649.0
1984-02-01,1984,1,2,ELETRO12_CEENE12,1984-02-01T00:00:00-02:00,1666.0
1984-03-01,1984,1,3,ELETRO12_CEENE12,1984-03-01T00:00:00-03:00,1698.0
1984-04-01,1984,1,4,ELETRO12_CEENE12,1984-04-01T00:00:00-03:00,1586.0
1984-05-01,1984,1,5,ELETRO12_CEENE12,1984-05-01T00:00:00-03:00,1611.0
1984-06-01,1984,1,6,ELETRO12_CEENE12,1984-06-01T00:00:00-03:00,1664.0
1984-07-01,1984,1,7,ELETRO12_CEENE12,1984-07-01T00:00:00-03:00,1678.0
1984-08-01,1984,1,8,ELETRO12_CEENE12,1984-08-01T00:00:00-03:00,1790.0
1984-09-01,1984,1,9,ELETRO12_CEENE12,1984-09-01T00:00:00-03:00,1854.0
1984-10-01,1984,1,10,ELETRO12_CEENE12,1984-10-01T00:00:00-03:00,1906.0
1984-11-01,1984,1,11,ELETRO12_CEENE12,1984-11-01T00:00:00-03:00,1942.0
1984-12-01,1984,1,12,ELETRO12_CEENE12,1984-12-01T00:00:00-02:00,2026.0
1985-01-01,1985,1,1,ELETRO12_CEENE12,1985-01-01T00:00:00-02:00,2026.0
1985-02-01,1985,1,2,ELETRO12_CEENE12,1985-02-01T00:00:00-02:00,1924.0
