DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ Penúltimo mês da série)
2012-03-01,2012,1,3,PNADC12_RRPHCP12,2012-03-01T00:00:00-03:00,1781.0
2012-04-01,2012,1,4,PNADC12_RRPHCP12,2012-04-01T00:00:00-03:00,1757.0
2012-05-01,2012,1,5,PNADC12_RRPHCP12,2012-05-01T00:00:00-03:00,1750.0
2012-06-01,2012,1,6,PNADC12_RRPHCP12,2012-06-01T00:00:00-03:00,1744.0
2012-07-01,2012,1,7,PNADC12_RRPHCP12,2012-07-01T00:00:00-03:00,1780.0
2012-08-01,2012,1,8,PNADC12_RRPHCP12,2012-08-01T00:00:00-03:00,1782.0
2012-09-01,2012,1,9,PNADC12_RRPHCP12,2012-09-01T00:00:00-03:00,1785.0
2012-10-01,2012,1,10,PNADC12_RRPHCP12,2012-10-01T00:00:00-03:00,1793.0
2012-11-01,2012,1,11,PNADC12_RRPHCP12,2012-11-01T00:00:00-02:00,1803.0
2012-12-01,2012,1,12,PNADC12_RRPHCP12,2012-12-01T00:00:00-02:00,1822.0
2013-01-01,2013,1,1,PNADC12_RRPHCP12,2013-01-01T00:00:00-02:00,1824.0
2013-02-01,2013,1,2,PNADC12_RRPHCP12,2013-02-01T00:00:00-02:00,1850.0
2013-03-01,2013,1,3,PNADC12_RRPHCP12,2013-03-01T00:00:00-03:00,1844.0
2013-04-01,2013,1,4,PNADC12_RRPHCP12,2013-04-01T00:00:00-03:00,1824.0
2013-05-01,2013,1,5,PNADC12_RRPHCP12,2013-05-01T00:00:00-03:00,1823.0
2013-06-01,2013,1,6,PNADC12_RRPHCP12,2013-06-01T00:00:00-03:00,1842.0
2013-07-01,2013,1,7,PNADC12_RRPHCP12,2013-07-01T00:00:00-03:00,1869.0
2013-08-01,2013,1,8,PNADC12_RRPHCP12,2013-08-01T00:00:00-03:00,1886.0
2013-09-01,2013,1,9,PNADC12_RRPHCP12,2013-09-01T00:00:00-03:00,1894.0
2013-10-01,2013,1,10,PNADC12_RRPHCP12,2013-10-01T00:00:00-03:00,1895.0
2013-11-01,2013,1,11,PNADC12_RRPHCP12,2013-11-01T00:00:00-02:00,1868.0
2013-12-01,2013,1,12,PNADC12_RRPHCP12,2013-12-01T00:00:00-02:00,1847.0
2014-01-01,2014,1,1,PNADC12_RRPHCP12,2014-01-01T00:00:00-02:00,1868.0
2014-02-01,2014,1,2,PNADC12_RRPHCP12,2014-02-01T00:00:00-02:00,1912.0
2014-03-01,2014,1,3,PNADC12_RRPHCP12,2014-03-01T00:00:00-03:00,1936.0
2014-04-01,2014,1,4,PNADC12_RRPHCP12,2014-04-01T00:00:00-03:00,1928.0
2014-05-01,2014,1,5,PNADC12_RRPHCP12,2014-05-01T00:00:00-03:00,1905.0
2014-06-01,2014,1,6,PNADC12_RRPHCP12,2014-06-01T00:00:00-03:00,1877.0
2014-07-01,2014,1,7,PNADC12_RRPHCP12,2014-07-01T00:00:00-03:00,1857.0
2014-08-01,2014,1,8,PNADC12_RRPHCP12,2014-08-01T00:00:00-03:00,1868.0
2014-09-01,2014,1,9,PNADC12_RRPHCP12,2014-09-01T00:00:00-03:00,1872.0
2014-10-01,2014,1,10,PNADC12_RRPHCP12,2014-10-01T00:00:00-03:00,1897.0
2014-11-01,2014,1,11,PNADC12_RRPHCP12,2014-11-01T00:00:00-02:00,1892.0
2014-12-01,2014,1,12,PNADC12_RRPHCP12,2014-12-01T00:00:00-02:00,1918.0
2015-01-01,2015,1,1,PNADC12_RRPHCP12,2015-01-01T00:00:00-02:00,1907.0
2015-02-01,2015,1,2,PNADC12_RRPHCP12,2015-02-01T00:00:00-02:00,1904.0
2015-03-01,2015,1,3,PNADC12_RRPHCP12,2015-03-01T00:00:00-03:00,1882.0
2015-04-01,2015,1,4,PNADC12_RRPHCP12,2015-04-01T00:00:00-03:00,1867.0
2015-05-01,2015,1,5,PNADC12_RRPHCP12,2015-05-01T00:00:00-03:00,1837.0
2015-06-01,2015,1,6,PNADC12_RRPHCP12,2015-06-01T00:00:00-03:00,1850.0
2015-07-01,2015,1,7,PNADC12_RRPHCP12,2015-07-01T00:00:00-03:00,1830.0
2015-08-01,2015,1,8,PNADC12_RRPHCP12,2015-08-01T00:00:00-03:00,1809.0
2015-09-01,2015,1,9,PNADC12_RRPHCP12,2015-09-01T00:00:00-03:00,1776.0
2015-10-01,2015,1,10,PNADC12_RRPHCP12,2015-10-01T00:00:00-03:00,1780.0
2015-11-01,2015,1,11,PNADC12_RRPHCP12,2015-11-01T00:00:00-02:00,1771.0
2015-12-01,2015,1,12,PNADC12_RRPHCP12,2015-12-01T00:00:00-02:00,1800.0
2016-01-01,2016,1,1,PNADC12_RRPHCP12,2016-01-01T00:00:00-02:00,1814.0
2016-02-01,2016,1,2,PNADC12_RRPHCP12,2016-02-01T00:00:00-02:00,1798.0
2016-03-01,2016,1,3,PNADC12_RRPHCP12,2016-03-01T00:00:00-03:00,1810.0
2016-04-01,2016,1,4,PNADC12_RRPHCP12,2016-04-01T00:00:00-03:00,1768.0
2016-05-01,2016,1,5,PNADC12_RRPHCP12,2016-05-01T00:00:00-03:00,1783.0
2016-06-01,2016,1,6,PNADC12_RRPHCP12,2016-06-01T00:00:00-03:00,1769.0
2016-07-01,2016,1,7,PNADC12_RRPHCP12,2016-07-01T00:00:00-03:00,1765.0
2016-08-01,2016,1,8,PNADC12_RRPHCP12,2016-08-01T00:00:00-03:00,1785.0
2016-09-01,2016,1,9,PNADC12_RRPHCP12,2016-09-01T00:00:00-03:00,1748.0
2016-10-01,2016,1,10,PNADC12_RRPHCP12,2016-10-01T00:00:00-03:00,1745.0
2016-11-01,2016,1,11,PNADC12_RRPHCP12,2016-11-01T00:00:00-02:00,1736.0
2016-12-01,2016,1,12,PNADC12_RRPHCP12,2016-12-01T00:00:00-02:00,1738.0
2017-01-01,2017,1,1,PNADC12_RRPHCP12,2017-01-01T00:00:00-02:00,1752.0
2017-02-01,2017,1,2,PNADC12_RRPHCP12,2017-02-01T00:00:00-02:00,1754.0
2017-03-01,2017,1,3,PNADC12_RRPHCP12,2017-03-01T00:00:00-03:00,1772.0
2017-04-01,2017,1,4,PNADC12_RRPHCP12,2017-04-01T00:00:00-03:00,1762.0
2017-05-01,2017,1,5,PNADC12_RRPHCP12,2017-05-01T00:00:00-03:00,1764.0
2017-06-01,2017,1,6,PNADC12_RRPHCP12,2017-06-01T00:00:00-03:00,1748.0
2017-07-01,2017,1,7,PNADC12_RRPHCP12,2017-07-01T00:00:00-03:00,1753.0
2017-08-01,2017,1,8,PNADC12_RRPHCP12,2017-08-01T00:00:00-03:00,1740.0
2017-09-01,2017,1,9,PNADC12_RRPHCP12,2017-09-01T00:00:00-03:00,1743.0
2017-10-01,2017,1,10,PNADC12_RRPHCP12,2017-10-01T00:00:00-03:00,1742.0
2017-11-01,2017,1,11,PNADC12_RRPHCP12,2017-11-01T00:00:00-02:00,1749.0
2017-12-01,2017,1,12,PNADC12_RRPHCP12,2017-12-01T00:00:00-02:00,1760.0
2018-01-01,2018,1,1,PNADC12_RRPHCP12,2018-01-01T00:00:00-02:00,1773.0
2018-02-01,2018,1,2,PNADC12_RRPHCP12,2018-02-01T00:00:00-02:00,1779.0
2018-03-01,2018,1,3,PNADC12_RRPHCP12,2018-03-01T00:00:00-03:00,1774.0
2018-04-01,2018,1,4,PNADC12_RRPHCP12,2018-04-01T00:00:00-03:00,1763.0
2018-05-01,2018,1,5,PNADC12_RRPHCP12,2018-05-01T00:00:00-03:00,1764.0
2018-06-01,2018,1,6,PNADC12_RRPHCP12,2018-06-01T00:00:00-03:00,1773.0
2018-07-01,2018,1,7,PNADC12_RRPHCP12,2018-07-01T00:00:00-03:00,1772.0
2018-08-01,2018,1,8,PNADC12_RRPHCP12,2018-08-01T00:00:00-03:00,1768.0
2018-09-01,2018,1,9,PNADC12_RRPHCP12,2018-09-01T00:00:00-03:00,1741.0
2018-10-01,2018,1,10,PNADC12_RRPHCP12,2018-10-01T00:00:00-03:00,1740.0
2018-11-01,2018,1,11,PNADC12_RRPHCP12,2018-11-01T00:00:00-03:00,1767.0
2018-12-01,2018,1,12,PNADC12_RRPHCP12,2018-12-01T00:00:00-02:00,1803.0
2019-01-01,2019,1,1,PNADC12_RRPHCP12,2019-01-01T00:00:00-02:00,1811.0
2019-02-01,2019,1,2,PNADC12_RRPHCP12,2019-02-01T00:00:00-02:00,1811.0
2019-03-01,2019,1,3,PNADC12_RRPHCP12,2019-03-01T00:00:00-03:00,1785.0
2019-04-01,2019,1,4,PNADC12_RRPHCP12,2019-04-01T00:00:00-03:00,1770.0
2019-05-01,2019,1,5,PNADC12_RRPHCP12,2019-05-01T00:00:00-03:00,1761.0
2019-06-01,2019,1,6,PNADC12_RRPHCP12,2019-06-01T00:00:00-03:00,1753.0
