DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1980-10-01,1980,1,10,PRECOS12_IPCAAR12,1980-10-01T00:00:00-03:00,5.92
1980-11-01,1980,1,11,PRECOS12_IPCAAR12,1980-11-01T00:00:00-03:00,7.23
1980-12-01,1980,1,12,PRECOS12_IPCAAR12,1980-12-01T00:00:00-02:00,5.94
1981-01-01,1981,1,1,PRECOS12_IPCAAR12,1981-01-01T00:00:00-02:00,3.57
1981-02-01,1981,1,2,PRECOS12_IPCAAR12,1981-02-01T00:00:00-02:00,3.16
1981-03-01,1981,1,3,PRECOS12_IPCAAR12,1981-03-01T00:00:00-03:00,5.86
1981-04-01,1981,1,4,PRECOS12_IPCAAR12,1981-04-01T00:00:00-03:00,5.72
1981-05-01,1981,1,5,PRECOS12_IPCAAR12,1981-05-01T00:00:00-03:00,5.38
1981-06-01,1981,1,6,PRECOS12_IPCAAR12,1981-06-01T00:00:00-03:00,5.65
1981-07-01,1981,1,7,PRECOS12_IPCAAR12,1981-07-01T00:00:00-03:00,6.12
1981-08-01,1981,1,8,PRECOS12_IPCAAR12,1981-08-01T00:00:00-03:00,6.52
1981-09-01,1981,1,9,PRECOS12_IPCAAR12,1981-09-01T00:00:00-03:00,5.02
1981-10-01,1981,1,10,PRECOS12_IPCAAR12,1981-10-01T00:00:00-03:00,3.77
1981-11-01,1981,1,11,PRECOS12_IPCAAR12,1981-11-01T00:00:00-03:00,4.3
1981-12-01,1981,1,12,PRECOS12_IPCAAR12,1981-12-01T00:00:00-02:00,4.6
1982-01-01,1982,1,1,PRECOS12_IPCAAR12,1982-01-01T00:00:00-02:00,7.32
1982-02-01,1982,1,2,PRECOS12_IPCAAR12,1982-02-01T00:00:00-02:00,3.52
1982-03-01,1982,1,3,PRECOS12_IPCAAR12,1982-03-01T00:00:00-03:00,6.54
1982-04-01,1982,1,4,PRECOS12_IPCAAR12,1982-04-01T00:00:00-03:00,5.88
1982-05-01,1982,1,5,PRECOS12_IPCAAR12,1982-05-01T00:00:00-03:00,6.78
1982-06-01,1982,1,6,PRECOS12_IPCAAR12,1982-06-01T00:00:00-03:00,6.73
1982-07-01,1982,1,7,PRECOS12_IPCAAR12,1982-07-01T00:00:00-03:00,6.64
1982-08-01,1982,1,8,PRECOS12_IPCAAR12,1982-08-01T00:00:00-03:00,5.61
1982-09-01,1982,1,9,PRECOS12_IPCAAR12,1982-09-01T00:00:00-03:00,5.88
1982-10-01,1982,1,10,PRECOS12_IPCAAR12,1982-10-01T00:00:00-03:00,4.97
1982-11-01,1982,1,11,PRECOS12_IPCAAR12,1982-11-01T00:00:00-03:00,4.88
1982-12-01,1982,1,12,PRECOS12_IPCAAR12,1982-12-01T00:00:00-02:00,5.05
1983-01-01,1983,1,1,PRECOS12_IPCAAR12,1983-01-01T00:00:00-02:00,7.35
1983-02-01,1983,1,2,PRECOS12_IPCAAR12,1983-02-01T00:00:00-02:00,4.33
1983-03-01,1983,1,3,PRECOS12_IPCAAR12,1983-03-01T00:00:00-03:00,6.16
1983-04-01,1983,1,4,PRECOS12_IPCAAR12,1983-04-01T00:00:00-03:00,6.73
1983-05-01,1983,1,5,PRECOS12_IPCAAR12,1983-05-01T00:00:00-03:00,6.72
1983-06-01,1983,1,6,PRECOS12_IPCAAR12,1983-06-01T00:00:00-03:00,7.23
1983-07-01,1983,1,7,PRECOS12_IPCAAR12,1983-07-01T00:00:00-03:00,8.3
1983-08-01,1983,1,8,PRECOS12_IPCAAR12,1983-08-01T00:00:00-03:00,6.86
1983-09-01,1983,1,9,PRECOS12_IPCAAR12,1983-09-01T00:00:00-03:00,7.4
1983-10-01,1983,1,10,PRECOS12_IPCAAR12,1983-10-01T00:00:00-03:00,7.63
1983-11-01,1983,1,11,PRECOS12_IPCAAR12,1983-11-01T00:00:00-03:00,7.83
1983-12-01,1983,1,12,PRECOS12_IPCAAR12,1983-12-01T00:00:00-02:00,8.54
1984-01-01,1984,1,1,PRECOS12_IPCAAR12,1984-01-01T00:00:00-02:00,9.77
1984-02-01,1984,1,2,PRECOS12_IPCAAR12,1984-02-01T00:00:00-02:00,7.16
1984-03-01,1984,1,3,PRECOS12_IPCAAR12,1984-03-01T00:00:00-03:00,8.95
1984-04-01,1984,1,4,PRECOS12_IPCAAR12,1984-04-01T00:00:00-03:00,9.08
1984-05-01,1984,1,5,PRECOS12_IPCAAR12,1984-05-01T00:00:00-03:00,10.6
1984-06-01,1984,1,6,PRECOS12_IPCAAR12,1984-06-01T00:00:00-03:00,10.3
1984-07-01,1984,1,7,PRECOS12_IPCAAR12,1984-07-01T00:00:00-03:00,10.69
1984-08-01,1984,1,8,PRECOS12_IPCAAR12,1984-08-01T00:00:00-03:00,10.18
1984-09-01,1984,1,9,PRECOS12_IPCAAR12,1984-09-01T00:00:00-03:00,11.57
1984-10-01,1984,1,10,PRECOS12_IPCAAR12,1984-10-01T00:00:00-03:00,10.76
1984-11-01,1984,1,11,PRECOS12_IPCAAR12,1984-11-01T00:00:00-03:00,11.99
1984-12-01,1984,1,12,PRECOS12_IPCAAR12,1984-12-01T00:00:00-02:00,12.26
1985-01-01,1985,1,1,PRECOS12_IPCAAR12,1985-01-01T00:00:00-02:00,14.43
1985-02-01,1985,1,2,PRECOS12_IPCAAR12,1985-02-01T00:00:00-02:00,8.25
1985-03-01,1985,1,3,PRECOS12_IPCAAR12,1985-03-01T00:00:00-03:00,13.41
1985-04-01,1985,1,4,PRECOS12_IPCAAR12,1985-04-01T00:00:00-03:00,11.94
1985-05-01,1985,1,5,PRECOS12_IPCAAR12,1985-05-01T00:00:00-03:00,11.31
1985-06-01,1985,1,6,PRECOS12_IPCAAR12,1985-06-01T00:00:00-03:00,11.11
1985-07-01,1985,1,7,PRECOS12_IPCAAR12,1985-07-01T00:00:00-03:00,11.62
1985-08-01,1985,1,8,PRECOS12_IPCAAR12,1985-08-01T00:00:00-03:00,12.81
1985-09-01,1985,1,9,PRECOS12_IPCAAR12,1985-09-01T00:00:00-03:00,11.41
1985-10-01,1985,1,10,PRECOS12_IPCAAR12,1985-10-01T00:00:00-03:00,11.38
1985-11-01,1985,1,11,PRECOS12_IPCAAR12,1985-11-01T00:00:00-03:00,11.94
1985-12-01,1985,1,12,PRECOS12_IPCAAR12,1985-12-01T00:00:00-02:00,10.99
1986-01-01,1986,1,1,PRECOS12_IPCAAR12,1986-01-01T00:00:00-02:00,12.86
1986-02-01,1986,1,2,PRECOS12_IPCAAR12,1986-02-01T00:00:00-02:00,10.42
1986-03-01,1986,1,3,PRECOS12_IPCAAR12,1986-03-01T00:00:00-03:00,2.01
1986-04-01,1986,1,4,PRECOS12_IPCAAR12,1986-04-01T00:00:00-03:00,1.62
1986-05-01,1986,1,5,PRECOS12_IPCAAR12,1986-05-01T00:00:00-03:00,2.26
1986-06-01,1986,1,6,PRECOS12_IPCAAR12,1986-06-01T00:00:00-03:00,2.13
1986-07-01,1986,1,7,PRECOS12_IPCAAR12,1986-07-01T00:00:00-03:00,1.94
1986-08-01,1986,1,8,PRECOS12_IPCAAR12,1986-08-01T00:00:00-03:00,2.16
1986-09-01,1986,1,9,PRECOS12_IPCAAR12,1986-09-01T00:00:00-03:00,1.18
1986-10-01,1986,1,10,PRECOS12_IPCAAR12,1986-10-01T00:00:00-03:00,2.44
1986-11-01,1986,1,11,PRECOS12_IPCAAR12,1986-11-01T00:00:00-03:00,1.46
1986-12-01,1986,1,12,PRECOS12_IPCAAR12,1986-12-01T00:00:00-02:00,4.05
1987-01-01,1987,1,1,PRECOS12_IPCAAR12,1987-01-01T00:00:00-02:00,6.08
1987-02-01,1987,1,2,PRECOS12_IPCAAR12,1987-02-01T00:00:00-02:00,15.91
