DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ Penúltimo mês da série)
2012-03-01,2012,1,3,PNADC12_RRPH12,2012-03-01T00:00:00-03:00,2218.0
2012-04-01,2012,1,4,PNADC12_RRPH12,2012-04-01T00:00:00-03:00,2231.0
2012-05-01,2012,1,5,PNADC12_RRPH12,2012-05-01T00:00:00-03:00,2223.0
2012-06-01,2012,1,6,PNADC12_RRPH12,2012-06-01T00:00:00-03:00,2229.0
2012-07-01,2012,1,7,PNADC12_RRPH12,2012-07-01T00:00:00-03:00,2239.0
2012-08-01,2012,1,8,PNADC12_RRPH12,2012-08-01T00:00:00-03:00,2246.0
2012-09-01,2012,1,9,PNADC12_RRPH12,2012-09-01T00:00:00-03:00,2241.0
2012-10-01,2012,1,10,PNADC12_RRPH12,2012-10-01T00:00:00-03:00,2238.0
2012-11-01,2012,1,11,PNADC12_RRPH12,2012-11-01T00:00:00-02:00,2236.0
2012-12-01,2012,1,12,PNADC12_RRPH12,2012-12-01T00:00:00-02:00,2234.0
2013-01-01,2013,1,1,PNADC12_RRPH12,2013-01-01T00:00:00-02:00,2244.0
2013-02-01,2013,1,2,PNADC12_RRPH12,2013-02-01T00:00:00-02:00,2259.0
2013-03-01,2013,1,3,PNADC12_RRPH12,2013-03-01T00:00:00-03:00,2275.0
2013-04-01,2013,1,4,PNADC12_RRPH12,2013-04-01T00:00:00-03:00,2281.0
2013-05-01,2013,1,5,PNADC12_RRPH12,2013-05-01T00:00:00-03:00,2284.0
2013-06-01,2013,1,6,PNADC12_RRPH12,2013-06-01T00:00:00-03:00,2303.0
2013-07-01,2013,1,7,PNADC12_RRPH12,2013-07-01T00:00:00-03:00,2319.0
2013-08-01,2013,1,8,PNADC12_RRPH12,2013-08-01T00:00:00-03:00,2334.0
2013-09-01,2013,1,9,PNADC12_RRPH12,2013-09-01T00:00:00-03:00,2335.0
2013-10-01,2013,1,10,PNADC12_RRPH12,2013-10-01T00:00:00-03:00,2341.0
2013-11-01,2013,1,11,PNADC12_RRPH12,2013-11-01T00:00:00-02:00,2334.0
2013-12-01,2013,1,12,PNADC12_RRPH12,2013-12-01T00:00:00-02:00,2317.0
2014-01-01,2014,1,1,PNADC12_RRPH12,2014-01-01T00:00:00-02:00,2316.0
2014-02-01,2014,1,2,PNADC12_RRPH12,2014-02-01T00:00:00-02:00,2337.0
2014-03-01,2014,1,3,PNADC12_RRPH12,2014-03-01T00:00:00-03:00,2363.0
2014-04-01,2014,1,4,PNADC12_RRPH12,2014-04-01T00:00:00-03:00,2362.0
2014-05-01,2014,1,5,PNADC12_RRPH12,2014-05-01T00:00:00-03:00,2361.0
2014-06-01,2014,1,6,PNADC12_RRPH12,2014-06-01T00:00:00-03:00,2350.0
2014-07-01,2014,1,7,PNADC12_RRPH12,2014-07-01T00:00:00-03:00,2346.0
2014-08-01,2014,1,8,PNADC12_RRPH12,2014-08-01T00:00:00-03:00,2359.0
2014-09-01,2014,1,9,PNADC12_RRPH12,2014-09-01T00:00:00-03:00,2366.0
2014-10-01,2014,1,10,PNADC12_RRPH12,2014-10-01T00:00:00-03:00,2376.0
2014-11-01,2014,1,11,PNADC12_RRPH12,2014-11-01T00:00:00-02:00,2362.0
2014-12-01,2014,1,12,PNADC12_RRPH12,2014-12-01T00:00:00-02:00,2364.0
2015-01-01,2015,1,1,PNADC12_RRPH12,2015-01-01T00:00:00-02:00,2369.0
2015-02-01,2015,1,2,PNADC12_RRPH12,2015-02-01T00:00:00-02:00,2363.0
2015-03-01,2015,1,3,PNADC12_RRPH12,2015-03-01T00:00:00-03:00,2364.0
2015-04-01,2015,1,4,PNADC12_RRPH12,2015-04-01T00:00:00-03:00,2355.0
2015-05-01,2015,1,5,PNADC12_RRPH12,2015-05-01T00:00:00-03:00,2345.0
2015-06-01,2015,1,6,PNADC12_RRPH12,2015-06-01T00:00:00-03:00,2349.0
2015-07-01,2015,1,7,PNADC12_RRPH12,2015-07-01T00:00:00-03:00,2333.0
2015-08-01,2015,1,8,PNADC12_RRPH12,2015-08-01T00:00:00-03:00,2321.0
2015-09-01,2015,1,9,PNADC12_RRPH12,2015-09-01T00:00:00-03:00,2317.0
2015-10-01,2015,1,10,PNADC12_RRPH12,2015-10-01T00:00:00-03:00,2306.0
2015-11-01,2015,1,11,PNADC12_RRPH12,2015-11-01T00:00:00-02:00,2293.0
2015-12-01,2015,1,12,PNADC12_RRPH12,2015-12-01T00:00:00-02:00,2287.0
2016-01-01,2016,1,1,PNADC12_RRPH12,2016-01-01T00:00:00-02:00,2295.0
2016-02-01,2016,1,2,PNADC12_RRPH12,2016-02-01T00:00:00-02:00,2281.0
2016-03-01,2016,1,3,PNADC12_RRPH12,2016-03-01T00:00:00-03:00,2296.0
2016-04-01,2016,1,4,PNADC12_RRPH12,2016-04-01T00:00:00-03:00,2278.0
2016-05-01,2016,1,5,PNADC12_RRPH12,2016-05-01T00:00:00-03:00,2286.0
2016-06-01,2016,1,6,PNADC12_RRPH12,2016-06-01T00:00:00-03:00,2262.0
2016-07-01,2016,1,7,PNADC12_RRPH12,2016-07-01T00:00:00-03:00,2266.0
2016-08-01,2016,1,8,PNADC12_RRPH12,2016-08-01T00:00:00-03:00,2285.0
2016-09-01,2016,1,9,PNADC12_RRPH12,2016-09-01T00:00:00-03:00,2283.0
2016-10-01,2016,1,10,PNADC12_RRPH12,2016-10-01T00:00:00-03:00,2287.0
2016-11-01,2016,1,11,PNADC12_RRPH12,2016-11-01T00:00:00-02:00,2289.0
2016-12-01,2016,1,12,PNADC12_RRPH12,2016-12-01T00:00:00-02:00,2296.0
2017-01-01,2017,1,1,PNADC12_RRPH12,2017-01-01T00:00:00-02:00,2307.0
2017-02-01,2017,1,2,PNADC12_RRPH12,2017-02-01T00:00:00-02:00,2314.0
2017-03-01,2017,1,3,PNADC12_RRPH12,2017-03-01T00:00:00-03:00,2325.0
2017-04-01,2017,1,4,PNADC12_RRPH12,2017-04-01T00:00:00-03:00,2311.0
2017-05-01,2017,1,5,PNADC12_RRPH12,2017-05-01T00:00:00-03:00,2304.0
2017-06-01,2017,1,6,PNADC12_RRPH12,2017-06-01T00:00:00-03:00,2299.0
2017-07-01,2017,1,7,PNADC12_RRPH12,2017-07-01T00:00:00-03:00,2299.0
2017-08-01,2017,1,8,PNADC12_RRPH12,2017-08-01T00:00:00-03:00,2297.0
2017-09-01,2017,1,9,PNADC12_RRPH12,2017-09-01T00:00:00-03:00,2307.0
2017-10-01,2017,1,10,PNADC12_RRPH12,2017-10-01T00:00:00-03:00,2312.0
2017-11-01,2017,1,11,PNADC12_RRPH12,2017-11-01T00:00:00-02:00,2319.0
2017-12-01,2017,1,12,PNADC12_RRPH12,2017-12-01T00:00:00-02:00,2316.0
2018-01-01,2018,1,1,PNADC12_RRPH12,2018-01-01T00:00:00-02:00,2327.0
2018-02-01,2018,1,2,PNADC12_RRPH12,2018-02-01T00:00:00-02:00,2335.0
2018-03-01,2018,1,3,PNADC12_RRPH12,2018-03-01T00:00:00-03:00,2341.0
2018-04-01,2018,1,4,PNADC12_RRPH12,2018-04-01T00:00:00-03:00,2347.0
2018-05-01,2018,1,5,PNADC12_RRPH12,2018-05-01T00:00:00-03:00,2350.0
2018-06-01,2018,1,6,PNADC12_RRPH12,2018-06-01T00:00:00-03:00,2343.0
2018-07-01,2018,1,7,PNADC12_RRPH12,2018-07-01T00:00:00-03:00,2337.0
2018-08-01,2018,1,8,PNADC12_RRPH12,2018-08-01T00:00:00-03:00,2347.0
2018-09-01,2018,1,9,PNADC12_RRPH12,2018-09-01T00:00:00-03:00,2341.0
2018-10-01,2018,1,10,PNADC12_RRPH12,2018-10-01T00:00:00-03:00,2340.0
2018-11-01,2018,1,11,PNADC12_RRPH12,2018-11-01T00:00:00-03:00,2340.0
2018-12-01,2018,1,12,PNADC12_RRPH12,2018-12-01T00:00:00-02:00,2352.0
