DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
2008-01-01,2008,1,1,FIPE12_TXARJ12,2008-01-01T00:00:00-02:00,0.00543792805197473
2008-02-01,2008,1,2,FIPE12_TXARJ12,2008-02-01T00:00:00-02:00,0.00536502791143301
2008-03-01,2008,1,3,FIPE12_TXARJ12,2008-03-01T00:00:00-03:00,0.00557148463607093
2008-04-01,2008,1,4,FIPE12_TXARJ12,2008-04-01T00:00:00-03:00,0.0054039799210056
2008-05-01,2008,1,5,FIPE12_TXARJ12,2008-05-01T00:00:00-03:00,0.00539623351279039
2008-06-01,2008,1,6,FIPE12_TXARJ12,2008-06-01T00:00:00-03:00,0.00519448285702797
2008-07-01,2008,1,7,FIPE12_TXARJ12,2008-07-01T00:00:00-03:00,0.00522220706378596
2008-08-01,2008,1,8,FIPE12_TXARJ12,2008-08-01T00:00:00-03:00,0.00522578317185781
2008-09-01,2008,1,9,FIPE12_TXARJ12,2008-09-01T00:00:00-03:00,0.00531758344848509
2008-10-01,2008,1,10,FIPE12_TXARJ12,2008-10-01T00:00:00-03:00,0.00544157888461899
2008-11-01,2008,1,11,FIPE12_TXARJ12,2008-11-01T00:00:00-02:00,0.00547979545844461
2008-12-01,2008,1,12,FIPE12_TXARJ12,2008-12-01T00:00:00-02:00,0.00543108343997283
2009-01-01,2009,1,1,FIPE12_TXARJ12,2009-01-01T00:00:00-02:00,0.00540462631957422
2009-02-01,2009,1,2,FIPE12_TXARJ12,2009-02-01T00:00:00-02:00,0.00540062933503023
2009-03-01,2009,1,3,FIPE12_TXARJ12,2009-03-01T00:00:00-03:00,0.00533600973962709
2009-04-01,2009,1,4,FIPE12_TXARJ12,2009-04-01T00:00:00-03:00,0.00524786895673696
2009-05-01,2009,1,5,FIPE12_TXARJ12,2009-05-01T00:00:00-03:00,0.00519888715759521
2009-06-01,2009,1,6,FIPE12_TXARJ12,2009-06-01T00:00:00-03:00,0.00517485967873623
2009-07-01,2009,1,7,FIPE12_TXARJ12,2009-07-01T00:00:00-03:00,0.00513252705560132
2009-08-01,2009,1,8,FIPE12_TXARJ12,2009-08-01T00:00:00-03:00,0.00512203671863888
2009-09-01,2009,1,9,FIPE12_TXARJ12,2009-09-01T00:00:00-03:00,0.00510688576054514
2009-10-01,2009,1,10,FIPE12_TXARJ12,2009-10-01T00:00:00-03:00,0.00517668262300959
2009-11-01,2009,1,11,FIPE12_TXARJ12,2009-11-01T00:00:00-02:00,0.00517955066167359
2009-12-01,2009,1,12,FIPE12_TXARJ12,2009-12-01T00:00:00-02:00,0.00519403923076443
2010-01-01,2010,1,1,FIPE12_TXARJ12,2010-01-01T00:00:00-02:00,0.00491654056617776
2010-02-01,2010,1,2,FIPE12_TXARJ12,2010-02-01T00:00:00-02:00,0.00491650925578537
2010-03-01,2010,1,3,FIPE12_TXARJ12,2010-03-01T00:00:00-03:00,0.0049496535254491
2010-04-01,2010,1,4,FIPE12_TXARJ12,2010-04-01T00:00:00-03:00,0.00493024291321173
2010-05-01,2010,1,5,FIPE12_TXARJ12,2010-05-01T00:00:00-03:00,0.00484735579136243
2010-06-01,2010,1,6,FIPE12_TXARJ12,2010-06-01T00:00:00-03:00,0.00468106651930755
2010-07-01,2010,1,7,FIPE12_TXARJ12,2010-07-01T00:00:00-03:00,0.00455360210278948
2010-08-01,2010,1,8,FIPE12_TXARJ12,2010-08-01T00:00:00-03:00,0.0044627089917343
2010-09-01,2010,1,9,FIPE12_TXARJ12,2010-09-01T00:00:00-03:00,0.00447933294742871
2010-10-01,2010,1,10,FIPE12_TXARJ12,2010-10-01T00:00:00-03:00,0.00448023092134947
2010-11-01,2010,1,11,FIPE12_TXARJ12,2010-11-01T00:00:00-02:00,0.00449877061427755
2010-12-01,2010,1,12,FIPE12_TXARJ12,2010-12-01T00:00:00-02:00,0.00446496030151216
2011-01-01,2011,1,1,FIPE12_TXARJ12,2011-01-01T00:00:00-02:00,0.00447131644392976
2011-02-01,2011,1,2,FIPE12_TXARJ12,2011-02-01T00:00:00-02:00,0.00439365435349623
2011-03-01,2011,1,3,FIPE12_TXARJ12,2011-03-01T00:00:00-03:00,0.00429554522041398
2011-04-01,2011,1,4,FIPE12_TXARJ12,2011-04-01T00:00:00-03:00,0.0042570929175973
2011-05-01,2011,1,5,FIPE12_TXARJ12,2011-05-01T00:00:00-03:00,0.00425998544369432
2011-06-01,2011,1,6,FIPE12_TXARJ12,2011-06-01T00:00:00-03:00,0.00422885995802144
2011-07-01,2011,1,7,FIPE12_TXARJ12,2011-07-01T00:00:00-03:00,0.00414713036414524
2011-08-01,2011,1,8,FIPE12_TXARJ12,2011-08-01T00:00:00-03:00,0.00406560172546656
2011-09-01,2011,1,9,FIPE12_TXARJ12,2011-09-01T00:00:00-03:00,0.00401237222048746
2011-10-01,2011,1,10,FIPE12_TXARJ12,2011-10-01T00:00:00-03:00,0.00401120779846177
2011-11-01,2011,1,11,FIPE12_TXARJ12,2011-11-01T00:00:00-02:00,0.00400320977593105
2011-12-01,2011,1,12,FIPE12_TXARJ12,2011-12-01T00:00:00-02:00,0.00404843505741356
2012-01-01,2012,1,1,FIPE12_TXARJ12,2012-01-01T00:00:00-02:00,0.00402310937280854
2012-02-01,2012,1,2,FIPE12_TXARJ12,2012-02-01T00:00:00-02:00,0.00402815074756608
2012-03-01,2012,1,3,FIPE12_TXARJ12,2012-03-01T00:00:00-03:00,0.00402537522257623
2012-04-01,2012,1,4,FIPE12_TXARJ12,2012-04-01T00:00:00-03:00,0.00403775826862505
2012-05-01,2012,1,5,FIPE12_TXARJ12,2012-05-01T00:00:00-03:00,0.00404647146381666
2012-06-01,2012,1,6,FIPE12_TXARJ12,2012-06-01T00:00:00-03:00,0.00401848132763486
