DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1980-10-01,1980,1,10,PRECOS12_INPCAR12,1980-10-01T00:00:00-03:00,5.57
1980-11-01,1980,1,11,PRECOS12_INPCAR12,1980-11-01T00:00:00-03:00,7.05
1980-12-01,1980,1,12,PRECOS12_INPCAR12,1980-12-01T00:00:00-02:00,6.62
1981-01-01,1981,1,1,PRECOS12_INPCAR12,1981-01-01T00:00:00-02:00,3.45
1981-02-01,1981,1,2,PRECOS12_INPCAR12,1981-02-01T00:00:00-02:00,3.5
1981-03-01,1981,1,3,PRECOS12_INPCAR12,1981-03-01T00:00:00-03:00,7.78
1981-04-01,1981,1,4,PRECOS12_INPCAR12,1981-04-01T00:00:00-03:00,6.49
1981-05-01,1981,1,5,PRECOS12_INPCAR12,1981-05-01T00:00:00-03:00,5.25
1981-06-01,1981,1,6,PRECOS12_INPCAR12,1981-06-01T00:00:00-03:00,5.68
1981-07-01,1981,1,7,PRECOS12_INPCAR12,1981-07-01T00:00:00-03:00,5.93
1981-08-01,1981,1,8,PRECOS12_INPCAR12,1981-08-01T00:00:00-03:00,6.36
1981-09-01,1981,1,9,PRECOS12_INPCAR12,1981-09-01T00:00:00-03:00,5.17
1981-10-01,1981,1,10,PRECOS12_INPCAR12,1981-10-01T00:00:00-03:00,3.62
1981-11-01,1981,1,11,PRECOS12_INPCAR12,1981-11-01T00:00:00-03:00,4.76
1981-12-01,1981,1,12,PRECOS12_INPCAR12,1981-12-01T00:00:00-02:00,4.26
1982-01-01,1982,1,1,PRECOS12_INPCAR12,1982-01-01T00:00:00-02:00,6.56
1982-02-01,1982,1,2,PRECOS12_INPCAR12,1982-02-01T00:00:00-02:00,3.96
1982-03-01,1982,1,3,PRECOS12_INPCAR12,1982-03-01T00:00:00-03:00,6.99
1982-04-01,1982,1,4,PRECOS12_INPCAR12,1982-04-01T00:00:00-03:00,5.83
1982-05-01,1982,1,5,PRECOS12_INPCAR12,1982-05-01T00:00:00-03:00,6.74
1982-06-01,1982,1,6,PRECOS12_INPCAR12,1982-06-01T00:00:00-03:00,7.22
1982-07-01,1982,1,7,PRECOS12_INPCAR12,1982-07-01T00:00:00-03:00,7.01
1982-08-01,1982,1,8,PRECOS12_INPCAR12,1982-08-01T00:00:00-03:00,6.19
1982-09-01,1982,1,9,PRECOS12_INPCAR12,1982-09-01T00:00:00-03:00,6.52
1982-10-01,1982,1,10,PRECOS12_INPCAR12,1982-10-01T00:00:00-03:00,5.06
1982-11-01,1982,1,11,PRECOS12_INPCAR12,1982-11-01T00:00:00-03:00,4.99
1982-12-01,1982,1,12,PRECOS12_INPCAR12,1982-12-01T00:00:00-02:00,4.95
1983-01-01,1983,1,1,PRECOS12_INPCAR12,1983-01-01T00:00:00-02:00,7.09
1983-02-01,1983,1,2,PRECOS12_INPCAR12,1983-02-01T00:00:00-02:00,4.5
1983-03-01,1983,1,3,PRECOS12_INPCAR12,1983-03-01T00:00:00-03:00,7.17
1983-04-01,1983,1,4,PRECOS12_INPCAR12,1983-04-01T00:00:00-03:00,6.65
1983-05-01,1983,1,5,PRECOS12_INPCAR12,1983-05-01T00:00:00-03:00,6.17
1983-06-01,1983,1,6,PRECOS12_INPCAR12,1983-06-01T00:00:00-03:00,6.98
1983-07-01,1983,1,7,PRECOS12_INPCAR12,1983-07-01T00:00:00-03:00,8.27
1983-08-01,1983,1,8,PRECOS12_INPCAR12,1983-08-01T00:00:00-03:00,6.42
1983-09-01,1983,1,9,PRECOS12_INPCAR12,1983-09-01T00:00:00-03:00,7.01
1983-10-01,1983,1,10,PRECOS12_INPCAR12,1983-10-01T00:00:00-03:00,7.87
1983-11-01,1983,1,11,PRECOS12_INPCAR12,1983-11-01T00:00:00-03:00,7.68
1983-12-01,1983,1,12,PRECOS12_INPCAR12,1983-12-01T00:00:00-02:00,8.73
1984-01-01,1984,1,1,PRECOS12_INPCAR12,1984-01-01T00:00:00-02:00,10.21
1984-02-01,1984,1,2,PRECOS12_INPCAR12,1984-02-01T00:00:00-02:00,6.9
1984-03-01,1984,1,3,PRECOS12_INPCAR12,1984-03-01T00:00:00-03:00,8.81
1984-04-01,1984,1,4,PRECOS12_INPCAR12,1984-04-01T00:00:00-03:00,9.27
