DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1998-01-01,1998,1,1,ANDA12_VFERTILIZ12,1998-01-01T00:00:00-02:00,808248.0
1998-02-01,1998,1,2,ANDA12_VFERTILIZ12,1998-02-01T00:00:00-02:00,783732.0
1998-03-01,1998,1,3,ANDA12_VFERTILIZ12,1998-03-01T00:00:00-03:00,793043.0
1998-04-01,1998,1,4,ANDA12_VFERTILIZ12,1998-04-01T00:00:00-03:00,600047.0
1998-05-01,1998,1,5,ANDA12_VFERTILIZ12,1998-05-01T00:00:00-03:00,736615.0
1998-06-01,1998,1,6,ANDA12_VFERTILIZ12,1998-06-01T00:00:00-03:00,911410.0
1998-07-01,1998,1,7,ANDA12_VFERTILIZ12,1998-07-01T00:00:00-03:00,1207152.0
1998-08-01,1998,1,8,ANDA12_VFERTILIZ12,1998-08-01T00:00:00-03:00,1575375.0
1998-09-01,1998,1,9,ANDA12_VFERTILIZ12,1998-09-01T00:00:00-03:00,2029610.0
1998-10-01,1998,1,10,ANDA12_VFERTILIZ12,1998-10-01T00:00:00-03:00,2361048.0
1998-11-01,1998,1,11,ANDA12_VFERTILIZ12,1998-11-01T00:00:00-03:00,1813412.0
1998-12-01,1998,1,12,ANDA12_VFERTILIZ12,1998-12-01T00:00:00-02:00,1048878.0
1999-01-01,1999,1,1,ANDA12_VFERTILIZ12,1999-01-01T00:00:00-02:00,721039.0
1999-02-01,1999,1,2,ANDA12_VFERTILIZ12,1999-02-01T00:00:00-02:00,737447.0
1999-03-01,1999,1,3,ANDA12_VFERTILIZ12,1999-03-01T00:00:00-03:00,719145.0
1999-04-01,1999,1,4,ANDA12_VFERTILIZ12,1999-04-01T00:00:00-03:00,396718.0
1999-05-01,1999,1,5,ANDA12_VFERTILIZ12,1999-05-01T00:00:00-03:00,501985.0
1999-06-01,1999,1,6,ANDA12_VFERTILIZ12,1999-06-01T00:00:00-03:00,607874.0
1999-07-01,1999,1,7,ANDA12_VFERTILIZ12,1999-07-01T00:00:00-03:00,891494.0
1999-08-01,1999,1,8,ANDA12_VFERTILIZ12,1999-08-01T00:00:00-03:00,1478046.0
1999-09-01,1999,1,9,ANDA12_VFERTILIZ12,1999-09-01T00:00:00-03:00,2119669.0
1999-10-01,1999,1,10,ANDA12_VFERTILIZ12,1999-10-01T00:00:00-03:00,2422354.0
1999-11-01,1999,1,11,ANDA12_VFERTILIZ12,1999-11-01T00:00:00-03:00,1998518.0
1999-12-01,1999,1,12,ANDA12_VFERTILIZ12,1999-12-01T00:00:00-02:00,1095193.0
2000-01-01,2000,1,1,ANDA12_VFERTILIZ12,2000-01-01T00:00:00-02:00,902466.0
2000-02-01,2000,1,2,ANDA12_VFERTILIZ12,2000-02-01T00:00:00-02:00,900438.0
2000-03-01,2000,1,3,ANDA12_VFERTILIZ12,2000-03-01T00:00:00-03:00,865707.0
2000-04-01,2000,1,4,ANDA12_VFERTILIZ12,2000-04-01T00:00:00-03:00,616220.0
2000-05-01,2000,1,5,ANDA12_VFERTILIZ12,2000-05-01T00:00:00-03:00,871349.0
2000-06-01,2000,1,6,ANDA12_VFERTILIZ12,2000-06-01T00:00:00-03:00,1204278.0
2000-07-01,2000,1,7,ANDA12_VFERTILIZ12,2000-07-01T00:00:00-03:00,1581570.0
2000-08-01,2000,1,8,ANDA12_VFERTILIZ12,2000-08-01T00:00:00-03:00,2056287.0
2000-09-01,2000,1,9,ANDA12_VFERTILIZ12,2000-09-01T00:00:00-03:00,2202774.0
2000-10-01,2000,1,10,ANDA12_VFERTILIZ12,2000-10-01T00:00:00-03:00,2311834.0
2000-11-01,2000,1,11,ANDA12_VFERTILIZ12,2000-11-01T00:00:00-03:00,1828423.0
2000-12-01,2000,1,12,ANDA12_VFERTILIZ12,2000-12-01T00:00:00-02:00,1050870.0
2001-01-01,2001,1,1,ANDA12_VFERTILIZ12,2001-01-01T00:00:00-02:00,1000598.0
2001-02-01,2001,1,2,ANDA12_VFERTILIZ12,2001-02-01T00:00:00-02:00,823453.0
2001-03-01,2001,1,3,ANDA12_VFERTILIZ12,2001-03-01T00:00:00-03:00,732239.0
2001-04-01,2001,1,4,ANDA12_VFERTILIZ12,2001-04-01T00:00:00-03:00,602675.0
2001-05-01,2001,1,5,ANDA12_VFERTILIZ12,2001-05-01T00:00:00-03:00,874778.0
2001-06-01,2001,1,6,ANDA12_VFERTILIZ12,2001-06-01T00:00:00-03:00,1413698.0
2001-07-01,2001,1,7,ANDA12_VFERTILIZ12,2001-07-01T00:00:00-03:00,1898419.0
2001-08-01,2001,1,8,ANDA12_VFERTILIZ12,2001-08-01T00:00:00-03:00,2381052.0
