DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRLTJ12,2011-03-01T00:00:00-03:00,37.92
2011-04-01,2011,1,4,BM12_CRLTJ12,2011-04-01T00:00:00-03:00,38.71
2011-05-01,2011,1,5,BM12_CRLTJ12,2011-05-01T00:00:00-03:00,38.4
2011-06-01,2011,1,6,BM12_CRLTJ12,2011-06-01T00:00:00-03:00,38.28
2011-07-01,2011,1,7,BM12_CRLTJ12,2011-07-01T00:00:00-03:00,38.67
2011-08-01,2011,1,8,BM12_CRLTJ12,2011-08-01T00:00:00-03:00,37.7
2011-09-01,2011,1,9,BM12_CRLTJ12,2011-09-01T00:00:00-03:00,37.99
2011-10-01,2011,1,10,BM12_CRLTJ12,2011-10-01T00:00:00-03:00,38.39
2011-11-01,2011,1,11,BM12_CRLTJ12,2011-11-01T00:00:00-02:00,37.56
2011-12-01,2011,1,12,BM12_CRLTJ12,2011-12-01T00:00:00-02:00,35.54
2012-01-01,2012,1,1,BM12_CRLTJ12,2012-01-01T00:00:00-02:00,36.8
2012-02-01,2012,1,2,BM12_CRLTJ12,2012-02-01T00:00:00-02:00,37.22
2012-03-01,2012,1,3,BM12_CRLTJ12,2012-03-01T00:00:00-03:00,36.71
2012-04-01,2012,1,4,BM12_CRLTJ12,2012-04-01T00:00:00-03:00,35.68
2012-05-01,2012,1,5,BM12_CRLTJ12,2012-05-01T00:00:00-03:00,33.5
2012-06-01,2012,1,6,BM12_CRLTJ12,2012-06-01T00:00:00-03:00,32.6
2012-07-01,2012,1,7,BM12_CRLTJ12,2012-07-01T00:00:00-03:00,31.97
2012-08-01,2012,1,8,BM12_CRLTJ12,2012-08-01T00:00:00-03:00,31.36
2012-09-01,2012,1,9,BM12_CRLTJ12,2012-09-01T00:00:00-03:00,31.16
2012-10-01,2012,1,10,BM12_CRLTJ12,2012-10-01T00:00:00-03:00,30.46
2012-11-01,2012,1,11,BM12_CRLTJ12,2012-11-01T00:00:00-02:00,30.3
2012-12-01,2012,1,12,BM12_CRLTJ12,2012-12-01T00:00:00-02:00,28.89
2013-01-01,2013,1,1,BM12_CRLTJ12,2013-01-01T00:00:00-02:00,29.64
2013-02-01,2013,1,2,BM12_CRLTJ12,2013-02-01T00:00:00-02:00,30.35
2013-03-01,2013,1,3,BM12_CRLTJ12,2013-03-01T00:00:00-03:00,29.89
2013-04-01,2013,1,4,BM12_CRLTJ12,2013-04-01T00:00:00-03:00,30.0
2013-05-01,2013,1,5,BM12_CRLTJ12,2013-05-01T00:00:00-03:00,29.74
2013-06-01,2013,1,6,BM12_CRLTJ12,2013-06-01T00:00:00-03:00,30.2
2013-07-01,2013,1,7,BM12_CRLTJ12,2013-07-01T00:00:00-03:00,30.98
