DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((Unidade))
1992-03-01,1992,1,3,FENABRAVE12_VENDAUTO12,1992-03-01T00:00:00-03:00,29532.0
1992-04-01,1992,1,4,FENABRAVE12_VENDAUTO12,1992-04-01T00:00:00-03:00,59286.0
1992-05-01,1992,1,5,FENABRAVE12_VENDAUTO12,1992-05-01T00:00:00-03:00,48504.0
1992-06-01,1992,1,6,FENABRAVE12_VENDAUTO12,1992-06-01T00:00:00-03:00,52800.0
1992-07-01,1992,1,7,FENABRAVE12_VENDAUTO12,1992-07-01T00:00:00-03:00,54745.0
1992-08-01,1992,1,8,FENABRAVE12_VENDAUTO12,1992-08-01T00:00:00-03:00,52790.0
1992-09-01,1992,1,9,FENABRAVE12_VENDAUTO12,1992-09-01T00:00:00-03:00,54402.0
1992-10-01,1992,1,10,FENABRAVE12_VENDAUTO12,1992-10-01T00:00:00-03:00,58045.0
1992-11-01,1992,1,11,FENABRAVE12_VENDAUTO12,1992-11-01T00:00:00-03:00,60724.0
1992-12-01,1992,1,12,FENABRAVE12_VENDAUTO12,1992-12-01T00:00:00-02:00,54528.0
1993-01-01,1993,1,1,FENABRAVE12_VENDAUTO12,1993-01-01T00:00:00-02:00,45391.0
1993-02-01,1993,1,2,FENABRAVE12_VENDAUTO12,1993-02-01T00:00:00-02:00,52852.0
1993-03-01,1993,1,3,FENABRAVE12_VENDAUTO12,1993-03-01T00:00:00-03:00,68340.0
1993-04-01,1993,1,4,FENABRAVE12_VENDAUTO12,1993-04-01T00:00:00-03:00,66141.0
1993-05-01,1993,1,5,FENABRAVE12_VENDAUTO12,1993-05-01T00:00:00-03:00,72945.0
1993-06-01,1993,1,6,FENABRAVE12_VENDAUTO12,1993-06-01T00:00:00-03:00,74900.0
1993-07-01,1993,1,7,FENABRAVE12_VENDAUTO12,1993-07-01T00:00:00-03:00,76217.0
1993-08-01,1993,1,8,FENABRAVE12_VENDAUTO12,1993-08-01T00:00:00-03:00,86505.0
1993-09-01,1993,1,9,FENABRAVE12_VENDAUTO12,1993-09-01T00:00:00-03:00,81504.0
1993-10-01,1993,1,10,FENABRAVE12_VENDAUTO12,1993-10-01T00:00:00-03:00,79348.0
1993-11-01,1993,1,11,FENABRAVE12_VENDAUTO12,1993-11-01T00:00:00-03:00,86964.0
1993-12-01,1993,1,12,FENABRAVE12_VENDAUTO12,1993-12-01T00:00:00-02:00,85058.0
1994-01-01,1994,1,1,FENABRAVE12_VENDAUTO12,1994-01-01T00:00:00-02:00,76949.0
1994-02-01,1994,1,2,FENABRAVE12_VENDAUTO12,1994-02-01T00:00:00-02:00,72845.0
1994-03-01,1994,1,3,FENABRAVE12_VENDAUTO12,1994-03-01T00:00:00-03:00,92938.0
1994-04-01,1994,1,4,FENABRAVE12_VENDAUTO12,1994-04-01T00:00:00-03:00,77135.0
1994-05-01,1994,1,5,FENABRAVE12_VENDAUTO12,1994-05-01T00:00:00-03:00,95780.0
1994-06-01,1994,1,6,FENABRAVE12_VENDAUTO12,1994-06-01T00:00:00-03:00,94213.0
1994-07-01,1994,1,7,FENABRAVE12_VENDAUTO12,1994-07-01T00:00:00-03:00,86097.0
1994-08-01,1994,1,8,FENABRAVE12_VENDAUTO12,1994-08-01T00:00:00-03:00,121223.0
1994-09-01,1994,1,9,FENABRAVE12_VENDAUTO12,1994-09-01T00:00:00-03:00,86659.0
1994-10-01,1994,1,10,FENABRAVE12_VENDAUTO12,1994-10-01T00:00:00-03:00,102772.0
1994-11-01,1994,1,11,FENABRAVE12_VENDAUTO12,1994-11-01T00:00:00-03:00,111883.0
1994-12-01,1994,1,12,FENABRAVE12_VENDAUTO12,1994-12-01T00:00:00-02:00,114540.0
1995-01-01,1995,1,1,FENABRAVE12_VENDAUTO12,1995-01-01T00:00:00-02:00,85162.0
1995-02-01,1995,1,2,FENABRAVE12_VENDAUTO12,1995-02-01T00:00:00-02:00,106347.0
1995-03-01,1995,1,3,FENABRAVE12_VENDAUTO12,1995-03-01T00:00:00-03:00,143722.0
1995-04-01,1995,1,4,FENABRAVE12_VENDAUTO12,1995-04-01T00:00:00-03:00,109623.0
1995-05-01,1995,1,5,FENABRAVE12_VENDAUTO12,1995-05-01T00:00:00-03:00,110796.0
1995-06-01,1995,1,6,FENABRAVE12_VENDAUTO12,1995-06-01T00:00:00-03:00,113555.0
1995-07-01,1995,1,7,FENABRAVE12_VENDAUTO12,1995-07-01T00:00:00-03:00,108252.0
1995-08-01,1995,1,8,FENABRAVE12_VENDAUTO12,1995-08-01T00:00:00-03:00,126164.0
1995-09-01,1995,1,9,FENABRAVE12_VENDAUTO12,1995-09-01T00:00:00-03:00,114258.0
1995-10-01,1995,1,10,FENABRAVE12_VENDAUTO12,1995-10-01T00:00:00-03:00,121546.0
1995-11-01,1995,1,11,FENABRAVE12_VENDAUTO12,1995-11-01T00:00:00-03:00,122878.0
1995-12-01,1995,1,12,FENABRAVE12_VENDAUTO12,1995-12-01T00:00:00-02:00,112661.0
1996-01-01,1996,1,1,FENABRAVE12_VENDAUTO12,1996-01-01T00:00:00-02:00,92387.0
1996-02-01,1996,1,2,FENABRAVE12_VENDAUTO12,1996-02-01T00:00:00-02:00,105129.0
1996-03-01,1996,1,3,FENABRAVE12_VENDAUTO12,1996-03-01T00:00:00-03:00,107542.0
1996-04-01,1996,1,4,FENABRAVE12_VENDAUTO12,1996-04-01T00:00:00-03:00,103020.0
1996-05-01,1996,1,5,FENABRAVE12_VENDAUTO12,1996-05-01T00:00:00-03:00,118411.0
1996-06-01,1996,1,6,FENABRAVE12_VENDAUTO12,1996-06-01T00:00:00-03:00,103635.0
1996-07-01,1996,1,7,FENABRAVE12_VENDAUTO12,1996-07-01T00:00:00-03:00,124362.0
1996-08-01,1996,1,8,FENABRAVE12_VENDAUTO12,1996-08-01T00:00:00-03:00,121240.0
1996-09-01,1996,1,9,FENABRAVE12_VENDAUTO12,1996-09-01T00:00:00-03:00,135062.0
1996-10-01,1996,1,10,FENABRAVE12_VENDAUTO12,1996-10-01T00:00:00-03:00,133768.0
1996-11-01,1996,1,11,FENABRAVE12_VENDAUTO12,1996-11-01T00:00:00-03:00,129053.0
1996-12-01,1996,1,12,FENABRAVE12_VENDAUTO12,1996-12-01T00:00:00-02:00,126420.0
1997-01-01,1997,1,1,FENABRAVE12_VENDAUTO12,1997-01-01T00:00:00-02:00,123816.0
1997-02-01,1997,1,2,FENABRAVE12_VENDAUTO12,1997-02-01T00:00:00-02:00,112550.0
1997-03-01,1997,1,3,FENABRAVE12_VENDAUTO12,1997-03-01T00:00:00-03:00,130645.0
1997-04-01,1997,1,4,FENABRAVE12_VENDAUTO12,1997-04-01T00:00:00-03:00,144626.0
1997-05-01,1997,1,5,FENABRAVE12_VENDAUTO12,1997-05-01T00:00:00-03:00,137537.0
1997-06-01,1997,1,6,FENABRAVE12_VENDAUTO12,1997-06-01T00:00:00-03:00,135316.0
1997-07-01,1997,1,7,FENABRAVE12_VENDAUTO12,1997-07-01T00:00:00-03:00,141959.0
1997-08-01,1997,1,8,FENABRAVE12_VENDAUTO12,1997-08-01T00:00:00-03:00,141165.0
1997-09-01,1997,1,9,FENABRAVE12_VENDAUTO12,1997-09-01T00:00:00-03:00,146148.0
1997-10-01,1997,1,10,FENABRAVE12_VENDAUTO12,1997-10-01T00:00:00-03:00,148693.0
1997-11-01,1997,1,11,FENABRAVE12_VENDAUTO12,1997-11-01T00:00:00-03:00,112484.0
1997-12-01,1997,1,12,FENABRAVE12_VENDAUTO12,1997-12-01T00:00:00-02:00,92909.0
1998-01-01,1998,1,1,FENABRAVE12_VENDAUTO12,1998-01-01T00:00:00-02:00,91261.0
1998-02-01,1998,1,2,FENABRAVE12_VENDAUTO12,1998-02-01T00:00:00-02:00,88765.0
1998-03-01,1998,1,3,FENABRAVE12_VENDAUTO12,1998-03-01T00:00:00-03:00,121258.0
1998-04-01,1998,1,4,FENABRAVE12_VENDAUTO12,1998-04-01T00:00:00-03:00,110235.0
1998-05-01,1998,1,5,FENABRAVE12_VENDAUTO12,1998-05-01T00:00:00-03:00,118436.0
1998-06-01,1998,1,6,FENABRAVE12_VENDAUTO12,1998-06-01T00:00:00-03:00,99928.0
1998-07-01,1998,1,7,FENABRAVE12_VENDAUTO12,1998-07-01T00:00:00-03:00,103576.0
1998-08-01,1998,1,8,FENABRAVE12_VENDAUTO12,1998-08-01T00:00:00-03:00,116702.0
1998-09-01,1998,1,9,FENABRAVE12_VENDAUTO12,1998-09-01T00:00:00-03:00,98040.0
1998-10-01,1998,1,10,FENABRAVE12_VENDAUTO12,1998-10-01T00:00:00-03:00,87403.0
1998-11-01,1998,1,11,FENABRAVE12_VENDAUTO12,1998-11-01T00:00:00-03:00,89552.0
1998-12-01,1998,1,12,FENABRAVE12_VENDAUTO12,1998-12-01T00:00:00-02:00,105759.0
1999-01-01,1999,1,1,FENABRAVE12_VENDAUTO12,1999-01-01T00:00:00-02:00,77007.0
1999-02-01,1999,1,2,FENABRAVE12_VENDAUTO12,1999-02-01T00:00:00-02:00,54050.0
1999-03-01,1999,1,3,FENABRAVE12_VENDAUTO12,1999-03-01T00:00:00-03:00,85474.0
1999-04-01,1999,1,4,FENABRAVE12_VENDAUTO12,1999-04-01T00:00:00-03:00,94315.0
1999-05-01,1999,1,5,FENABRAVE12_VENDAUTO12,1999-05-01T00:00:00-03:00,88316.0
1999-06-01,1999,1,6,FENABRAVE12_VENDAUTO12,1999-06-01T00:00:00-03:00,74654.0
1999-07-01,1999,1,7,FENABRAVE12_VENDAUTO12,1999-07-01T00:00:00-03:00,86387.0
1999-08-01,1999,1,8,FENABRAVE12_VENDAUTO12,1999-08-01T00:00:00-03:00,95721.0
1999-09-01,1999,1,9,FENABRAVE12_VENDAUTO12,1999-09-01T00:00:00-03:00,79525.0
1999-10-01,1999,1,10,FENABRAVE12_VENDAUTO12,1999-10-01T00:00:00-03:00,78202.0
1999-11-01,1999,1,11,FENABRAVE12_VENDAUTO12,1999-11-01T00:00:00-03:00,59106.0
1999-12-01,1999,1,12,FENABRAVE12_VENDAUTO12,1999-12-01T00:00:00-02:00,86796.0
2000-01-01,2000,1,1,FENABRAVE12_VENDAUTO12,2000-01-01T00:00:00-02:00,65142.0
2000-02-01,2000,1,2,FENABRAVE12_VENDAUTO12,2000-02-01T00:00:00-02:00,83464.0
2000-03-01,2000,1,3,FENABRAVE12_VENDAUTO12,2000-03-01T00:00:00-03:00,88480.0
2000-04-01,2000,1,4,FENABRAVE12_VENDAUTO12,2000-04-01T00:00:00-03:00,85837.0
2000-05-01,2000,1,5,FENABRAVE12_VENDAUTO12,2000-05-01T00:00:00-03:00,95745.0
2000-06-01,2000,1,6,FENABRAVE12_VENDAUTO12,2000-06-01T00:00:00-03:00,88497.0
2000-07-01,2000,1,7,FENABRAVE12_VENDAUTO12,2000-07-01T00:00:00-03:00,95077.0
2000-08-01,2000,1,8,FENABRAVE12_VENDAUTO12,2000-08-01T00:00:00-03:00,105477.0
2000-09-01,2000,1,9,FENABRAVE12_VENDAUTO12,2000-09-01T00:00:00-03:00,94417.0
2000-10-01,2000,1,10,FENABRAVE12_VENDAUTO12,2000-10-01T00:00:00-03:00,105898.0
2000-11-01,2000,1,11,FENABRAVE12_VENDAUTO12,2000-11-01T00:00:00-03:00,101894.0
2000-12-01,2000,1,12,FENABRAVE12_VENDAUTO12,2000-12-01T00:00:00-02:00,117834.0
2001-01-01,2001,1,1,FENABRAVE12_VENDAUTO12,2001-01-01T00:00:00-02:00,95858.0
2001-02-01,2001,1,2,FENABRAVE12_VENDAUTO12,2001-02-01T00:00:00-02:00,92470.0
2001-03-01,2001,1,3,FENABRAVE12_VENDAUTO12,2001-03-01T00:00:00-03:00,120790.0
2001-04-01,2001,1,4,FENABRAVE12_VENDAUTO12,2001-04-01T00:00:00-03:00,108687.0
2001-05-01,2001,1,5,FENABRAVE12_VENDAUTO12,2001-05-01T00:00:00-03:00,119188.0
2001-06-01,2001,1,6,FENABRAVE12_VENDAUTO12,2001-06-01T00:00:00-03:00,103780.0
2001-07-01,2001,1,7,FENABRAVE12_VENDAUTO12,2001-07-01T00:00:00-03:00,107953.0
2001-08-01,2001,1,8,FENABRAVE12_VENDAUTO12,2001-08-01T00:00:00-03:00,107488.0
2001-09-01,2001,1,9,FENABRAVE12_VENDAUTO12,2001-09-01T00:00:00-03:00,82538.0
2001-10-01,2001,1,10,FENABRAVE12_VENDAUTO12,2001-10-01T00:00:00-03:00,95989.0
2001-11-01,2001,1,11,FENABRAVE12_VENDAUTO12,2001-11-01T00:00:00-03:00,99826.0
2001-12-01,2001,1,12,FENABRAVE12_VENDAUTO12,2001-12-01T00:00:00-02:00,98282.0
2002-01-01,2002,1,1,FENABRAVE12_VENDAUTO12,2002-01-01T00:00:00-02:00,88892.0
2002-02-01,2002,1,2,FENABRAVE12_VENDAUTO12,2002-02-01T00:00:00-02:00,75704.0
2002-03-01,2002,1,3,FENABRAVE12_VENDAUTO12,2002-03-01T00:00:00-03:00,95942.0
2002-04-01,2002,1,4,FENABRAVE12_VENDAUTO12,2002-04-01T00:00:00-03:00,109123.0
2002-05-01,2002,1,5,FENABRAVE12_VENDAUTO12,2002-05-01T00:00:00-03:00,93805.0
2002-06-01,2002,1,6,FENABRAVE12_VENDAUTO12,2002-06-01T00:00:00-03:00,82449.0
2002-07-01,2002,1,7,FENABRAVE12_VENDAUTO12,2002-07-01T00:00:00-03:00,96199.0
2002-08-01,2002,1,8,FENABRAVE12_VENDAUTO12,2002-08-01T00:00:00-03:00,100218.0
2002-09-01,2002,1,9,FENABRAVE12_VENDAUTO12,2002-09-01T00:00:00-03:00,102572.0
2002-10-01,2002,1,10,FENABRAVE12_VENDAUTO12,2002-10-01T00:00:00-03:00,109216.0
2002-11-01,2002,1,11,FENABRAVE12_VENDAUTO12,2002-11-01T00:00:00-03:00,94638.0
2002-12-01,2002,1,12,FENABRAVE12_VENDAUTO12,2002-12-01T00:00:00-02:00,101350.0
2003-01-01,2003,1,1,FENABRAVE12_VENDAUTO12,2003-01-01T00:00:00-02:00,94946.0
2003-02-01,2003,1,2,FENABRAVE12_VENDAUTO12,2003-02-01T00:00:00-02:00,94160.0
2003-03-01,2003,1,3,FENABRAVE12_VENDAUTO12,2003-03-01T00:00:00-03:00,80693.0
2003-04-01,2003,1,4,FENABRAVE12_VENDAUTO12,2003-04-01T00:00:00-03:00,85496.0
2003-05-01,2003,1,5,FENABRAVE12_VENDAUTO12,2003-05-01T00:00:00-03:00,82212.0
2003-06-01,2003,1,6,FENABRAVE12_VENDAUTO12,2003-06-01T00:00:00-03:00,76772.0
2003-07-01,2003,1,7,FENABRAVE12_VENDAUTO12,2003-07-01T00:00:00-03:00,87566.0
2003-08-01,2003,1,8,FENABRAVE12_VENDAUTO12,2003-08-01T00:00:00-03:00,76417.0
2003-09-01,2003,1,9,FENABRAVE12_VENDAUTO12,2003-09-01T00:00:00-03:00,98472.0
2003-10-01,2003,1,10,FENABRAVE12_VENDAUTO12,2003-10-01T00:00:00-03:00,115884.0
2003-11-01,2003,1,11,FENABRAVE12_VENDAUTO12,2003-11-01T00:00:00-03:00,106573.0
2003-12-01,2003,1,12,FENABRAVE12_VENDAUTO12,2003-12-01T00:00:00-02:00,139777.0
2004-01-01,2004,1,1,FENABRAVE12_VENDAUTO12,2004-01-01T00:00:00-02:00,87489.0
2004-02-01,2004,1,2,FENABRAVE12_VENDAUTO12,2004-02-01T00:00:00-02:00,84210.0
2004-03-01,2004,1,3,FENABRAVE12_VENDAUTO12,2004-03-01T00:00:00-03:00,112667.0
2004-04-01,2004,1,4,FENABRAVE12_VENDAUTO12,2004-04-01T00:00:00-03:00,89824.0
2004-05-01,2004,1,5,FENABRAVE12_VENDAUTO12,2004-05-01T00:00:00-03:00,97442.0
2004-06-01,2004,1,6,FENABRAVE12_VENDAUTO12,2004-06-01T00:00:00-03:00,104569.0
2004-07-01,2004,1,7,FENABRAVE12_VENDAUTO12,2004-07-01T00:00:00-03:00,108075.0
2004-08-01,2004,1,8,FENABRAVE12_VENDAUTO12,2004-08-01T00:00:00-03:00,103498.0
2004-09-01,2004,1,9,FENABRAVE12_VENDAUTO12,2004-09-01T00:00:00-03:00,109251.0
2004-10-01,2004,1,10,FENABRAVE12_VENDAUTO12,2004-10-01T00:00:00-03:00,108757.0
2004-11-01,2004,1,11,FENABRAVE12_VENDAUTO12,2004-11-01T00:00:00-03:00,110275.0
2004-12-01,2004,1,12,FENABRAVE12_VENDAUTO12,2004-12-01T00:00:00-02:00,142548.0
2005-01-01,2005,1,1,FENABRAVE12_VENDAUTO12,2005-01-01T00:00:00-02:00,83563.0
2005-02-01,2005,1,2,FENABRAVE12_VENDAUTO12,2005-02-01T00:00:00-02:00,90749.0
2005-03-01,2005,1,3,FENABRAVE12_VENDAUTO12,2005-03-01T00:00:00-03:00,118713.0
2005-04-01,2005,1,4,FENABRAVE12_VENDAUTO12,2005-04-01T00:00:00-03:00,109241.0
2005-05-01,2005,1,5,FENABRAVE12_VENDAUTO12,2005-05-01T00:00:00-03:00,114257.0
2005-06-01,2005,1,6,FENABRAVE12_VENDAUTO12,2005-06-01T00:00:00-03:00,117502.0
2005-07-01,2005,1,7,FENABRAVE12_VENDAUTO12,2005-07-01T00:00:00-03:00,110037.0
2005-08-01,2005,1,8,FENABRAVE12_VENDAUTO12,2005-08-01T00:00:00-03:00,120663.0
2005-09-01,2005,1,9,FENABRAVE12_VENDAUTO12,2005-09-01T00:00:00-03:00,115394.0
2005-10-01,2005,1,10,FENABRAVE12_VENDAUTO12,2005-10-01T00:00:00-03:00,110990.0
2005-11-01,2005,1,11,FENABRAVE12_VENDAUTO12,2005-11-01T00:00:00-02:00,129176.0
2005-12-01,2005,1,12,FENABRAVE12_VENDAUTO12,2005-12-01T00:00:00-02:00,149090.0
2006-01-01,2006,1,1,FENABRAVE12_VENDAUTO12,2006-01-01T00:00:00-02:00,107035.0
2006-02-01,2006,1,2,FENABRAVE12_VENDAUTO12,2006-02-01T00:00:00-02:00,103476.0
2006-03-01,2006,1,3,FENABRAVE12_VENDAUTO12,2006-03-01T00:00:00-03:00,125225.0
2006-04-01,2006,1,4,FENABRAVE12_VENDAUTO12,2006-04-01T00:00:00-03:00,104459.0
2006-05-01,2006,1,5,FENABRAVE12_VENDAUTO12,2006-05-01T00:00:00-03:00,131494.0
2006-06-01,2006,1,6,FENABRAVE12_VENDAUTO12,2006-06-01T00:00:00-03:00,117748.0
2006-07-01,2006,1,7,FENABRAVE12_VENDAUTO12,2006-07-01T00:00:00-03:00,134895.0
2006-08-01,2006,1,8,FENABRAVE12_VENDAUTO12,2006-08-01T00:00:00-03:00,144285.0
2006-09-01,2006,1,9,FENABRAVE12_VENDAUTO12,2006-09-01T00:00:00-03:00,128767.0
2006-10-01,2006,1,10,FENABRAVE12_VENDAUTO12,2006-10-01T00:00:00-03:00,141649.0
2006-11-01,2006,1,11,FENABRAVE12_VENDAUTO12,2006-11-01T00:00:00-03:00,148720.0
2006-12-01,2006,1,12,FENABRAVE12_VENDAUTO12,2006-12-01T00:00:00-02:00,168486.0
2007-01-01,2007,1,1,FENABRAVE12_VENDAUTO12,2007-01-01T00:00:00-02:00,130045.0
2007-02-01,2007,1,2,FENABRAVE12_VENDAUTO12,2007-02-01T00:00:00-02:00,123961.0
2007-03-01,2007,1,3,FENABRAVE12_VENDAUTO12,2007-03-01T00:00:00-03:00,162294.0
2007-04-01,2007,1,4,FENABRAVE12_VENDAUTO12,2007-04-01T00:00:00-03:00,151247.0
2007-05-01,2007,1,5,FENABRAVE12_VENDAUTO12,2007-05-01T00:00:00-03:00,180258.0
2007-06-01,2007,1,6,FENABRAVE12_VENDAUTO12,2007-06-01T00:00:00-03:00,169429.0
2007-07-01,2007,1,7,FENABRAVE12_VENDAUTO12,2007-07-01T00:00:00-03:00,184227.0
2007-08-01,2007,1,8,FENABRAVE12_VENDAUTO12,2007-08-01T00:00:00-03:00,198511.0
2007-09-01,2007,1,9,FENABRAVE12_VENDAUTO12,2007-09-01T00:00:00-03:00,172738.0
2007-10-01,2007,1,10,FENABRAVE12_VENDAUTO12,2007-10-01T00:00:00-03:00,206380.0
2007-11-01,2007,1,11,FENABRAVE12_VENDAUTO12,2007-11-01T00:00:00-02:00,200820.0
2007-12-01,2007,1,12,FENABRAVE12_VENDAUTO12,2007-12-01T00:00:00-02:00,205475.0
2008-01-01,2008,1,1,FENABRAVE12_VENDAUTO12,2008-01-01T00:00:00-02:00,180331.0
2008-02-01,2008,1,2,FENABRAVE12_VENDAUTO12,2008-02-01T00:00:00-02:00,167344.0
2008-03-01,2008,1,3,FENABRAVE12_VENDAUTO12,2008-03-01T00:00:00-03:00,194031.0
2008-04-01,2008,1,4,FENABRAVE12_VENDAUTO12,2008-04-01T00:00:00-03:00,218005.0
2008-05-01,2008,1,5,FENABRAVE12_VENDAUTO12,2008-05-01T00:00:00-03:00,203243.0
2008-06-01,2008,1,6,FENABRAVE12_VENDAUTO12,2008-06-01T00:00:00-03:00,213068.0
2008-07-01,2008,1,7,FENABRAVE12_VENDAUTO12,2008-07-01T00:00:00-03:00,239158.0
2008-08-01,2008,1,8,FENABRAVE12_VENDAUTO12,2008-08-01T00:00:00-03:00,201124.0
2008-09-01,2008,1,9,FENABRAVE12_VENDAUTO12,2008-09-01T00:00:00-03:00,223766.0
2008-10-01,2008,1,10,FENABRAVE12_VENDAUTO12,2008-10-01T00:00:00-03:00,195234.0
2008-11-01,2008,1,11,FENABRAVE12_VENDAUTO12,2008-11-01T00:00:00-02:00,143415.0
2008-12-01,2008,1,12,FENABRAVE12_VENDAUTO12,2008-12-01T00:00:00-02:00,163262.0
2009-01-01,2009,1,1,FENABRAVE12_VENDAUTO12,2009-01-01T00:00:00-02:00,169897.0
2009-02-01,2009,1,2,FENABRAVE12_VENDAUTO12,2009-02-01T00:00:00-02:00,167531.0
2009-03-01,2009,1,3,FENABRAVE12_VENDAUTO12,2009-03-01T00:00:00-03:00,229493.0
2009-04-01,2009,1,4,FENABRAVE12_VENDAUTO12,2009-04-01T00:00:00-03:00,197372.0
2009-05-01,2009,1,5,FENABRAVE12_VENDAUTO12,2009-05-01T00:00:00-03:00,208959.0
2009-06-01,2009,1,6,FENABRAVE12_VENDAUTO12,2009-06-01T00:00:00-03:00,257212.0
2009-07-01,2009,1,7,FENABRAVE12_VENDAUTO12,2009-07-01T00:00:00-03:00,239653.0
2009-08-01,2009,1,8,FENABRAVE12_VENDAUTO12,2009-08-01T00:00:00-03:00,216470.0
2009-09-01,2009,1,9,FENABRAVE12_VENDAUTO12,2009-09-01T00:00:00-03:00,264957.0
2009-10-01,2009,1,10,FENABRAVE12_VENDAUTO12,2009-10-01T00:00:00-03:00,247230.0
2009-11-01,2009,1,11,FENABRAVE12_VENDAUTO12,2009-11-01T00:00:00-02:00,205803.0
2009-12-01,2009,1,12,FENABRAVE12_VENDAUTO12,2009-12-01T00:00:00-02:00,240033.0
2010-01-01,2010,1,1,FENABRAVE12_VENDAUTO12,2010-01-01T00:00:00-02:00,172364.0
2010-02-01,2010,1,2,FENABRAVE12_VENDAUTO12,2010-02-01T00:00:00-02:00,181804.0
2010-03-01,2010,1,3,FENABRAVE12_VENDAUTO12,2010-03-01T00:00:00-03:00,295447.0
2010-04-01,2010,1,4,FENABRAVE12_VENDAUTO12,2010-04-01T00:00:00-03:00,225311.0
2010-05-01,2010,1,5,FENABRAVE12_VENDAUTO12,2010-05-01T00:00:00-03:00,198288.0
2010-06-01,2010,1,6,FENABRAVE12_VENDAUTO12,2010-06-01T00:00:00-03:00,208158.0
2010-07-01,2010,1,7,FENABRAVE12_VENDAUTO12,2010-07-01T00:00:00-03:00,243242.0
2010-08-01,2010,1,8,FENABRAVE12_VENDAUTO12,2010-08-01T00:00:00-03:00,255060.0
2010-09-01,2010,1,9,FENABRAVE12_VENDAUTO12,2010-09-01T00:00:00-03:00,250784.0
2010-10-01,2010,1,10,FENABRAVE12_VENDAUTO12,2010-10-01T00:00:00-03:00,246034.0
2010-11-01,2010,1,11,FENABRAVE12_VENDAUTO12,2010-11-01T00:00:00-02:00,268606.0
2010-12-01,2010,1,12,FENABRAVE12_VENDAUTO12,2010-12-01T00:00:00-02:00,312740.0
2011-01-01,2011,1,1,FENABRAVE12_VENDAUTO12,2011-01-01T00:00:00-02:00,196008.0
2011-02-01,2011,1,2,FENABRAVE12_VENDAUTO12,2011-02-01T00:00:00-02:00,219235.0
2011-03-01,2011,1,3,FENABRAVE12_VENDAUTO12,2011-03-01T00:00:00-03:00,243956.0
2011-04-01,2011,1,4,FENABRAVE12_VENDAUTO12,2011-04-01T00:00:00-03:00,231736.0
2011-05-01,2011,1,5,FENABRAVE12_VENDAUTO12,2011-05-01T00:00:00-03:00,254055.0
