DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((Unidade))
2011-06-01,2011,1,6,FENABRAVE12_VENDAUTO12,2011-06-01T00:00:00-03:00,242728.0
2011-07-01,2011,1,7,FENABRAVE12_VENDAUTO12,2011-07-01T00:00:00-03:00,242128.0
2011-08-01,2011,1,8,FENABRAVE12_VENDAUTO12,2011-08-01T00:00:00-03:00,258206.0
2011-09-01,2011,1,9,FENABRAVE12_VENDAUTO12,2011-09-01T00:00:00-03:00,249575.0
2011-10-01,2011,1,10,FENABRAVE12_VENDAUTO12,2011-10-01T00:00:00-03:00,223586.0
2011-11-01,2011,1,11,FENABRAVE12_VENDAUTO12,2011-11-01T00:00:00-02:00,259285.0
2011-12-01,2011,1,12,FENABRAVE12_VENDAUTO12,2011-12-01T00:00:00-02:00,281655.0
2012-01-01,2012,1,1,FENABRAVE12_VENDAUTO12,2012-01-01T00:00:00-02:00,215432.0
2012-02-01,2012,1,2,FENABRAVE12_VENDAUTO12,2012-02-01T00:00:00-02:00,201936.0
2012-03-01,2012,1,3,FENABRAVE12_VENDAUTO12,2012-03-01T00:00:00-03:00,240644.0
2012-04-01,2012,1,4,FENABRAVE12_VENDAUTO12,2012-04-01T00:00:00-03:00,207947.0
2012-05-01,2012,1,5,FENABRAVE12_VENDAUTO12,2012-05-01T00:00:00-03:00,231589.0
2012-06-01,2012,1,6,FENABRAVE12_VENDAUTO12,2012-06-01T00:00:00-03:00,299317.0
2012-07-01,2012,1,7,FENABRAVE12_VENDAUTO12,2012-07-01T00:00:00-03:00,304151.0
2012-08-01,2012,1,8,FENABRAVE12_VENDAUTO12,2012-08-01T00:00:00-03:00,352048.0
2012-09-01,2012,1,9,FENABRAVE12_VENDAUTO12,2012-09-01T00:00:00-03:00,235077.0
2012-10-01,2012,1,10,FENABRAVE12_VENDAUTO12,2012-10-01T00:00:00-03:00,277598.0
2012-11-01,2012,1,11,FENABRAVE12_VENDAUTO12,2012-11-01T00:00:00-02:00,254755.0
2012-12-01,2012,1,12,FENABRAVE12_VENDAUTO12,2012-12-01T00:00:00-02:00,295012.0
2013-01-01,2013,1,1,FENABRAVE12_VENDAUTO12,2013-01-01T00:00:00-02:00,253429.0
2013-02-01,2013,1,2,FENABRAVE12_VENDAUTO12,2013-02-01T00:00:00-02:00,187320.0
2013-03-01,2013,1,3,FENABRAVE12_VENDAUTO12,2013-03-01T00:00:00-03:00,227273.0
2013-04-01,2013,1,4,FENABRAVE12_VENDAUTO12,2013-04-01T00:00:00-03:00,270481.0
2013-05-01,2013,1,5,FENABRAVE12_VENDAUTO12,2013-05-01T00:00:00-03:00,256351.0
2013-06-01,2013,1,6,FENABRAVE12_VENDAUTO12,2013-06-01T00:00:00-03:00,256606.0
2013-07-01,2013,1,7,FENABRAVE12_VENDAUTO12,2013-07-01T00:00:00-03:00,275878.0
2013-08-01,2013,1,8,FENABRAVE12_VENDAUTO12,2013-08-01T00:00:00-03:00,266284.0
2013-09-01,2013,1,9,FENABRAVE12_VENDAUTO12,2013-09-01T00:00:00-03:00,245803.0
2013-10-01,2013,1,10,FENABRAVE12_VENDAUTO12,2013-10-01T00:00:00-03:00,266996.0
2013-11-01,2013,1,11,FENABRAVE12_VENDAUTO12,2013-11-01T00:00:00-02:00,247875.0
2013-12-01,2013,1,12,FENABRAVE12_VENDAUTO12,2013-12-01T00:00:00-02:00,287567.0
2014-01-01,2014,1,1,FENABRAVE12_VENDAUTO12,2014-01-01T00:00:00-02:00,255437.0
2014-02-01,2014,1,2,FENABRAVE12_VENDAUTO12,2014-02-01T00:00:00-02:00,204155.0
2014-03-01,2014,1,3,FENABRAVE12_VENDAUTO12,2014-03-01T00:00:00-03:00,189961.0
2014-04-01,2014,1,4,FENABRAVE12_VENDAUTO12,2014-04-01T00:00:00-03:00,234956.0
2014-05-01,2014,1,5,FENABRAVE12_VENDAUTO12,2014-05-01T00:00:00-03:00,232623.0
2014-06-01,2014,1,6,FENABRAVE12_VENDAUTO12,2014-06-01T00:00:00-03:00,211418.0
2014-07-01,2014,1,7,FENABRAVE12_VENDAUTO12,2014-07-01T00:00:00-03:00,234608.0
2014-08-01,2014,1,8,FENABRAVE12_VENDAUTO12,2014-08-01T00:00:00-03:00,217040.0
2014-09-01,2014,1,9,FENABRAVE12_VENDAUTO12,2014-09-01T00:00:00-03:00,234533.0
2014-10-01,2014,1,10,FENABRAVE12_VENDAUTO12,2014-10-01T00:00:00-03:00,242711.0
2014-11-01,2014,1,11,FENABRAVE12_VENDAUTO12,2014-11-01T00:00:00-02:00,234777.0
2014-12-01,2014,1,12,FENABRAVE12_VENDAUTO12,2014-12-01T00:00:00-02:00,302922.0
2015-01-01,2015,1,1,FENABRAVE12_VENDAUTO12,2015-01-01T00:00:00-02:00,206162.0
2015-02-01,2015,1,2,FENABRAVE12_VENDAUTO12,2015-02-01T00:00:00-02:00,149828.0
2015-03-01,2015,1,3,FENABRAVE12_VENDAUTO12,2015-03-01T00:00:00-03:00,189859.0
2015-04-01,2015,1,4,FENABRAVE12_VENDAUTO12,2015-04-01T00:00:00-03:00,179214.0
2015-05-01,2015,1,5,FENABRAVE12_VENDAUTO12,2015-05-01T00:00:00-03:00,175618.0
2015-06-01,2015,1,6,FENABRAVE12_VENDAUTO12,2015-06-01T00:00:00-03:00,175255.0
2015-07-01,2015,1,7,FENABRAVE12_VENDAUTO12,2015-07-01T00:00:00-03:00,186995.0
2015-08-01,2015,1,8,FENABRAVE12_VENDAUTO12,2015-08-01T00:00:00-03:00,172621.0
2015-09-01,2015,1,9,FENABRAVE12_VENDAUTO12,2015-09-01T00:00:00-03:00,166357.0
2015-10-01,2015,1,10,FENABRAVE12_VENDAUTO12,2015-10-01T00:00:00-03:00,161576.0
2015-11-01,2015,1,11,FENABRAVE12_VENDAUTO12,2015-11-01T00:00:00-02:00,165963.0
2015-12-01,2015,1,12,FENABRAVE12_VENDAUTO12,2015-12-01T00:00:00-02:00,193186.0
2016-01-01,2016,1,1,FENABRAVE12_VENDAUTO12,2016-01-01T00:00:00-02:00,131253.0
2016-02-01,2016,1,2,FENABRAVE12_VENDAUTO12,2016-02-01T00:00:00-02:00,122727.0
2016-03-01,2016,1,3,FENABRAVE12_VENDAUTO12,2016-03-01T00:00:00-03:00,147641.0
2016-04-01,2016,1,4,FENABRAVE12_VENDAUTO12,2016-04-01T00:00:00-03:00,131961.0
2016-05-01,2016,1,5,FENABRAVE12_VENDAUTO12,2016-05-01T00:00:00-03:00,137429.0
2016-06-01,2016,1,6,FENABRAVE12_VENDAUTO12,2016-06-01T00:00:00-03:00,139567.0
2016-07-01,2016,1,7,FENABRAVE12_VENDAUTO12,2016-07-01T00:00:00-03:00,146578.0
2016-08-01,2016,1,8,FENABRAVE12_VENDAUTO12,2016-08-01T00:00:00-03:00,148967.0
2016-09-01,2016,1,9,FENABRAVE12_VENDAUTO12,2016-09-01T00:00:00-03:00,130997.0
2016-10-01,2016,1,10,FENABRAVE12_VENDAUTO12,2016-10-01T00:00:00-03:00,132346.0
2016-11-01,2016,1,11,FENABRAVE12_VENDAUTO12,2016-11-01T00:00:00-02:00,148675.0
2016-12-01,2016,1,12,FENABRAVE12_VENDAUTO12,2016-12-01T00:00:00-02:00,169971.0
2017-01-01,2017,1,1,FENABRAVE12_VENDAUTO12,2017-01-01T00:00:00-02:00,121378.0
2017-02-01,2017,1,2,FENABRAVE12_VENDAUTO12,2017-02-01T00:00:00-02:00,112374.0
2017-03-01,2017,1,3,FENABRAVE12_VENDAUTO12,2017-03-01T00:00:00-03:00,158055.0
2017-04-01,2017,1,4,FENABRAVE12_VENDAUTO12,2017-04-01T00:00:00-03:00,131499.0
2017-05-01,2017,1,5,FENABRAVE12_VENDAUTO12,2017-05-01T00:00:00-03:00,163284.0
2017-06-01,2017,1,6,FENABRAVE12_VENDAUTO12,2017-06-01T00:00:00-03:00,161030.0
2017-07-01,2017,1,7,FENABRAVE12_VENDAUTO12,2017-07-01T00:00:00-03:00,151677.0
2017-08-01,2017,1,8,FENABRAVE12_VENDAUTO12,2017-08-01T00:00:00-03:00,180881.0
2017-09-01,2017,1,9,FENABRAVE12_VENDAUTO12,2017-09-01T00:00:00-03:00,167997.0
2017-10-01,2017,1,10,FENABRAVE12_VENDAUTO12,2017-10-01T00:00:00-03:00,166842.0
2017-11-01,2017,1,11,FENABRAVE12_VENDAUTO12,2017-11-01T00:00:00-02:00,169021.0
2017-12-01,2017,1,12,FENABRAVE12_VENDAUTO12,2017-12-01T00:00:00-02:00,172187.0
2018-01-01,2018,1,1,FENABRAVE12_VENDAUTO12,2018-01-01T00:00:00-02:00,149041.0
2018-02-01,2018,1,2,FENABRAVE12_VENDAUTO12,2018-02-01T00:00:00-02:00,129782.0
2018-03-01,2018,1,3,FENABRAVE12_VENDAUTO12,2018-03-01T00:00:00-03:00,172842.0
2018-04-01,2018,1,4,FENABRAVE12_VENDAUTO12,2018-04-01T00:00:00-03:00,178803.0
2018-05-01,2018,1,5,FENABRAVE12_VENDAUTO12,2018-05-01T00:00:00-03:00,164415.0
2018-06-01,2018,1,6,FENABRAVE12_VENDAUTO12,2018-06-01T00:00:00-03:00,163497.0
2018-07-01,2018,1,7,FENABRAVE12_VENDAUTO12,2018-07-01T00:00:00-03:00,176047.0
2018-08-01,2018,1,8,FENABRAVE12_VENDAUTO12,2018-08-01T00:00:00-03:00,203896.0
2018-09-01,2018,1,9,FENABRAVE12_VENDAUTO12,2018-09-01T00:00:00-03:00,173174.0
2018-10-01,2018,1,10,FENABRAVE12_VENDAUTO12,2018-10-01T00:00:00-03:00,208650.0
2018-11-01,2018,1,11,FENABRAVE12_VENDAUTO12,2018-11-01T00:00:00-03:00,192146.0
2018-12-01,2018,1,12,FENABRAVE12_VENDAUTO12,2018-12-01T00:00:00-02:00,189373.0
2019-01-01,2019,1,1,FENABRAVE12_VENDAUTO12,2019-01-01T00:00:00-02:00,163779.0
2019-02-01,2019,1,2,FENABRAVE12_VENDAUTO12,2019-02-01T00:00:00-02:00,162508.0
2019-03-01,2019,1,3,FENABRAVE12_VENDAUTO12,2019-03-01T00:00:00-03:00,170450.0
2019-04-01,2019,1,4,FENABRAVE12_VENDAUTO12,2019-04-01T00:00:00-03:00,189076.0
2019-05-01,2019,1,5,FENABRAVE12_VENDAUTO12,2019-05-01T00:00:00-03:00,198756.0
2019-06-01,2019,1,6,FENABRAVE12_VENDAUTO12,2019-06-01T00:00:00-03:00,181272.0
2019-07-01,2019,1,7,FENABRAVE12_VENDAUTO12,2019-07-01T00:00:00-03:00,195828.0
2019-08-01,2019,1,8,FENABRAVE12_VENDAUTO12,2019-08-01T00:00:00-03:00,195905.0
2019-09-01,2019,1,9,FENABRAVE12_VENDAUTO12,2019-09-01T00:00:00-03:00,187780.0
2019-10-01,2019,1,10,FENABRAVE12_VENDAUTO12,2019-10-01T00:00:00-03:00,204500.0
2019-11-01,2019,1,11,FENABRAVE12_VENDAUTO12,2019-11-01T00:00:00-03:00,196737.0
2019-12-01,2019,1,12,FENABRAVE12_VENDAUTO12,2019-12-01T00:00:00-03:00,215154.0
2020-01-01,2020,1,1,FENABRAVE12_VENDAUTO12,2020-01-01T00:00:00-03:00,154556.0
2020-02-01,2020,1,2,FENABRAVE12_VENDAUTO12,2020-02-01T00:00:00-03:00,165109.0
2020-03-01,2020,1,3,FENABRAVE12_VENDAUTO12,2020-03-01T00:00:00-03:00,131249.0
2020-04-01,2020,1,4,FENABRAVE12_VENDAUTO12,2020-04-01T00:00:00-03:00,39493.0
2020-05-01,2020,1,5,FENABRAVE12_VENDAUTO12,2020-05-01T00:00:00-03:00,44138.0
2020-06-01,2020,1,6,FENABRAVE12_VENDAUTO12,2020-06-01T00:00:00-03:00,102394.0
2020-07-01,2020,1,7,FENABRAVE12_VENDAUTO12,2020-07-01T00:00:00-03:00,134938.0
2020-08-01,2020,1,8,FENABRAVE12_VENDAUTO12,2020-08-01T00:00:00-03:00,142034.0
2020-09-01,2020,1,9,FENABRAVE12_VENDAUTO12,2020-09-01T00:00:00-03:00,161082.0
2020-10-01,2020,1,10,FENABRAVE12_VENDAUTO12,2020-10-01T00:00:00-03:00,168454.0
2020-11-01,2020,1,11,FENABRAVE12_VENDAUTO12,2020-11-01T00:00:00-03:00,177561.0
2020-12-01,2020,1,12,FENABRAVE12_VENDAUTO12,2020-12-01T00:00:00-03:00,194668.0
2021-01-01,2021,1,1,FENABRAVE12_VENDAUTO12,2021-01-01T00:00:00-03:00,130794.0
2021-02-01,2021,1,2,FENABRAVE12_VENDAUTO12,2021-02-01T00:00:00-03:00,128099.0
