DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2019-12-01,2019,1,12,BM12_CRDPCO12,2019-12-01T00:00:00-03:00,201.45
2020-01-01,2020,1,1,BM12_CRDPCO12,2020-01-01T00:00:00-03:00,196.2
2020-02-01,2020,1,2,BM12_CRDPCO12,2020-02-01T00:00:00-03:00,199.29
2020-03-01,2020,1,3,BM12_CRDPCO12,2020-03-01T00:00:00-03:00,199.02
2020-04-01,2020,1,4,BM12_CRDPCO12,2020-04-01T00:00:00-03:00,203.44
2020-05-01,2020,1,5,BM12_CRDPCO12,2020-05-01T00:00:00-03:00,194.94
2020-06-01,2020,1,6,BM12_CRDPCO12,2020-06-01T00:00:00-03:00,202.45
2020-07-01,2020,1,7,BM12_CRDPCO12,2020-07-01T00:00:00-03:00,195.96
2020-08-01,2020,1,8,BM12_CRDPCO12,2020-08-01T00:00:00-03:00,197.25
2020-09-01,2020,1,9,BM12_CRDPCO12,2020-09-01T00:00:00-03:00,200.37
2020-10-01,2020,1,10,BM12_CRDPCO12,2020-10-01T00:00:00-03:00,196.1
2020-11-01,2020,1,11,BM12_CRDPCO12,2020-11-01T00:00:00-03:00,192.26
2020-12-01,2020,1,12,BM12_CRDPCO12,2020-12-01T00:00:00-03:00,195.53
2021-01-01,2021,1,1,BM12_CRDPCO12,2021-01-01T00:00:00-03:00,191.43
