DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRDPCO12,2011-03-01T00:00:00-03:00,107.04
2011-04-01,2011,1,4,BM12_CRDPCO12,2011-04-01T00:00:00-03:00,106.69
2011-05-01,2011,1,5,BM12_CRDPCO12,2011-05-01T00:00:00-03:00,102.52
2011-06-01,2011,1,6,BM12_CRDPCO12,2011-06-01T00:00:00-03:00,111.79
2011-07-01,2011,1,7,BM12_CRDPCO12,2011-07-01T00:00:00-03:00,108.54
2011-08-01,2011,1,8,BM12_CRDPCO12,2011-08-01T00:00:00-03:00,114.48
2011-09-01,2011,1,9,BM12_CRDPCO12,2011-09-01T00:00:00-03:00,121.59
2011-10-01,2011,1,10,BM12_CRDPCO12,2011-10-01T00:00:00-03:00,125.54
2011-11-01,2011,1,11,BM12_CRDPCO12,2011-11-01T00:00:00-02:00,124.41
2011-12-01,2011,1,12,BM12_CRDPCO12,2011-12-01T00:00:00-02:00,127.16
2012-01-01,2012,1,1,BM12_CRDPCO12,2012-01-01T00:00:00-02:00,120.15
2012-02-01,2012,1,2,BM12_CRDPCO12,2012-02-01T00:00:00-02:00,131.91
2012-03-01,2012,1,3,BM12_CRDPCO12,2012-03-01T00:00:00-03:00,127.4
2012-04-01,2012,1,4,BM12_CRDPCO12,2012-04-01T00:00:00-03:00,123.56
2012-05-01,2012,1,5,BM12_CRDPCO12,2012-05-01T00:00:00-03:00,136.63
2012-06-01,2012,1,6,BM12_CRDPCO12,2012-06-01T00:00:00-03:00,136.86
2012-07-01,2012,1,7,BM12_CRDPCO12,2012-07-01T00:00:00-03:00,137.5
2012-08-01,2012,1,8,BM12_CRDPCO12,2012-08-01T00:00:00-03:00,142.74
2012-09-01,2012,1,9,BM12_CRDPCO12,2012-09-01T00:00:00-03:00,135.06
2012-10-01,2012,1,10,BM12_CRDPCO12,2012-10-01T00:00:00-03:00,145.35
2012-11-01,2012,1,11,BM12_CRDPCO12,2012-11-01T00:00:00-02:00,147.43
2012-12-01,2012,1,12,BM12_CRDPCO12,2012-12-01T00:00:00-02:00,144.15
2013-01-01,2013,1,1,BM12_CRDPCO12,2013-01-01T00:00:00-02:00,156.56
2013-02-01,2013,1,2,BM12_CRDPCO12,2013-02-01T00:00:00-02:00,145.7
2013-03-01,2013,1,3,BM12_CRDPCO12,2013-03-01T00:00:00-03:00,141.48
2013-04-01,2013,1,4,BM12_CRDPCO12,2013-04-01T00:00:00-03:00,149.34
2013-05-01,2013,1,5,BM12_CRDPCO12,2013-05-01T00:00:00-03:00,163.92
2013-06-01,2013,1,6,BM12_CRDPCO12,2013-06-01T00:00:00-03:00,152.06
2013-07-01,2013,1,7,BM12_CRDPCO12,2013-07-01T00:00:00-03:00,154.51
2013-08-01,2013,1,8,BM12_CRDPCO12,2013-08-01T00:00:00-03:00,163.24
2013-09-01,2013,1,9,BM12_CRDPCO12,2013-09-01T00:00:00-03:00,157.96
2013-10-01,2013,1,10,BM12_CRDPCO12,2013-10-01T00:00:00-03:00,159.21
2013-11-01,2013,1,11,BM12_CRDPCO12,2013-11-01T00:00:00-02:00,154.7
2013-12-01,2013,1,12,BM12_CRDPCO12,2013-12-01T00:00:00-02:00,163.97
2014-01-01,2014,1,1,BM12_CRDPCO12,2014-01-01T00:00:00-02:00,157.34
2014-02-01,2014,1,2,BM12_CRDPCO12,2014-02-01T00:00:00-02:00,165.32
2014-03-01,2014,1,3,BM12_CRDPCO12,2014-03-01T00:00:00-03:00,173.13
2014-04-01,2014,1,4,BM12_CRDPCO12,2014-04-01T00:00:00-03:00,157.88
2014-05-01,2014,1,5,BM12_CRDPCO12,2014-05-01T00:00:00-03:00,157.57
2014-06-01,2014,1,6,BM12_CRDPCO12,2014-06-01T00:00:00-03:00,171.95
2014-07-01,2014,1,7,BM12_CRDPCO12,2014-07-01T00:00:00-03:00,166.29
2014-08-01,2014,1,8,BM12_CRDPCO12,2014-08-01T00:00:00-03:00,158.97
2014-09-01,2014,1,9,BM12_CRDPCO12,2014-09-01T00:00:00-03:00,170.18
2014-10-01,2014,1,10,BM12_CRDPCO12,2014-10-01T00:00:00-03:00,160.54
2014-11-01,2014,1,11,BM12_CRDPCO12,2014-11-01T00:00:00-02:00,167.06
2014-12-01,2014,1,12,BM12_CRDPCO12,2014-12-01T00:00:00-02:00,167.41
2015-01-01,2015,1,1,BM12_CRDPCO12,2015-01-01T00:00:00-02:00,162.85
2015-02-01,2015,1,2,BM12_CRDPCO12,2015-02-01T00:00:00-02:00,166.46
2015-03-01,2015,1,3,BM12_CRDPCO12,2015-03-01T00:00:00-03:00,161.39
2015-04-01,2015,1,4,BM12_CRDPCO12,2015-04-01T00:00:00-03:00,179.49
2015-05-01,2015,1,5,BM12_CRDPCO12,2015-05-01T00:00:00-03:00,179.9
2015-06-01,2015,1,6,BM12_CRDPCO12,2015-06-01T00:00:00-03:00,182.55
2015-07-01,2015,1,7,BM12_CRDPCO12,2015-07-01T00:00:00-03:00,176.05
2015-08-01,2015,1,8,BM12_CRDPCO12,2015-08-01T00:00:00-03:00,172.12
2015-09-01,2015,1,9,BM12_CRDPCO12,2015-09-01T00:00:00-03:00,182.83
2015-10-01,2015,1,10,BM12_CRDPCO12,2015-10-01T00:00:00-03:00,179.77
2015-11-01,2015,1,11,BM12_CRDPCO12,2015-11-01T00:00:00-02:00,175.39
2015-12-01,2015,1,12,BM12_CRDPCO12,2015-12-01T00:00:00-02:00,183.8
2016-01-01,2016,1,1,BM12_CRDPCO12,2016-01-01T00:00:00-02:00,176.95
2016-02-01,2016,1,2,BM12_CRDPCO12,2016-02-01T00:00:00-02:00,169.16
2016-03-01,2016,1,3,BM12_CRDPCO12,2016-03-01T00:00:00-03:00,172.06
2016-04-01,2016,1,4,BM12_CRDPCO12,2016-04-01T00:00:00-03:00,179.95
2016-05-01,2016,1,5,BM12_CRDPCO12,2016-05-01T00:00:00-03:00,164.11
2016-06-01,2016,1,6,BM12_CRDPCO12,2016-06-01T00:00:00-03:00,169.23
2016-07-01,2016,1,7,BM12_CRDPCO12,2016-07-01T00:00:00-03:00,170.96
2016-08-01,2016,1,8,BM12_CRDPCO12,2016-08-01T00:00:00-03:00,165.82
2016-09-01,2016,1,9,BM12_CRDPCO12,2016-09-01T00:00:00-03:00,181.74
2016-10-01,2016,1,10,BM12_CRDPCO12,2016-10-01T00:00:00-03:00,179.69
2016-11-01,2016,1,11,BM12_CRDPCO12,2016-11-01T00:00:00-02:00,178.18
2016-12-01,2016,1,12,BM12_CRDPCO12,2016-12-01T00:00:00-02:00,175.07
2017-01-01,2017,1,1,BM12_CRDPCO12,2017-01-01T00:00:00-02:00,176.46
2017-02-01,2017,1,2,BM12_CRDPCO12,2017-02-01T00:00:00-02:00,181.34
2017-03-01,2017,1,3,BM12_CRDPCO12,2017-03-01T00:00:00-03:00,171.9
2017-04-01,2017,1,4,BM12_CRDPCO12,2017-04-01T00:00:00-03:00,183.12
2017-05-01,2017,1,5,BM12_CRDPCO12,2017-05-01T00:00:00-03:00,177.78
2017-06-01,2017,1,6,BM12_CRDPCO12,2017-06-01T00:00:00-03:00,176.56
2017-07-01,2017,1,7,BM12_CRDPCO12,2017-07-01T00:00:00-03:00,180.31
2017-08-01,2017,1,8,BM12_CRDPCO12,2017-08-01T00:00:00-03:00,171.3
2017-09-01,2017,1,9,BM12_CRDPCO12,2017-09-01T00:00:00-03:00,188.98
2017-10-01,2017,1,10,BM12_CRDPCO12,2017-10-01T00:00:00-03:00,173.82
2017-11-01,2017,1,11,BM12_CRDPCO12,2017-11-01T00:00:00-02:00,184.11
2017-12-01,2017,1,12,BM12_CRDPCO12,2017-12-01T00:00:00-02:00,186.81
2018-01-01,2018,1,1,BM12_CRDPCO12,2018-01-01T00:00:00-02:00,187.73
2018-02-01,2018,1,2,BM12_CRDPCO12,2018-02-01T00:00:00-02:00,182.92
2018-03-01,2018,1,3,BM12_CRDPCO12,2018-03-01T00:00:00-03:00,186.73
2018-04-01,2018,1,4,BM12_CRDPCO12,2018-04-01T00:00:00-03:00,190.24
2018-05-01,2018,1,5,BM12_CRDPCO12,2018-05-01T00:00:00-03:00,198.75
2018-06-01,2018,1,6,BM12_CRDPCO12,2018-06-01T00:00:00-03:00,185.7
2018-07-01,2018,1,7,BM12_CRDPCO12,2018-07-01T00:00:00-03:00,194.42
2018-08-01,2018,1,8,BM12_CRDPCO12,2018-08-01T00:00:00-03:00,194.03
2018-09-01,2018,1,9,BM12_CRDPCO12,2018-09-01T00:00:00-03:00,193.77
2018-10-01,2018,1,10,BM12_CRDPCO12,2018-10-01T00:00:00-03:00,191.13
2018-11-01,2018,1,11,BM12_CRDPCO12,2018-11-01T00:00:00-03:00,195.45
2018-12-01,2018,1,12,BM12_CRDPCO12,2018-12-01T00:00:00-02:00,199.89
2019-01-01,2019,1,1,BM12_CRDPCO12,2019-01-01T00:00:00-02:00,203.89
2019-02-01,2019,1,2,BM12_CRDPCO12,2019-02-01T00:00:00-02:00,205.22
2019-03-01,2019,1,3,BM12_CRDPCO12,2019-03-01T00:00:00-03:00,207.13
2019-04-01,2019,1,4,BM12_CRDPCO12,2019-04-01T00:00:00-03:00,199.9
2019-05-01,2019,1,5,BM12_CRDPCO12,2019-05-01T00:00:00-03:00,193.49
2019-06-01,2019,1,6,BM12_CRDPCO12,2019-06-01T00:00:00-03:00,203.93
2019-07-01,2019,1,7,BM12_CRDPCO12,2019-07-01T00:00:00-03:00,194.73
2019-08-01,2019,1,8,BM12_CRDPCO12,2019-08-01T00:00:00-03:00,197.87
2019-09-01,2019,1,9,BM12_CRDPCO12,2019-09-01T00:00:00-03:00,202.85
2019-10-01,2019,1,10,BM12_CRDPCO12,2019-10-01T00:00:00-03:00,204.82
2019-11-01,2019,1,11,BM12_CRDPCO12,2019-11-01T00:00:00-03:00,200.95
