DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CRDSDPJ12,2011-03-01T00:00:00-03:00,3.51
2011-04-01,2011,1,4,BM12_CRDSDPJ12,2011-04-01T00:00:00-03:00,4.15
2011-05-01,2011,1,5,BM12_CRDSDPJ12,2011-05-01T00:00:00-03:00,4.3
2011-06-01,2011,1,6,BM12_CRDSDPJ12,2011-06-01T00:00:00-03:00,3.94
2011-07-01,2011,1,7,BM12_CRDSDPJ12,2011-07-01T00:00:00-03:00,3.48
2011-08-01,2011,1,8,BM12_CRDSDPJ12,2011-08-01T00:00:00-03:00,4.15
2011-09-01,2011,1,9,BM12_CRDSDPJ12,2011-09-01T00:00:00-03:00,4.01
2011-10-01,2011,1,10,BM12_CRDSDPJ12,2011-10-01T00:00:00-03:00,3.96
2011-11-01,2011,1,11,BM12_CRDSDPJ12,2011-11-01T00:00:00-02:00,3.41
2011-12-01,2011,1,12,BM12_CRDSDPJ12,2011-12-01T00:00:00-02:00,3.57
2012-01-01,2012,1,1,BM12_CRDSDPJ12,2012-01-01T00:00:00-02:00,4.84
2012-02-01,2012,1,2,BM12_CRDSDPJ12,2012-02-01T00:00:00-02:00,4.39
2012-03-01,2012,1,3,BM12_CRDSDPJ12,2012-03-01T00:00:00-03:00,4.43
2012-04-01,2012,1,4,BM12_CRDSDPJ12,2012-04-01T00:00:00-03:00,4.87
2012-05-01,2012,1,5,BM12_CRDSDPJ12,2012-05-01T00:00:00-03:00,3.9
2012-06-01,2012,1,6,BM12_CRDSDPJ12,2012-06-01T00:00:00-03:00,3.32
2012-07-01,2012,1,7,BM12_CRDSDPJ12,2012-07-01T00:00:00-03:00,3.08
2012-08-01,2012,1,8,BM12_CRDSDPJ12,2012-08-01T00:00:00-03:00,3.16
2012-09-01,2012,1,9,BM12_CRDSDPJ12,2012-09-01T00:00:00-03:00,2.82
2012-10-01,2012,1,10,BM12_CRDSDPJ12,2012-10-01T00:00:00-03:00,2.58
2012-11-01,2012,1,11,BM12_CRDSDPJ12,2012-11-01T00:00:00-02:00,2.37
2012-12-01,2012,1,12,BM12_CRDSDPJ12,2012-12-01T00:00:00-02:00,1.89
2013-01-01,2013,1,1,BM12_CRDSDPJ12,2013-01-01T00:00:00-02:00,2.71
2013-02-01,2013,1,2,BM12_CRDSDPJ12,2013-02-01T00:00:00-02:00,2.59
2013-03-01,2013,1,3,BM12_CRDSDPJ12,2013-03-01T00:00:00-03:00,2.62
2013-04-01,2013,1,4,BM12_CRDSDPJ12,2013-04-01T00:00:00-03:00,2.18
2013-05-01,2013,1,5,BM12_CRDSDPJ12,2013-05-01T00:00:00-03:00,2.0
2013-06-01,2013,1,6,BM12_CRDSDPJ12,2013-06-01T00:00:00-03:00,2.3
2013-07-01,2013,1,7,BM12_CRDSDPJ12,2013-07-01T00:00:00-03:00,2.19
2013-08-01,2013,1,8,BM12_CRDSDPJ12,2013-08-01T00:00:00-03:00,2.08
2013-09-01,2013,1,9,BM12_CRDSDPJ12,2013-09-01T00:00:00-03:00,2.04
2013-10-01,2013,1,10,BM12_CRDSDPJ12,2013-10-01T00:00:00-03:00,2.15
2013-11-01,2013,1,11,BM12_CRDSDPJ12,2013-11-01T00:00:00-02:00,2.17
2013-12-01,2013,1,12,BM12_CRDSDPJ12,2013-12-01T00:00:00-02:00,2.17
2014-01-01,2014,1,1,BM12_CRDSDPJ12,2014-01-01T00:00:00-02:00,2.48
2014-02-01,2014,1,2,BM12_CRDSDPJ12,2014-02-01T00:00:00-02:00,2.59
2014-03-01,2014,1,3,BM12_CRDSDPJ12,2014-03-01T00:00:00-03:00,2.32
2014-04-01,2014,1,4,BM12_CRDSDPJ12,2014-04-01T00:00:00-03:00,2.9
2014-05-01,2014,1,5,BM12_CRDSDPJ12,2014-05-01T00:00:00-03:00,2.94
2014-06-01,2014,1,6,BM12_CRDSDPJ12,2014-06-01T00:00:00-03:00,2.37
