DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2014-07-01,2014,1,7,BM12_CRDSDPJ12,2014-07-01T00:00:00-03:00,2.56
2014-08-01,2014,1,8,BM12_CRDSDPJ12,2014-08-01T00:00:00-03:00,2.51
2014-09-01,2014,1,9,BM12_CRDSDPJ12,2014-09-01T00:00:00-03:00,2.8
2014-10-01,2014,1,10,BM12_CRDSDPJ12,2014-10-01T00:00:00-03:00,2.41
2014-11-01,2014,1,11,BM12_CRDSDPJ12,2014-11-01T00:00:00-02:00,2.44
2014-12-01,2014,1,12,BM12_CRDSDPJ12,2014-12-01T00:00:00-02:00,2.39
2015-01-01,2015,1,1,BM12_CRDSDPJ12,2015-01-01T00:00:00-02:00,2.84
2015-02-01,2015,1,2,BM12_CRDSDPJ12,2015-02-01T00:00:00-02:00,3.18
2015-03-01,2015,1,3,BM12_CRDSDPJ12,2015-03-01T00:00:00-03:00,2.71
2015-04-01,2015,1,4,BM12_CRDSDPJ12,2015-04-01T00:00:00-03:00,2.95
2015-05-01,2015,1,5,BM12_CRDSDPJ12,2015-05-01T00:00:00-03:00,3.03
2015-06-01,2015,1,6,BM12_CRDSDPJ12,2015-06-01T00:00:00-03:00,3.09
2015-07-01,2015,1,7,BM12_CRDSDPJ12,2015-07-01T00:00:00-03:00,3.21
2015-08-01,2015,1,8,BM12_CRDSDPJ12,2015-08-01T00:00:00-03:00,3.51
2015-09-01,2015,1,9,BM12_CRDSDPJ12,2015-09-01T00:00:00-03:00,3.17
2015-10-01,2015,1,10,BM12_CRDSDPJ12,2015-10-01T00:00:00-03:00,3.37
2015-11-01,2015,1,11,BM12_CRDSDPJ12,2015-11-01T00:00:00-02:00,3.27
2015-12-01,2015,1,12,BM12_CRDSDPJ12,2015-12-01T00:00:00-02:00,2.87
2016-01-01,2016,1,1,BM12_CRDSDPJ12,2016-01-01T00:00:00-02:00,4.29
2016-02-01,2016,1,2,BM12_CRDSDPJ12,2016-02-01T00:00:00-02:00,4.48
2016-03-01,2016,1,3,BM12_CRDSDPJ12,2016-03-01T00:00:00-03:00,4.56
2016-04-01,2016,1,4,BM12_CRDSDPJ12,2016-04-01T00:00:00-03:00,4.21
2016-05-01,2016,1,5,BM12_CRDSDPJ12,2016-05-01T00:00:00-03:00,4.43
2016-06-01,2016,1,6,BM12_CRDSDPJ12,2016-06-01T00:00:00-03:00,4.23
2016-07-01,2016,1,7,BM12_CRDSDPJ12,2016-07-01T00:00:00-03:00,5.13
2016-08-01,2016,1,8,BM12_CRDSDPJ12,2016-08-01T00:00:00-03:00,5.28
2016-09-01,2016,1,9,BM12_CRDSDPJ12,2016-09-01T00:00:00-03:00,4.81
2016-10-01,2016,1,10,BM12_CRDSDPJ12,2016-10-01T00:00:00-03:00,4.71
2016-11-01,2016,1,11,BM12_CRDSDPJ12,2016-11-01T00:00:00-02:00,4.05
2016-12-01,2016,1,12,BM12_CRDSDPJ12,2016-12-01T00:00:00-02:00,3.88
2017-01-01,2017,1,1,BM12_CRDSDPJ12,2017-01-01T00:00:00-02:00,5.64
2017-02-01,2017,1,2,BM12_CRDSDPJ12,2017-02-01T00:00:00-02:00,4.02
2017-03-01,2017,1,3,BM12_CRDSDPJ12,2017-03-01T00:00:00-03:00,5.12
2017-04-01,2017,1,4,BM12_CRDSDPJ12,2017-04-01T00:00:00-03:00,4.85
2017-05-01,2017,1,5,BM12_CRDSDPJ12,2017-05-01T00:00:00-03:00,4.85
2017-06-01,2017,1,6,BM12_CRDSDPJ12,2017-06-01T00:00:00-03:00,5.29
2017-07-01,2017,1,7,BM12_CRDSDPJ12,2017-07-01T00:00:00-03:00,5.08
2017-08-01,2017,1,8,BM12_CRDSDPJ12,2017-08-01T00:00:00-03:00,5.89
2017-09-01,2017,1,9,BM12_CRDSDPJ12,2017-09-01T00:00:00-03:00,4.53
2017-10-01,2017,1,10,BM12_CRDSDPJ12,2017-10-01T00:00:00-03:00,5.98
2017-11-01,2017,1,11,BM12_CRDSDPJ12,2017-11-01T00:00:00-02:00,5.34
2017-12-01,2017,1,12,BM12_CRDSDPJ12,2017-12-01T00:00:00-02:00,4.71
2018-01-01,2018,1,1,BM12_CRDSDPJ12,2018-01-01T00:00:00-02:00,5.99
2018-02-01,2018,1,2,BM12_CRDSDPJ12,2018-02-01T00:00:00-02:00,6.44
2018-03-01,2018,1,3,BM12_CRDSDPJ12,2018-03-01T00:00:00-03:00,4.71
2018-04-01,2018,1,4,BM12_CRDSDPJ12,2018-04-01T00:00:00-03:00,3.82
2018-05-01,2018,1,5,BM12_CRDSDPJ12,2018-05-01T00:00:00-03:00,3.52
2018-06-01,2018,1,6,BM12_CRDSDPJ12,2018-06-01T00:00:00-03:00,3.17
2018-07-01,2018,1,7,BM12_CRDSDPJ12,2018-07-01T00:00:00-03:00,3.23
2018-08-01,2018,1,8,BM12_CRDSDPJ12,2018-08-01T00:00:00-03:00,3.55
2018-09-01,2018,1,9,BM12_CRDSDPJ12,2018-09-01T00:00:00-03:00,3.08
2018-10-01,2018,1,10,BM12_CRDSDPJ12,2018-10-01T00:00:00-03:00,3.4
2018-11-01,2018,1,11,BM12_CRDSDPJ12,2018-11-01T00:00:00-03:00,3.05
2018-12-01,2018,1,12,BM12_CRDSDPJ12,2018-12-01T00:00:00-02:00,2.67
2019-01-01,2019,1,1,BM12_CRDSDPJ12,2019-01-01T00:00:00-02:00,3.94
2019-02-01,2019,1,2,BM12_CRDSDPJ12,2019-02-01T00:00:00-02:00,3.76
2019-03-01,2019,1,3,BM12_CRDSDPJ12,2019-03-01T00:00:00-03:00,3.8
2019-04-01,2019,1,4,BM12_CRDSDPJ12,2019-04-01T00:00:00-03:00,3.51
2019-05-01,2019,1,5,BM12_CRDSDPJ12,2019-05-01T00:00:00-03:00,3.78
2019-06-01,2019,1,6,BM12_CRDSDPJ12,2019-06-01T00:00:00-03:00,3.55
2019-07-01,2019,1,7,BM12_CRDSDPJ12,2019-07-01T00:00:00-03:00,3.34
2019-08-01,2019,1,8,BM12_CRDSDPJ12,2019-08-01T00:00:00-03:00,3.35
2019-09-01,2019,1,9,BM12_CRDSDPJ12,2019-09-01T00:00:00-03:00,3.27
2019-10-01,2019,1,10,BM12_CRDSDPJ12,2019-10-01T00:00:00-03:00,3.35
2019-11-01,2019,1,11,BM12_CRDSDPJ12,2019-11-01T00:00:00-03:00,2.91
2019-12-01,2019,1,12,BM12_CRDSDPJ12,2019-12-01T00:00:00-03:00,3.19
2020-01-01,2020,1,1,BM12_CRDSDPJ12,2020-01-01T00:00:00-03:00,3.99
2020-02-01,2020,1,2,BM12_CRDSDPJ12,2020-02-01T00:00:00-03:00,3.23
2020-03-01,2020,1,3,BM12_CRDSDPJ12,2020-03-01T00:00:00-03:00,3.46
2020-04-01,2020,1,4,BM12_CRDSDPJ12,2020-04-01T00:00:00-03:00,3.02
2020-05-01,2020,1,5,BM12_CRDSDPJ12,2020-05-01T00:00:00-03:00,4.3
2020-06-01,2020,1,6,BM12_CRDSDPJ12,2020-06-01T00:00:00-03:00,3.27
2020-07-01,2020,1,7,BM12_CRDSDPJ12,2020-07-01T00:00:00-03:00,3.06
2020-08-01,2020,1,8,BM12_CRDSDPJ12,2020-08-01T00:00:00-03:00,3.09
2020-09-01,2020,1,9,BM12_CRDSDPJ12,2020-09-01T00:00:00-03:00,2.64
2020-10-01,2020,1,10,BM12_CRDSDPJ12,2020-10-01T00:00:00-03:00,3.15
2020-11-01,2020,1,11,BM12_CRDSDPJ12,2020-11-01T00:00:00-03:00,2.76
2020-12-01,2020,1,12,BM12_CRDSDPJ12,2020-12-01T00:00:00-03:00,4.72
2021-01-01,2021,1,1,BM12_CRDSDPJ12,2021-01-01T00:00:00-03:00,3.32
