DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2001-01-01,2001,1,1,PAN12_IVVRG12,2001-01-01T00:00:00-02:00,1.95652173913043
2001-02-01,2001,1,2,PAN12_IVVRG12,2001-02-01T00:00:00-02:00,-4.94623655913978
2001-03-01,2001,1,3,PAN12_IVVRG12,2001-03-01T00:00:00-03:00,2.47422680412372
2001-04-01,2001,1,4,PAN12_IVVRG12,2001-04-01T00:00:00-03:00,-1.85567010309278
2001-05-01,2001,1,5,PAN12_IVVRG12,2001-05-01T00:00:00-03:00,-2.17821782178218
2001-06-01,2001,1,6,PAN12_IVVRG12,2001-06-01T00:00:00-03:00,-1.24740124740125
2001-07-01,2001,1,7,PAN12_IVVRG12,2001-07-01T00:00:00-03:00,-4.01606425702812
2001-08-01,2001,1,8,PAN12_IVVRG12,2001-08-01T00:00:00-03:00,-1.2072434607646
2001-09-01,2001,1,9,PAN12_IVVRG12,2001-09-01T00:00:00-03:00,-2.68595041322314
2001-10-01,2001,1,10,PAN12_IVVRG12,2001-10-01T00:00:00-03:00,1.21457489878543
2001-11-01,2001,1,11,PAN12_IVVRG12,2001-11-01T00:00:00-03:00,-2.38568588469185
2001-12-01,2001,1,12,PAN12_IVVRG12,2001-12-01T00:00:00-02:00,-2.74170274170273
2002-01-01,2002,1,1,PAN12_IVVRG12,2002-01-01T00:00:00-02:00,-1.06609808102346
2002-02-01,2002,1,2,PAN12_IVVRG12,2002-02-01T00:00:00-02:00,-1.58371040723982
2002-03-01,2002,1,3,PAN12_IVVRG12,2002-03-01T00:00:00-03:00,0.40241448692151
2002-04-01,2002,1,4,PAN12_IVVRG12,2002-04-01T00:00:00-03:00,-2.10084033613446
2002-05-01,2002,1,5,PAN12_IVVRG12,2002-05-01T00:00:00-03:00,1.21457489878543
2002-06-01,2002,1,6,PAN12_IVVRG12,2002-06-01T00:00:00-03:00,-1.89473684210526
2002-07-01,2002,1,7,PAN12_IVVRG12,2002-07-01T00:00:00-03:00,1.67364016736402
2002-08-01,2002,1,8,PAN12_IVVRG12,2002-08-01T00:00:00-03:00,2.24032586558045
2002-09-01,2002,1,9,PAN12_IVVRG12,2002-09-01T00:00:00-03:00,-1.48619957537156
2002-10-01,2002,1,10,PAN12_IVVRG12,2002-10-01T00:00:00-03:00,0.600000000000001
2002-11-01,2002,1,11,PAN12_IVVRG12,2002-11-01T00:00:00-03:00,0.0
2002-12-01,2002,1,12,PAN12_IVVRG12,2002-12-01T00:00:00-02:00,-5.19287833827894
2003-01-01,2003,1,1,PAN12_IVVRG12,2003-01-01T00:00:00-02:00,-4.52586206896552
2003-02-01,2003,1,2,PAN12_IVVRG12,2003-02-01T00:00:00-02:00,-1.60919540229886
2003-03-01,2003,1,3,PAN12_IVVRG12,2003-03-01T00:00:00-03:00,-11.4228456913828
2003-04-01,2003,1,4,PAN12_IVVRG12,2003-04-01T00:00:00-03:00,-3.6480686695279
2003-05-01,2003,1,5,PAN12_IVVRG12,2003-05-01T00:00:00-03:00,-6.20000000000001
2003-06-01,2003,1,6,PAN12_IVVRG12,2003-06-01T00:00:00-03:00,-5.5793991416309
2003-07-01,2003,1,7,PAN12_IVVRG12,2003-07-01T00:00:00-03:00,-4.320987654321
2003-08-01,2003,1,8,PAN12_IVVRG12,2003-08-01T00:00:00-03:00,-5.77689243027889
2003-09-01,2003,1,9,PAN12_IVVRG12,2003-09-01T00:00:00-03:00,-2.80172413793103
2003-10-01,2003,1,10,PAN12_IVVRG12,2003-10-01T00:00:00-03:00,-2.98210735586482
2003-11-01,2003,1,11,PAN12_IVVRG12,2003-11-01T00:00:00-03:00,-0.203665987780044
2003-12-01,2003,1,12,PAN12_IVVRG12,2003-12-01T00:00:00-02:00,3.28638497652582
2004-01-01,2004,1,1,PAN12_IVVRG12,2004-01-01T00:00:00-02:00,6.09480812641083
2004-02-01,2004,1,2,PAN12_IVVRG12,2004-02-01T00:00:00-02:00,5.14018691588787
2004-03-01,2004,1,3,PAN12_IVVRG12,2004-03-01T00:00:00-03:00,11.0859728506787
2004-04-01,2004,1,4,PAN12_IVVRG12,2004-04-01T00:00:00-03:00,10.2449888641425
2004-05-01,2004,1,5,PAN12_IVVRG12,2004-05-01T00:00:00-03:00,10.6609808102345
2004-06-01,2004,1,6,PAN12_IVVRG12,2004-06-01T00:00:00-03:00,12.9545454545455
2004-07-01,2004,1,7,PAN12_IVVRG12,2004-07-01T00:00:00-03:00,12.0430107526882
2004-08-01,2004,1,8,PAN12_IVVRG12,2004-08-01T00:00:00-03:00,6.76532769556026
2004-09-01,2004,1,9,PAN12_IVVRG12,2004-09-01T00:00:00-03:00,9.09090909090908
2004-10-01,2004,1,10,PAN12_IVVRG12,2004-10-01T00:00:00-03:00,8.4016393442623
2004-11-01,2004,1,11,PAN12_IVVRG12,2004-11-01T00:00:00-03:00,6.12244897959184
2004-12-01,2004,1,12,PAN12_IVVRG12,2004-12-01T00:00:00-02:00,11.3636363636364
2005-01-01,2005,1,1,PAN12_IVVRG12,2005-01-01T00:00:00-02:00,6.17021276595744
