DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1975-01-01,1975,1,1,ABATE12_ABPESU12,1975-01-01T00:00:00-02:00,36.215009
1975-02-01,1975,1,2,ABATE12_ABPESU12,1975-02-01T00:00:00-02:00,31.985099
1975-03-01,1975,1,3,ABATE12_ABPESU12,1975-03-01T00:00:00-03:00,30.949953
1975-04-01,1975,1,4,ABATE12_ABPESU12,1975-04-01T00:00:00-03:00,34.458755
1975-05-01,1975,1,5,ABATE12_ABPESU12,1975-05-01T00:00:00-03:00,38.441517
1975-06-01,1975,1,6,ABATE12_ABPESU12,1975-06-01T00:00:00-03:00,40.201142
1975-07-01,1975,1,7,ABATE12_ABPESU12,1975-07-01T00:00:00-03:00,43.204421
1975-08-01,1975,1,8,ABATE12_ABPESU12,1975-08-01T00:00:00-03:00,45.606125
1975-09-01,1975,1,9,ABATE12_ABPESU12,1975-09-01T00:00:00-03:00,49.38901
1975-10-01,1975,1,10,ABATE12_ABPESU12,1975-10-01T00:00:00-03:00,52.018486
1975-11-01,1975,1,11,ABATE12_ABPESU12,1975-11-01T00:00:00-03:00,48.345293
1975-12-01,1975,1,12,ABATE12_ABPESU12,1975-12-01T00:00:00-02:00,44.822931
1976-01-01,1976,1,1,ABATE12_ABPESU12,1976-01-01T00:00:00-02:00,38.719588
1976-02-01,1976,1,2,ABATE12_ABPESU12,1976-02-01T00:00:00-02:00,34.472824
1976-03-01,1976,1,3,ABATE12_ABPESU12,1976-03-01T00:00:00-03:00,39.667181
1976-04-01,1976,1,4,ABATE12_ABPESU12,1976-04-01T00:00:00-03:00,39.999744
1976-05-01,1976,1,5,ABATE12_ABPESU12,1976-05-01T00:00:00-03:00,44.714917
1976-06-01,1976,1,6,ABATE12_ABPESU12,1976-06-01T00:00:00-03:00,49.534481
1976-07-01,1976,1,7,ABATE12_ABPESU12,1976-07-01T00:00:00-03:00,52.636165
1976-08-01,1976,1,8,ABATE12_ABPESU12,1976-08-01T00:00:00-03:00,52.34855
1976-09-01,1976,1,9,ABATE12_ABPESU12,1976-09-01T00:00:00-03:00,49.472538
1976-10-01,1976,1,10,ABATE12_ABPESU12,1976-10-01T00:00:00-03:00,48.362958
1976-11-01,1976,1,11,ABATE12_ABPESU12,1976-11-01T00:00:00-03:00,44.970352
1976-12-01,1976,1,12,ABATE12_ABPESU12,1976-12-01T00:00:00-02:00,46.47527
1977-01-01,1977,1,1,ABATE12_ABPESU12,1977-01-01T00:00:00-02:00,37.795925
1977-02-01,1977,1,2,ABATE12_ABPESU12,1977-02-01T00:00:00-02:00,33.96307
1977-03-01,1977,1,3,ABATE12_ABPESU12,1977-03-01T00:00:00-03:00,39.056361
1977-04-01,1977,1,4,ABATE12_ABPESU12,1977-04-01T00:00:00-03:00,38.356975
1977-05-01,1977,1,5,ABATE12_ABPESU12,1977-05-01T00:00:00-03:00,39.058896
