DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Unidade)
1992-06-01,1992,1,6,ACSP12_SCPCC12,1992-06-01T00:00:00-03:00,637528.0
1992-07-01,1992,1,7,ACSP12_SCPCC12,1992-07-01T00:00:00-03:00,683652.0
1992-08-01,1992,1,8,ACSP12_SCPCC12,1992-08-01T00:00:00-03:00,652729.0
1992-09-01,1992,1,9,ACSP12_SCPCC12,1992-09-01T00:00:00-03:00,625132.0
1992-10-01,1992,1,10,ACSP12_SCPCC12,1992-10-01T00:00:00-03:00,676189.0
1992-11-01,1992,1,11,ACSP12_SCPCC12,1992-11-01T00:00:00-03:00,657725.0
1992-12-01,1992,1,12,ACSP12_SCPCC12,1992-12-01T00:00:00-02:00,840752.0
1993-01-01,1993,1,1,ACSP12_SCPCC12,1993-01-01T00:00:00-02:00,475662.0
1993-02-01,1993,1,2,ACSP12_SCPCC12,1993-02-01T00:00:00-02:00,486140.0
1993-03-01,1993,1,3,ACSP12_SCPCC12,1993-03-01T00:00:00-03:00,601545.0
1993-04-01,1993,1,4,ACSP12_SCPCC12,1993-04-01T00:00:00-03:00,552304.0
1993-05-01,1993,1,5,ACSP12_SCPCC12,1993-05-01T00:00:00-03:00,626673.0
1993-06-01,1993,1,6,ACSP12_SCPCC12,1993-06-01T00:00:00-03:00,634604.0
1993-07-01,1993,1,7,ACSP12_SCPCC12,1993-07-01T00:00:00-03:00,636420.0
1993-08-01,1993,1,8,ACSP12_SCPCC12,1993-08-01T00:00:00-03:00,618114.0
1993-09-01,1993,1,9,ACSP12_SCPCC12,1993-09-01T00:00:00-03:00,611103.0
1993-10-01,1993,1,10,ACSP12_SCPCC12,1993-10-01T00:00:00-03:00,627936.0
1993-11-01,1993,1,11,ACSP12_SCPCC12,1993-11-01T00:00:00-03:00,616376.0
1993-12-01,1993,1,12,ACSP12_SCPCC12,1993-12-01T00:00:00-02:00,798527.0
1994-01-01,1994,1,1,ACSP12_SCPCC12,1994-01-01T00:00:00-02:00,442512.0
1994-02-01,1994,1,2,ACSP12_SCPCC12,1994-02-01T00:00:00-02:00,443643.0
1994-03-01,1994,1,3,ACSP12_SCPCC12,1994-03-01T00:00:00-03:00,533770.0
1994-04-01,1994,1,4,ACSP12_SCPCC12,1994-04-01T00:00:00-03:00,535040.0
1994-05-01,1994,1,5,ACSP12_SCPCC12,1994-05-01T00:00:00-03:00,596868.0
1994-06-01,1994,1,6,ACSP12_SCPCC12,1994-06-01T00:00:00-03:00,580201.0
1994-07-01,1994,1,7,ACSP12_SCPCC12,1994-07-01T00:00:00-03:00,742066.0
1994-08-01,1994,1,8,ACSP12_SCPCC12,1994-08-01T00:00:00-03:00,906915.0
1994-09-01,1994,1,9,ACSP12_SCPCC12,1994-09-01T00:00:00-03:00,833928.0
1994-10-01,1994,1,10,ACSP12_SCPCC12,1994-10-01T00:00:00-03:00,799080.0
1994-11-01,1994,1,11,ACSP12_SCPCC12,1994-11-01T00:00:00-03:00,743472.0
1994-12-01,1994,1,12,ACSP12_SCPCC12,1994-12-01T00:00:00-02:00,1108641.0
1995-01-01,1995,1,1,ACSP12_SCPCC12,1995-01-01T00:00:00-02:00,663599.0
1995-02-01,1995,1,2,ACSP12_SCPCC12,1995-02-01T00:00:00-02:00,645221.0
1995-03-01,1995,1,3,ACSP12_SCPCC12,1995-03-01T00:00:00-03:00,742424.0
1995-04-01,1995,1,4,ACSP12_SCPCC12,1995-04-01T00:00:00-03:00,705907.0
1995-05-01,1995,1,5,ACSP12_SCPCC12,1995-05-01T00:00:00-03:00,781232.0
1995-06-01,1995,1,6,ACSP12_SCPCC12,1995-06-01T00:00:00-03:00,756136.0
1995-07-01,1995,1,7,ACSP12_SCPCC12,1995-07-01T00:00:00-03:00,804340.0
1995-08-01,1995,1,8,ACSP12_SCPCC12,1995-08-01T00:00:00-03:00,824541.0
1995-09-01,1995,1,9,ACSP12_SCPCC12,1995-09-01T00:00:00-03:00,826083.0
1995-10-01,1995,1,10,ACSP12_SCPCC12,1995-10-01T00:00:00-03:00,850881.0
1995-11-01,1995,1,11,ACSP12_SCPCC12,1995-11-01T00:00:00-03:00,860589.0
1995-12-01,1995,1,12,ACSP12_SCPCC12,1995-12-01T00:00:00-02:00,1157559.0
1996-01-01,1996,1,1,ACSP12_SCPCC12,1996-01-01T00:00:00-02:00,687291.0
1996-02-01,1996,1,2,ACSP12_SCPCC12,1996-02-01T00:00:00-02:00,668482.0
1996-03-01,1996,1,3,ACSP12_SCPCC12,1996-03-01T00:00:00-03:00,837759.0
1996-04-01,1996,1,4,ACSP12_SCPCC12,1996-04-01T00:00:00-03:00,880529.0
1996-05-01,1996,1,5,ACSP12_SCPCC12,1996-05-01T00:00:00-03:00,1092585.0
1996-06-01,1996,1,6,ACSP12_SCPCC12,1996-06-01T00:00:00-03:00,1021550.0
1996-07-01,1996,1,7,ACSP12_SCPCC12,1996-07-01T00:00:00-03:00,1211360.0
1996-08-01,1996,1,8,ACSP12_SCPCC12,1996-08-01T00:00:00-03:00,1194764.0
1996-09-01,1996,1,9,ACSP12_SCPCC12,1996-09-01T00:00:00-03:00,1087598.0
1996-10-01,1996,1,10,ACSP12_SCPCC12,1996-10-01T00:00:00-03:00,1187536.0
1996-11-01,1996,1,11,ACSP12_SCPCC12,1996-11-01T00:00:00-03:00,1222241.0
1996-12-01,1996,1,12,ACSP12_SCPCC12,1996-12-01T00:00:00-02:00,1478007.0
1997-01-01,1997,1,1,ACSP12_SCPCC12,1997-01-01T00:00:00-02:00,1061804.0
1997-02-01,1997,1,2,ACSP12_SCPCC12,1997-02-01T00:00:00-02:00,991529.0
1997-03-01,1997,1,3,ACSP12_SCPCC12,1997-03-01T00:00:00-03:00,1197358.0
1997-04-01,1997,1,4,ACSP12_SCPCC12,1997-04-01T00:00:00-03:00,1290649.0
1997-05-01,1997,1,5,ACSP12_SCPCC12,1997-05-01T00:00:00-03:00,1371087.0
1997-06-01,1997,1,6,ACSP12_SCPCC12,1997-06-01T00:00:00-03:00,1308484.0
1997-07-01,1997,1,7,ACSP12_SCPCC12,1997-07-01T00:00:00-03:00,1461681.0
1997-08-01,1997,1,8,ACSP12_SCPCC12,1997-08-01T00:00:00-03:00,1456316.0
1997-09-01,1997,1,9,ACSP12_SCPCC12,1997-09-01T00:00:00-03:00,1493119.0
1997-10-01,1997,1,10,ACSP12_SCPCC12,1997-10-01T00:00:00-03:00,1652004.0
1997-11-01,1997,1,11,ACSP12_SCPCC12,1997-11-01T00:00:00-03:00,1369359.0
1997-12-01,1997,1,12,ACSP12_SCPCC12,1997-12-01T00:00:00-02:00,1673981.0
1998-01-01,1998,1,1,ACSP12_SCPCC12,1998-01-01T00:00:00-02:00,1227254.0
1998-02-01,1998,1,2,ACSP12_SCPCC12,1998-02-01T00:00:00-02:00,1339373.0
1998-03-01,1998,1,3,ACSP12_SCPCC12,1998-03-01T00:00:00-03:00,1339373.0
1998-04-01,1998,1,4,ACSP12_SCPCC12,1998-04-01T00:00:00-03:00,1284711.0
1998-05-01,1998,1,5,ACSP12_SCPCC12,1998-05-01T00:00:00-03:00,1436952.0
1998-06-01,1998,1,6,ACSP12_SCPCC12,1998-06-01T00:00:00-03:00,1312239.0
1998-07-01,1998,1,7,ACSP12_SCPCC12,1998-07-01T00:00:00-03:00,1368887.0
1998-08-01,1998,1,8,ACSP12_SCPCC12,1998-08-01T00:00:00-03:00,1406943.0
1998-09-01,1998,1,9,ACSP12_SCPCC12,1998-09-01T00:00:00-03:00,1309808.0
1998-10-01,1998,1,10,ACSP12_SCPCC12,1998-10-01T00:00:00-03:00,1453765.0
1998-11-01,1998,1,11,ACSP12_SCPCC12,1998-11-01T00:00:00-03:00,1442963.0
1998-12-01,1998,1,12,ACSP12_SCPCC12,1998-12-01T00:00:00-02:00,1716203.0
1999-01-01,1999,1,1,ACSP12_SCPCC12,1999-01-01T00:00:00-02:00,1080834.0
1999-02-01,1999,1,2,ACSP12_SCPCC12,1999-02-01T00:00:00-02:00,982925.0
1999-03-01,1999,1,3,ACSP12_SCPCC12,1999-03-01T00:00:00-03:00,1238015.0
1999-04-01,1999,1,4,ACSP12_SCPCC12,1999-04-01T00:00:00-03:00,1112750.0
1999-05-01,1999,1,5,ACSP12_SCPCC12,1999-05-01T00:00:00-03:00,1459485.0
1999-06-01,1999,1,6,ACSP12_SCPCC12,1999-06-01T00:00:00-03:00,1417575.0
1999-07-01,1999,1,7,ACSP12_SCPCC12,1999-07-01T00:00:00-03:00,1368102.0
1999-08-01,1999,1,8,ACSP12_SCPCC12,1999-08-01T00:00:00-03:00,1437716.0
1999-09-01,1999,1,9,ACSP12_SCPCC12,1999-09-01T00:00:00-03:00,1380768.0
1999-10-01,1999,1,10,ACSP12_SCPCC12,1999-10-01T00:00:00-03:00,1453605.0
1999-11-01,1999,1,11,ACSP12_SCPCC12,1999-11-01T00:00:00-03:00,1443210.0
1999-12-01,1999,1,12,ACSP12_SCPCC12,1999-12-01T00:00:00-02:00,1724594.0
2000-01-01,2000,1,1,ACSP12_SCPCC12,2000-01-01T00:00:00-02:00,1198602.0
2000-02-01,2000,1,2,ACSP12_SCPCC12,2000-02-01T00:00:00-02:00,1268978.0
2000-03-01,2000,1,3,ACSP12_SCPCC12,2000-03-01T00:00:00-03:00,1346106.0
2000-04-01,2000,1,4,ACSP12_SCPCC12,2000-04-01T00:00:00-03:00,1249781.0
2000-05-01,2000,1,5,ACSP12_SCPCC12,2000-05-01T00:00:00-03:00,1480989.0
2000-06-01,2000,1,6,ACSP12_SCPCC12,2000-06-01T00:00:00-03:00,1501091.0
2000-07-01,2000,1,7,ACSP12_SCPCC12,2000-07-01T00:00:00-03:00,1510096.0
2000-08-01,2000,1,8,ACSP12_SCPCC12,2000-08-01T00:00:00-03:00,1540235.0
2000-09-01,2000,1,9,ACSP12_SCPCC12,2000-09-01T00:00:00-03:00,1409249.0
2000-10-01,2000,1,10,ACSP12_SCPCC12,2000-10-01T00:00:00-03:00,1522723.0
2000-11-01,2000,1,11,ACSP12_SCPCC12,2000-11-01T00:00:00-03:00,1520898.0
2000-12-01,2000,1,12,ACSP12_SCPCC12,2000-12-01T00:00:00-02:00,1924383.0
2001-01-01,2001,1,1,ACSP12_SCPCC12,2001-01-01T00:00:00-02:00,1497927.0
2001-02-01,2001,1,2,ACSP12_SCPCC12,2001-02-01T00:00:00-02:00,1342129.0
2001-03-01,2001,1,3,ACSP12_SCPCC12,2001-03-01T00:00:00-03:00,1537852.0
2001-04-01,2001,1,4,ACSP12_SCPCC12,2001-04-01T00:00:00-03:00,1335403.0
2001-05-01,2001,1,5,ACSP12_SCPCC12,2001-05-01T00:00:00-03:00,1632795.0
2001-06-01,2001,1,6,ACSP12_SCPCC12,2001-06-01T00:00:00-03:00,1477408.0
2001-07-01,2001,1,7,ACSP12_SCPCC12,2001-07-01T00:00:00-03:00,1557517.0
2001-08-01,2001,1,8,ACSP12_SCPCC12,2001-08-01T00:00:00-03:00,1558607.0
2001-09-01,2001,1,9,ACSP12_SCPCC12,2001-09-01T00:00:00-03:00,1291428.0
2001-10-01,2001,1,10,ACSP12_SCPCC12,2001-10-01T00:00:00-03:00,1419503.0
2001-11-01,2001,1,11,ACSP12_SCPCC12,2001-11-01T00:00:00-03:00,1449857.0
2001-12-01,2001,1,12,ACSP12_SCPCC12,2001-12-01T00:00:00-02:00,1829871.0
2002-01-01,2002,1,1,ACSP12_SCPCC12,2002-01-01T00:00:00-02:00,1420905.0
2002-02-01,2002,1,2,ACSP12_SCPCC12,2002-02-01T00:00:00-02:00,1338033.0
2002-03-01,2002,1,3,ACSP12_SCPCC12,2002-03-01T00:00:00-03:00,1380596.0
2002-04-01,2002,1,4,ACSP12_SCPCC12,2002-04-01T00:00:00-03:00,1393909.0
2002-05-01,2002,1,5,ACSP12_SCPCC12,2002-05-01T00:00:00-03:00,1571495.0
2002-06-01,2002,1,6,ACSP12_SCPCC12,2002-06-01T00:00:00-03:00,1468053.0
2002-07-01,2002,1,7,ACSP12_SCPCC12,2002-07-01T00:00:00-03:00,1699150.0
2002-08-01,2002,1,8,ACSP12_SCPCC12,2002-08-01T00:00:00-03:00,1565228.0
2002-09-01,2002,1,9,ACSP12_SCPCC12,2002-09-01T00:00:00-03:00,1456621.0
2002-10-01,2002,1,10,ACSP12_SCPCC12,2002-10-01T00:00:00-03:00,1396133.0
2002-11-01,2002,1,11,ACSP12_SCPCC12,2002-11-01T00:00:00-03:00,1386648.0
2002-12-01,2002,1,12,ACSP12_SCPCC12,2002-12-01T00:00:00-02:00,1797574.0
2003-01-01,2003,1,1,ACSP12_SCPCC12,2003-01-01T00:00:00-02:00,1438462.0
2003-02-01,2003,1,2,ACSP12_SCPCC12,2003-02-01T00:00:00-02:00,1320708.0
2003-03-01,2003,1,3,ACSP12_SCPCC12,2003-03-01T00:00:00-03:00,1322933.0
2003-04-01,2003,1,4,ACSP12_SCPCC12,2003-04-01T00:00:00-03:00,1275081.0
2003-05-01,2003,1,5,ACSP12_SCPCC12,2003-05-01T00:00:00-03:00,1488022.0
2003-06-01,2003,1,6,ACSP12_SCPCC12,2003-06-01T00:00:00-03:00,1407636.0
2003-07-01,2003,1,7,ACSP12_SCPCC12,2003-07-01T00:00:00-03:00,1572408.0
2003-08-01,2003,1,8,ACSP12_SCPCC12,2003-08-01T00:00:00-03:00,1472177.0
2003-09-01,2003,1,9,ACSP12_SCPCC12,2003-09-01T00:00:00-03:00,1413401.0
2003-10-01,2003,1,10,ACSP12_SCPCC12,2003-10-01T00:00:00-03:00,1532964.0
2003-11-01,2003,1,11,ACSP12_SCPCC12,2003-11-01T00:00:00-03:00,1441924.0
2003-12-01,2003,1,12,ACSP12_SCPCC12,2003-12-01T00:00:00-02:00,1905163.0
2004-01-01,2004,1,1,ACSP12_SCPCC12,2004-01-01T00:00:00-02:00,1511099.0
2004-02-01,2004,1,2,ACSP12_SCPCC12,2004-02-01T00:00:00-02:00,1333953.0
2004-03-01,2004,1,3,ACSP12_SCPCC12,2004-03-01T00:00:00-03:00,1529292.0
2004-04-01,2004,1,4,ACSP12_SCPCC12,2004-04-01T00:00:00-03:00,1398275.0
2004-05-01,2004,1,5,ACSP12_SCPCC12,2004-05-01T00:00:00-03:00,1548384.0
2004-06-01,2004,1,6,ACSP12_SCPCC12,2004-06-01T00:00:00-03:00,1507237.0
2004-07-01,2004,1,7,ACSP12_SCPCC12,2004-07-01T00:00:00-03:00,1680588.0
2004-08-01,2004,1,8,ACSP12_SCPCC12,2004-08-01T00:00:00-03:00,1649821.0
2004-09-01,2004,1,9,ACSP12_SCPCC12,2004-09-01T00:00:00-03:00,1494950.0
2004-10-01,2004,1,10,ACSP12_SCPCC12,2004-10-01T00:00:00-03:00,1515282.0
2004-11-01,2004,1,11,ACSP12_SCPCC12,2004-11-01T00:00:00-03:00,1520627.0
2004-12-01,2004,1,12,ACSP12_SCPCC12,2004-12-01T00:00:00-02:00,1962046.0
2005-01-01,2005,1,1,ACSP12_SCPCC12,2005-01-01T00:00:00-02:00,1614341.0
2005-02-01,2005,1,2,ACSP12_SCPCC12,2005-02-01T00:00:00-02:00,1422569.0
2005-03-01,2005,1,3,ACSP12_SCPCC12,2005-03-01T00:00:00-03:00,1612255.0
2005-04-01,2005,1,4,ACSP12_SCPCC12,2005-04-01T00:00:00-03:00,1486223.0
2005-05-01,2005,1,5,ACSP12_SCPCC12,2005-05-01T00:00:00-03:00,1637936.0
2005-06-01,2005,1,6,ACSP12_SCPCC12,2005-06-01T00:00:00-03:00,1611149.0
2005-07-01,2005,1,7,ACSP12_SCPCC12,2005-07-01T00:00:00-03:00,1723144.0
2005-08-01,2005,1,8,ACSP12_SCPCC12,2005-08-01T00:00:00-03:00,1744470.0
2005-09-01,2005,1,9,ACSP12_SCPCC12,2005-09-01T00:00:00-03:00,1559770.0
2005-10-01,2005,1,10,ACSP12_SCPCC12,2005-10-01T00:00:00-03:00,1587121.0
2005-11-01,2005,1,11,ACSP12_SCPCC12,2005-11-01T00:00:00-02:00,1580172.0
2005-12-01,2005,1,12,ACSP12_SCPCC12,2005-12-01T00:00:00-02:00,2002289.0
2006-01-01,2006,1,1,ACSP12_SCPCC12,2006-01-01T00:00:00-02:00,1641555.0
2006-02-01,2006,1,2,ACSP12_SCPCC12,2006-02-01T00:00:00-02:00,1440733.0
2006-03-01,2006,1,3,ACSP12_SCPCC12,2006-03-01T00:00:00-03:00,1704547.0
2006-04-01,2006,1,4,ACSP12_SCPCC12,2006-04-01T00:00:00-03:00,1504112.0
2006-05-01,2006,1,5,ACSP12_SCPCC12,2006-05-01T00:00:00-03:00,1746311.0
2006-06-01,2006,1,6,ACSP12_SCPCC12,2006-06-01T00:00:00-03:00,1666321.0
2006-07-01,2006,1,7,ACSP12_SCPCC12,2006-07-01T00:00:00-03:00,1771041.0
2006-08-01,2006,1,8,ACSP12_SCPCC12,2006-08-01T00:00:00-03:00,1795493.0
2006-09-01,2006,1,9,ACSP12_SCPCC12,2006-09-01T00:00:00-03:00,1614122.0
2006-10-01,2006,1,10,ACSP12_SCPCC12,2006-10-01T00:00:00-03:00,1656681.0
2006-11-01,2006,1,11,ACSP12_SCPCC12,2006-11-01T00:00:00-03:00,1650159.0
2006-12-01,2006,1,12,ACSP12_SCPCC12,2006-12-01T00:00:00-02:00,2031564.0
2007-01-01,2007,1,1,ACSP12_SCPCC12,2007-01-01T00:00:00-02:00,1721811.0
2007-02-01,2007,1,2,ACSP12_SCPCC12,2007-02-01T00:00:00-02:00,1509495.0
2007-03-01,2007,1,3,ACSP12_SCPCC12,2007-03-01T00:00:00-03:00,1781560.0
2007-04-01,2007,1,4,ACSP12_SCPCC12,2007-04-01T00:00:00-03:00,1617073.0
2007-05-01,2007,1,5,ACSP12_SCPCC12,2007-05-01T00:00:00-03:00,1843369.0
2007-06-01,2007,1,6,ACSP12_SCPCC12,2007-06-01T00:00:00-03:00,1772429.0
2007-07-01,2007,1,7,ACSP12_SCPCC12,2007-07-01T00:00:00-03:00,1889156.0
2007-08-01,2007,1,8,ACSP12_SCPCC12,2007-08-01T00:00:00-03:00,1893875.0
2007-09-01,2007,1,9,ACSP12_SCPCC12,2007-09-01T00:00:00-03:00,1677923.0
2007-10-01,2007,1,10,ACSP12_SCPCC12,2007-10-01T00:00:00-03:00,1800023.0
2007-11-01,2007,1,11,ACSP12_SCPCC12,2007-11-01T00:00:00-02:00,1771135.0
2007-12-01,2007,1,12,ACSP12_SCPCC12,2007-12-01T00:00:00-02:00,2192755.0
2008-01-01,2008,1,1,ACSP12_SCPCC12,2008-01-01T00:00:00-02:00,1846133.0
2008-02-01,2008,1,2,ACSP12_SCPCC12,2008-02-01T00:00:00-02:00,1639757.0
2008-03-01,2008,1,3,ACSP12_SCPCC12,2008-03-01T00:00:00-03:00,1844321.0
2008-04-01,2008,1,4,ACSP12_SCPCC12,2008-04-01T00:00:00-03:00,1820029.0
2008-05-01,2008,1,5,ACSP12_SCPCC12,2008-05-01T00:00:00-03:00,1931682.0
2008-06-01,2008,1,6,ACSP12_SCPCC12,2008-06-01T00:00:00-03:00,1908782.0
2008-07-01,2008,1,7,ACSP12_SCPCC12,2008-07-01T00:00:00-03:00,2103692.0
2008-08-01,2008,1,8,ACSP12_SCPCC12,2008-08-01T00:00:00-03:00,1963110.0
2008-09-01,2008,1,9,ACSP12_SCPCC12,2008-09-01T00:00:00-03:00,1946794.0
2008-10-01,2008,1,10,ACSP12_SCPCC12,2008-10-01T00:00:00-03:00,1881193.0
2008-11-01,2008,1,11,ACSP12_SCPCC12,2008-11-01T00:00:00-02:00,1796273.0
2008-12-01,2008,1,12,ACSP12_SCPCC12,2008-12-01T00:00:00-02:00,2164237.0
2009-01-01,2009,1,1,ACSP12_SCPCC12,2009-01-01T00:00:00-02:00,1736239.0
2009-02-01,2009,1,2,ACSP12_SCPCC12,2009-02-01T00:00:00-02:00,1429224.0
2009-03-01,2009,1,3,ACSP12_SCPCC12,2009-03-01T00:00:00-03:00,1751091.0
2009-04-01,2009,1,4,ACSP12_SCPCC12,2009-04-01T00:00:00-03:00,1472891.0
2009-05-01,2009,1,5,ACSP12_SCPCC12,2009-05-01T00:00:00-03:00,1590579.0
2009-06-01,2009,1,6,ACSP12_SCPCC12,2009-06-01T00:00:00-03:00,1622815.0
2009-07-01,2009,1,7,ACSP12_SCPCC12,2009-07-01T00:00:00-03:00,1771647.0
2009-08-01,2009,1,8,ACSP12_SCPCC12,2009-08-01T00:00:00-03:00,1728377.0
2009-09-01,2009,1,9,ACSP12_SCPCC12,2009-09-01T00:00:00-03:00,1726423.0
2009-10-01,2009,1,10,ACSP12_SCPCC12,2009-10-01T00:00:00-03:00,1812995.0
2009-11-01,2009,1,11,ACSP12_SCPCC12,2009-11-01T00:00:00-02:00,1803119.0
2009-12-01,2009,1,12,ACSP12_SCPCC12,2009-12-01T00:00:00-02:00,2272507.0
2010-01-01,2010,1,1,ACSP12_SCPCC12,2010-01-01T00:00:00-02:00,1745461.0
2010-02-01,2010,1,2,ACSP12_SCPCC12,2010-02-01T00:00:00-02:00,1544049.0
2010-03-01,2010,1,3,ACSP12_SCPCC12,2010-03-01T00:00:00-03:00,1952451.0
2010-04-01,2010,1,4,ACSP12_SCPCC12,2010-04-01T00:00:00-03:00,1640217.0
