DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Unidade)
2010-05-01,2010,1,5,ACSP12_SCPCC12,2010-05-01T00:00:00-03:00,1840222.0
2010-06-01,2010,1,6,ACSP12_SCPCC12,2010-06-01T00:00:00-03:00,1784374.0
2010-07-01,2010,1,7,ACSP12_SCPCC12,2010-07-01T00:00:00-03:00,1905957.0
2010-08-01,2010,1,8,ACSP12_SCPCC12,2010-08-01T00:00:00-03:00,1907160.0
2010-09-01,2010,1,9,ACSP12_SCPCC12,2010-09-01T00:00:00-03:00,1948564.0
2010-10-01,2010,1,10,ACSP12_SCPCC12,2010-10-01T00:00:00-03:00,2010188.0
2010-11-01,2010,1,11,ACSP12_SCPCC12,2010-11-01T00:00:00-02:00,2058399.0
2010-12-01,2010,1,12,ACSP12_SCPCC12,2010-12-01T00:00:00-02:00,2533061.0
2011-01-01,2011,1,1,ACSP12_SCPCC12,2011-01-01T00:00:00-02:00,1889423.0
2011-02-01,2011,1,2,ACSP12_SCPCC12,2011-02-01T00:00:00-02:00,1717629.0
2011-03-01,2011,1,3,ACSP12_SCPCC12,2011-03-01T00:00:00-03:00,2015572.0
2011-04-01,2011,1,4,ACSP12_SCPCC12,2011-04-01T00:00:00-03:00,1761256.0
2011-05-01,2011,1,5,ACSP12_SCPCC12,2011-05-01T00:00:00-03:00,1913005.0
2011-06-01,2011,1,6,ACSP12_SCPCC12,2011-06-01T00:00:00-03:00,1877814.0
2011-07-01,2011,1,7,ACSP12_SCPCC12,2011-07-01T00:00:00-03:00,1962258.0
2011-08-01,2011,1,8,ACSP12_SCPCC12,2011-08-01T00:00:00-03:00,1991271.0
2011-09-01,2011,1,9,ACSP12_SCPCC12,2011-09-01T00:00:00-03:00,1991362.0
2011-10-01,2011,1,10,ACSP12_SCPCC12,2011-10-01T00:00:00-03:00,2019782.0
2011-11-01,2011,1,11,ACSP12_SCPCC12,2011-11-01T00:00:00-02:00,2081865.0
2011-12-01,2011,1,12,ACSP12_SCPCC12,2011-12-01T00:00:00-02:00,2575874.0
2012-01-01,2012,1,1,ACSP12_SCPCC12,2012-01-01T00:00:00-02:00,1940300.0
2012-02-01,2012,1,2,ACSP12_SCPCC12,2012-02-01T00:00:00-02:00,1698771.0
2012-03-01,2012,1,3,ACSP12_SCPCC12,2012-03-01T00:00:00-03:00,2130499.0
2012-04-01,2012,1,4,ACSP12_SCPCC12,2012-04-01T00:00:00-03:00,1815674.0
2012-05-01,2012,1,5,ACSP12_SCPCC12,2012-05-01T00:00:00-03:00,1960658.0
2012-06-01,2012,1,6,ACSP12_SCPCC12,2012-06-01T00:00:00-03:00,1979404.0
2012-07-01,2012,1,7,ACSP12_SCPCC12,2012-07-01T00:00:00-03:00,2002131.0
2012-08-01,2012,1,8,ACSP12_SCPCC12,2012-08-01T00:00:00-03:00,2054394.0
2012-09-01,2012,1,9,ACSP12_SCPCC12,2012-09-01T00:00:00-03:00,1969258.0
2012-10-01,2012,1,10,ACSP12_SCPCC12,2012-10-01T00:00:00-03:00,2232667.0
2012-11-01,2012,1,11,ACSP12_SCPCC12,2012-11-01T00:00:00-02:00,2086028.0
2012-12-01,2012,1,12,ACSP12_SCPCC12,2012-12-01T00:00:00-02:00,2578707.0
2013-01-01,2013,1,1,ACSP12_SCPCC12,2013-01-01T00:00:00-02:00,1998315.0
2013-02-01,2013,1,2,ACSP12_SCPCC12,2013-02-01T00:00:00-02:00,1654399.0
2013-03-01,2013,1,3,ACSP12_SCPCC12,2013-03-01T00:00:00-03:00,2026770.0
2013-04-01,2013,1,4,ACSP12_SCPCC12,2013-04-01T00:00:00-03:00,1981335.0
2013-05-01,2013,1,5,ACSP12_SCPCC12,2013-05-01T00:00:00-03:00,1986934.0
2013-06-01,2013,1,6,ACSP12_SCPCC12,2013-06-01T00:00:00-03:00,1923743.0
2013-07-01,2013,1,7,ACSP12_SCPCC12,2013-07-01T00:00:00-03:00,2031026.0
2013-08-01,2013,1,8,ACSP12_SCPCC12,2013-08-01T00:00:00-03:00,2121497.0
2013-09-01,2013,1,9,ACSP12_SCPCC12,2013-09-01T00:00:00-03:00,2008862.0
2013-10-01,2013,1,10,ACSP12_SCPCC12,2013-10-01T00:00:00-03:00,2289600.0
2013-11-01,2013,1,11,ACSP12_SCPCC12,2013-11-01T00:00:00-02:00,2175726.0
2013-12-01,2013,1,12,ACSP12_SCPCC12,2013-12-01T00:00:00-02:00,2641710.0
2014-01-01,2014,1,1,ACSP12_SCPCC12,2014-01-01T00:00:00-02:00,2048327.0
2014-02-01,2014,1,2,ACSP12_SCPCC12,2014-02-01T00:00:00-02:00,1802043.0
2014-03-01,2014,1,3,ACSP12_SCPCC12,2014-03-01T00:00:00-03:00,2041653.0
2014-04-01,2014,1,4,ACSP12_SCPCC12,2014-04-01T00:00:00-03:00,1883237.0
2014-05-01,2014,1,5,ACSP12_SCPCC12,2014-05-01T00:00:00-03:00,2116943.0
2014-06-01,2014,1,6,ACSP12_SCPCC12,2014-06-01T00:00:00-03:00,1951507.0
2014-07-01,2014,1,7,ACSP12_SCPCC12,2014-07-01T00:00:00-03:00,1957057.0
2014-08-01,2014,1,8,ACSP12_SCPCC12,2014-08-01T00:00:00-03:00,2056062.0
2014-09-01,2014,1,9,ACSP12_SCPCC12,2014-09-01T00:00:00-03:00,2133303.0
2014-10-01,2014,1,10,ACSP12_SCPCC12,2014-10-01T00:00:00-03:00,2395967.0
2014-11-01,2014,1,11,ACSP12_SCPCC12,2014-11-01T00:00:00-02:00,2153628.0
2014-12-01,2014,1,12,ACSP12_SCPCC12,2014-12-01T00:00:00-02:00,2616096.0
2015-01-01,2015,1,1,ACSP12_SCPCC12,2015-01-01T00:00:00-02:00,1968756.0
2015-02-01,2015,1,2,ACSP12_SCPCC12,2015-02-01T00:00:00-02:00,1653168.0
2015-03-01,2015,1,3,ACSP12_SCPCC12,2015-03-01T00:00:00-03:00,2115052.0
2015-04-01,2015,1,4,ACSP12_SCPCC12,2015-04-01T00:00:00-03:00,1858320.0
2015-05-01,2015,1,5,ACSP12_SCPCC12,2015-05-01T00:00:00-03:00,2010717.0
2015-06-01,2015,1,6,ACSP12_SCPCC12,2015-06-01T00:00:00-03:00,1829315.0
2015-07-01,2015,1,7,ACSP12_SCPCC12,2015-07-01T00:00:00-03:00,1849553.0
2015-08-01,2015,1,8,ACSP12_SCPCC12,2015-08-01T00:00:00-03:00,1908915.0
2015-09-01,2015,1,9,ACSP12_SCPCC12,2015-09-01T00:00:00-03:00,1958085.0
2015-10-01,2015,1,10,ACSP12_SCPCC12,2015-10-01T00:00:00-03:00,2053261.0
2015-11-01,2015,1,11,ACSP12_SCPCC12,2015-11-01T00:00:00-02:00,1931251.0
2015-12-01,2015,1,12,ACSP12_SCPCC12,2015-12-01T00:00:00-02:00,2333910.0
2016-01-01,2016,1,1,ACSP12_SCPCC12,2016-01-01T00:00:00-02:00,1620912.0
2016-02-01,2016,1,2,ACSP12_SCPCC12,2016-02-01T00:00:00-02:00,1594130.0
2016-03-01,2016,1,3,ACSP12_SCPCC12,2016-03-01T00:00:00-03:00,1876637.0
2016-04-01,2016,1,4,ACSP12_SCPCC12,2016-04-01T00:00:00-03:00,1834999.0
2016-05-01,2016,1,5,ACSP12_SCPCC12,2016-05-01T00:00:00-03:00,1849636.0
2016-06-01,2016,1,6,ACSP12_SCPCC12,2016-06-01T00:00:00-03:00,1858193.0
2016-07-01,2016,1,7,ACSP12_SCPCC12,2016-07-01T00:00:00-03:00,1748880.0
2016-08-01,2016,1,8,ACSP12_SCPCC12,2016-08-01T00:00:00-03:00,1805584.0
2016-09-01,2016,1,9,ACSP12_SCPCC12,2016-09-01T00:00:00-03:00,1858652.0
2016-10-01,2016,1,10,ACSP12_SCPCC12,2016-10-01T00:00:00-03:00,1957165.0
2016-11-01,2016,1,11,ACSP12_SCPCC12,2016-11-01T00:00:00-02:00,2042687.0
2016-12-01,2016,1,12,ACSP12_SCPCC12,2016-12-01T00:00:00-02:00,2130880.0
2017-01-01,2017,1,1,ACSP12_SCPCC12,2017-01-01T00:00:00-02:00,1558773.0
2017-02-01,2017,1,2,ACSP12_SCPCC12,2017-02-01T00:00:00-02:00,1460795.0
2017-03-01,2017,1,3,ACSP12_SCPCC12,2017-03-01T00:00:00-03:00,1912582.0
2017-04-01,2017,1,4,ACSP12_SCPCC12,2017-04-01T00:00:00-03:00,1637044.0
2017-05-01,2017,1,5,ACSP12_SCPCC12,2017-05-01T00:00:00-03:00,1856132.0
2017-06-01,2017,1,6,ACSP12_SCPCC12,2017-06-01T00:00:00-03:00,1877652.0
2017-07-01,2017,1,7,ACSP12_SCPCC12,2017-07-01T00:00:00-03:00,1829733.0
2017-08-01,2017,1,8,ACSP12_SCPCC12,2017-08-01T00:00:00-03:00,1871347.0
2017-09-01,2017,1,9,ACSP12_SCPCC12,2017-09-01T00:00:00-03:00,1925420.0
2017-10-01,2017,1,10,ACSP12_SCPCC12,2017-10-01T00:00:00-03:00,2151966.0
2017-11-01,2017,1,11,ACSP12_SCPCC12,2017-11-01T00:00:00-02:00,2188362.0
2017-12-01,2017,1,12,ACSP12_SCPCC12,2017-12-01T00:00:00-02:00,2255816.0
2018-01-01,2018,1,1,ACSP12_SCPCC12,2018-01-01T00:00:00-02:00,1665475.0
2018-02-01,2018,1,2,ACSP12_SCPCC12,2018-02-01T00:00:00-02:00,1570917.0
2018-03-01,2018,1,3,ACSP12_SCPCC12,2018-03-01T00:00:00-03:00,2027610.0
2018-04-01,2018,1,4,ACSP12_SCPCC12,2018-04-01T00:00:00-03:00,1820657.0
2018-05-01,2018,1,5,ACSP12_SCPCC12,2018-05-01T00:00:00-03:00,1895528.0
2018-06-01,2018,1,6,ACSP12_SCPCC12,2018-06-01T00:00:00-03:00,2067898.0
2018-07-01,2018,1,7,ACSP12_SCPCC12,2018-07-01T00:00:00-03:00,1982789.0
2018-08-01,2018,1,8,ACSP12_SCPCC12,2018-08-01T00:00:00-03:00,1982596.0
2018-09-01,2018,1,9,ACSP12_SCPCC12,2018-09-01T00:00:00-03:00,1949902.0
2018-10-01,2018,1,10,ACSP12_SCPCC12,2018-10-01T00:00:00-03:00,2250526.0
2018-11-01,2018,1,11,ACSP12_SCPCC12,2018-11-01T00:00:00-03:00,2308468.0
2018-12-01,2018,1,12,ACSP12_SCPCC12,2018-12-01T00:00:00-02:00,2325532.0
2019-01-01,2019,1,1,ACSP12_SCPCC12,2019-01-01T00:00:00-02:00,1672137.0
2019-02-01,2019,1,2,ACSP12_SCPCC12,2019-02-01T00:00:00-02:00,1648290.0
2019-03-01,2019,1,3,ACSP12_SCPCC12,2019-03-01T00:00:00-03:00,1910617.0
2019-04-01,2019,1,4,ACSP12_SCPCC12,2019-04-01T00:00:00-03:00,1838845.0
2019-05-01,2019,1,5,ACSP12_SCPCC12,2019-05-01T00:00:00-03:00,2022044.0
2019-06-01,2019,1,6,ACSP12_SCPCC12,2019-06-01T00:00:00-03:00,2043910.0
2019-07-01,2019,1,7,ACSP12_SCPCC12,2019-07-01T00:00:00-03:00,2066274.0
2019-08-01,2019,1,8,ACSP12_SCPCC12,2019-08-01T00:00:00-03:00,1994734.0
2019-09-01,2019,1,9,ACSP12_SCPCC12,2019-09-01T00:00:00-03:00,1993772.0
2019-10-01,2019,1,10,ACSP12_SCPCC12,2019-10-01T00:00:00-03:00,2263046.0
2019-11-01,2019,1,11,ACSP12_SCPCC12,2019-11-01T00:00:00-03:00,2400815.0
2019-12-01,2019,1,12,ACSP12_SCPCC12,2019-12-01T00:00:00-03:00,2328187.0
2020-01-01,2020,1,1,ACSP12_SCPCC12,2020-01-01T00:00:00-03:00,1684043.0
2020-02-01,2020,1,2,ACSP12_SCPCC12,2020-02-01T00:00:00-03:00,1694988.0
2020-03-01,2020,1,3,ACSP12_SCPCC12,2020-03-01T00:00:00-03:00,1330363.0
2020-04-01,2020,1,4,ACSP12_SCPCC12,2020-04-01T00:00:00-03:00,799162.0
2020-05-01,2020,1,5,ACSP12_SCPCC12,2020-05-01T00:00:00-03:00,859673.0
2020-06-01,2020,1,6,ACSP12_SCPCC12,2020-06-01T00:00:00-03:00,1057000.0
2020-07-01,2020,1,7,ACSP12_SCPCC12,2020-07-01T00:00:00-03:00,1328044.0
2020-08-01,2020,1,8,ACSP12_SCPCC12,2020-08-01T00:00:00-03:00,1768346.0
2020-09-01,2020,1,9,ACSP12_SCPCC12,2020-09-01T00:00:00-03:00,2139736.0
2020-10-01,2020,1,10,ACSP12_SCPCC12,2020-10-01T00:00:00-03:00,2494920.0
2020-11-01,2020,1,11,ACSP12_SCPCC12,2020-11-01T00:00:00-03:00,2719643.0
2020-12-01,2020,1,12,ACSP12_SCPCC12,2020-12-01T00:00:00-03:00,2869495.0
