DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Barril)
1979-01-01,1979,1,1,ANP12_PDPET12,1979-01-01T00:00:00-02:00,161.0
1979-02-01,1979,1,2,ANP12_PDPET12,1979-02-01T00:00:00-02:00,167.0
1979-03-01,1979,1,3,ANP12_PDPET12,1979-03-01T00:00:00-03:00,164.0
1979-04-01,1979,1,4,ANP12_PDPET12,1979-04-01T00:00:00-03:00,165.0
1979-05-01,1979,1,5,ANP12_PDPET12,1979-05-01T00:00:00-03:00,166.0
1979-06-01,1979,1,6,ANP12_PDPET12,1979-06-01T00:00:00-03:00,165.0
1979-07-01,1979,1,7,ANP12_PDPET12,1979-07-01T00:00:00-03:00,170.0
1979-08-01,1979,1,8,ANP12_PDPET12,1979-08-01T00:00:00-03:00,168.0
1979-09-01,1979,1,9,ANP12_PDPET12,1979-09-01T00:00:00-03:00,175.0
1979-10-01,1979,1,10,ANP12_PDPET12,1979-10-01T00:00:00-03:00,179.0
1979-11-01,1979,1,11,ANP12_PDPET12,1979-11-01T00:00:00-03:00,185.0
1979-12-01,1979,1,12,ANP12_PDPET12,1979-12-01T00:00:00-02:00,186.0
1980-01-01,1980,1,1,ANP12_PDPET12,1980-01-01T00:00:00-02:00,188.0
1980-02-01,1980,1,2,ANP12_PDPET12,1980-02-01T00:00:00-02:00,194.0
1980-03-01,1980,1,3,ANP12_PDPET12,1980-03-01T00:00:00-03:00,184.0
1980-04-01,1980,1,4,ANP12_PDPET12,1980-04-01T00:00:00-03:00,190.0
1980-05-01,1980,1,5,ANP12_PDPET12,1980-05-01T00:00:00-03:00,191.0
1980-06-01,1980,1,6,ANP12_PDPET12,1980-06-01T00:00:00-03:00,207.0
1980-07-01,1980,1,7,ANP12_PDPET12,1980-07-01T00:00:00-03:00,200.0
1980-08-01,1980,1,8,ANP12_PDPET12,1980-08-01T00:00:00-03:00,203.0
1980-09-01,1980,1,9,ANP12_PDPET12,1980-09-01T00:00:00-03:00,174.0
1980-10-01,1980,1,10,ANP12_PDPET12,1980-10-01T00:00:00-03:00,174.0
1980-11-01,1980,1,11,ANP12_PDPET12,1980-11-01T00:00:00-03:00,182.0
1980-12-01,1980,1,12,ANP12_PDPET12,1980-12-01T00:00:00-02:00,183.0
1981-01-01,1981,1,1,ANP12_PDPET12,1981-01-01T00:00:00-02:00,189.0
1981-02-01,1981,1,2,ANP12_PDPET12,1981-02-01T00:00:00-02:00,221.0
1981-03-01,1981,1,3,ANP12_PDPET12,1981-03-01T00:00:00-03:00,224.0
1981-04-01,1981,1,4,ANP12_PDPET12,1981-04-01T00:00:00-03:00,209.0
1981-05-01,1981,1,5,ANP12_PDPET12,1981-05-01T00:00:00-03:00,225.0
1981-06-01,1981,1,6,ANP12_PDPET12,1981-06-01T00:00:00-03:00,217.0
1981-07-01,1981,1,7,ANP12_PDPET12,1981-07-01T00:00:00-03:00,219.0
1981-08-01,1981,1,8,ANP12_PDPET12,1981-08-01T00:00:00-03:00,230.0
1981-09-01,1981,1,9,ANP12_PDPET12,1981-09-01T00:00:00-03:00,210.0
1981-10-01,1981,1,10,ANP12_PDPET12,1981-10-01T00:00:00-03:00,232.0
1981-11-01,1981,1,11,ANP12_PDPET12,1981-11-01T00:00:00-03:00,235.0
1981-12-01,1981,1,12,ANP12_PDPET12,1981-12-01T00:00:00-02:00,231.0
1982-01-01,1982,1,1,ANP12_PDPET12,1982-01-01T00:00:00-02:00,248.0
1982-02-01,1982,1,2,ANP12_PDPET12,1982-02-01T00:00:00-02:00,252.0
1982-03-01,1982,1,3,ANP12_PDPET12,1982-03-01T00:00:00-03:00,260.0
1982-04-01,1982,1,4,ANP12_PDPET12,1982-04-01T00:00:00-03:00,269.0
1982-05-01,1982,1,5,ANP12_PDPET12,1982-05-01T00:00:00-03:00,264.0
1982-06-01,1982,1,6,ANP12_PDPET12,1982-06-01T00:00:00-03:00,251.0
1982-07-01,1982,1,7,ANP12_PDPET12,1982-07-01T00:00:00-03:00,270.0
1982-08-01,1982,1,8,ANP12_PDPET12,1982-08-01T00:00:00-03:00,263.0
1982-09-01,1982,1,9,ANP12_PDPET12,1982-09-01T00:00:00-03:00,265.0
1982-10-01,1982,1,10,ANP12_PDPET12,1982-10-01T00:00:00-03:00,280.0
1982-11-01,1982,1,11,ANP12_PDPET12,1982-11-01T00:00:00-03:00,289.0
1982-12-01,1982,1,12,ANP12_PDPET12,1982-12-01T00:00:00-02:00,299.0
1983-01-01,1983,1,1,ANP12_PDPET12,1983-01-01T00:00:00-02:00,323.0
1983-02-01,1983,1,2,ANP12_PDPET12,1983-02-01T00:00:00-02:00,315.0
1983-03-01,1983,1,3,ANP12_PDPET12,1983-03-01T00:00:00-03:00,319.0
1983-04-01,1983,1,4,ANP12_PDPET12,1983-04-01T00:00:00-03:00,319.0
1983-05-01,1983,1,5,ANP12_PDPET12,1983-05-01T00:00:00-03:00,325.0
1983-06-01,1983,1,6,ANP12_PDPET12,1983-06-01T00:00:00-03:00,326.0
1983-07-01,1983,1,7,ANP12_PDPET12,1983-07-01T00:00:00-03:00,327.0
1983-08-01,1983,1,8,ANP12_PDPET12,1983-08-01T00:00:00-03:00,324.0
