DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1999-09-01,1999,1,9,BMF12_SWAPDI36012,1999-09-01T00:00:00-03:00,25.62
1999-10-01,1999,1,10,BMF12_SWAPDI36012,1999-10-01T00:00:00-03:00,25.02
1999-11-01,1999,1,11,BMF12_SWAPDI36012,1999-11-01T00:00:00-03:00,23.79
1999-12-01,1999,1,12,BMF12_SWAPDI36012,1999-12-01T00:00:00-02:00,22.68
2000-01-01,2000,1,1,BMF12_SWAPDI36012,2000-01-01T00:00:00-02:00,21.24
2000-02-01,2000,1,2,BMF12_SWAPDI36012,2000-02-01T00:00:00-02:00,20.15
2000-03-01,2000,1,3,BMF12_SWAPDI36012,2000-03-01T00:00:00-03:00,18.95
2000-04-01,2000,1,4,BMF12_SWAPDI36012,2000-04-01T00:00:00-03:00,19.33
2000-05-01,2000,1,5,BMF12_SWAPDI36012,2000-05-01T00:00:00-03:00,21.63
2000-06-01,2000,1,6,BMF12_SWAPDI36012,2000-06-01T00:00:00-03:00,19.6
2000-07-01,2000,1,7,BMF12_SWAPDI36012,2000-07-01T00:00:00-03:00,18.27
2000-08-01,2000,1,8,BMF12_SWAPDI36012,2000-08-01T00:00:00-03:00,17.17
2000-09-01,2000,1,9,BMF12_SWAPDI36012,2000-09-01T00:00:00-03:00,17.08
2000-10-01,2000,1,10,BMF12_SWAPDI36012,2000-10-01T00:00:00-03:00,17.35
2000-11-01,2000,1,11,BMF12_SWAPDI36012,2000-11-01T00:00:00-03:00,18.14
2000-12-01,2000,1,12,BMF12_SWAPDI36012,2000-12-01T00:00:00-02:00,17.33
2001-01-01,2001,1,1,BMF12_SWAPDI36012,2001-01-01T00:00:00-02:00,15.96
2001-02-01,2001,1,2,BMF12_SWAPDI36012,2001-02-01T00:00:00-02:00,15.99
2001-03-01,2001,1,3,BMF12_SWAPDI36012,2001-03-01T00:00:00-03:00,17.83
2001-04-01,2001,1,4,BMF12_SWAPDI36012,2001-04-01T00:00:00-03:00,20.8
2001-05-01,2001,1,5,BMF12_SWAPDI36012,2001-05-01T00:00:00-03:00,22.35
2001-06-01,2001,1,6,BMF12_SWAPDI36012,2001-06-01T00:00:00-03:00,22.36
2001-07-01,2001,1,7,BMF12_SWAPDI36012,2001-07-01T00:00:00-03:00,25.77
2001-08-01,2001,1,8,BMF12_SWAPDI36012,2001-08-01T00:00:00-03:00,25.08
2001-09-01,2001,1,9,BMF12_SWAPDI36012,2001-09-01T00:00:00-03:00,25.96
2001-10-01,2001,1,10,BMF12_SWAPDI36012,2001-10-01T00:00:00-03:00,25.48
2001-11-01,2001,1,11,BMF12_SWAPDI36012,2001-11-01T00:00:00-03:00,21.61
2001-12-01,2001,1,12,BMF12_SWAPDI36012,2001-12-01T00:00:00-02:00,21.33
2002-01-01,2002,1,1,BMF12_SWAPDI36012,2002-01-01T00:00:00-02:00,20.48
2002-02-01,2002,1,2,BMF12_SWAPDI36012,2002-02-01T00:00:00-02:00,19.91
