DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_EMPGDOR12,2012-03-01T00:00:00-03:00,3413.0
2012-04-01,2012,1,4,PNADC12_EMPGDOR12,2012-04-01T00:00:00-03:00,3521.0
2012-05-01,2012,1,5,PNADC12_EMPGDOR12,2012-05-01T00:00:00-03:00,3523.0
2012-06-01,2012,1,6,PNADC12_EMPGDOR12,2012-06-01T00:00:00-03:00,3516.0
2012-07-01,2012,1,7,PNADC12_EMPGDOR12,2012-07-01T00:00:00-03:00,3515.0
2012-08-01,2012,1,8,PNADC12_EMPGDOR12,2012-08-01T00:00:00-03:00,3555.0
2012-09-01,2012,1,9,PNADC12_EMPGDOR12,2012-09-01T00:00:00-03:00,3564.0
2012-10-01,2012,1,10,PNADC12_EMPGDOR12,2012-10-01T00:00:00-03:00,3572.0
2012-11-01,2012,1,11,PNADC12_EMPGDOR12,2012-11-01T00:00:00-02:00,3625.0
2012-12-01,2012,1,12,PNADC12_EMPGDOR12,2012-12-01T00:00:00-02:00,3655.0
2013-01-01,2013,1,1,PNADC12_EMPGDOR12,2013-01-01T00:00:00-02:00,3654.0
2013-02-01,2013,1,2,PNADC12_EMPGDOR12,2013-02-01T00:00:00-02:00,3647.0
2013-03-01,2013,1,3,PNADC12_EMPGDOR12,2013-03-01T00:00:00-03:00,3641.0
2013-04-01,2013,1,4,PNADC12_EMPGDOR12,2013-04-01T00:00:00-03:00,3703.0
2013-05-01,2013,1,5,PNADC12_EMPGDOR12,2013-05-01T00:00:00-03:00,3663.0
2013-06-01,2013,1,6,PNADC12_EMPGDOR12,2013-06-01T00:00:00-03:00,3718.0
2013-07-01,2013,1,7,PNADC12_EMPGDOR12,2013-07-01T00:00:00-03:00,3736.0
2013-08-01,2013,1,8,PNADC12_EMPGDOR12,2013-08-01T00:00:00-03:00,3735.0
2013-09-01,2013,1,9,PNADC12_EMPGDOR12,2013-09-01T00:00:00-03:00,3700.0
2013-10-01,2013,1,10,PNADC12_EMPGDOR12,2013-10-01T00:00:00-03:00,3734.0
2013-11-01,2013,1,11,PNADC12_EMPGDOR12,2013-11-01T00:00:00-02:00,3809.0
2013-12-01,2013,1,12,PNADC12_EMPGDOR12,2013-12-01T00:00:00-02:00,3783.0
2014-01-01,2014,1,1,PNADC12_EMPGDOR12,2014-01-01T00:00:00-02:00,3700.0
2014-02-01,2014,1,2,PNADC12_EMPGDOR12,2014-02-01T00:00:00-02:00,3681.0
2014-03-01,2014,1,3,PNADC12_EMPGDOR12,2014-03-01T00:00:00-03:00,3697.0
2014-04-01,2014,1,4,PNADC12_EMPGDOR12,2014-04-01T00:00:00-03:00,3687.0
2014-05-01,2014,1,5,PNADC12_EMPGDOR12,2014-05-01T00:00:00-03:00,3657.0
2014-06-01,2014,1,6,PNADC12_EMPGDOR12,2014-06-01T00:00:00-03:00,3713.0
2014-07-01,2014,1,7,PNADC12_EMPGDOR12,2014-07-01T00:00:00-03:00,3689.0
2014-08-01,2014,1,8,PNADC12_EMPGDOR12,2014-08-01T00:00:00-03:00,3761.0
2014-09-01,2014,1,9,PNADC12_EMPGDOR12,2014-09-01T00:00:00-03:00,3739.0
2014-10-01,2014,1,10,PNADC12_EMPGDOR12,2014-10-01T00:00:00-03:00,3810.0
2014-11-01,2014,1,11,PNADC12_EMPGDOR12,2014-11-01T00:00:00-02:00,3869.0
2014-12-01,2014,1,12,PNADC12_EMPGDOR12,2014-12-01T00:00:00-02:00,3923.0
2015-01-01,2015,1,1,PNADC12_EMPGDOR12,2015-01-01T00:00:00-02:00,3932.0
2015-02-01,2015,1,2,PNADC12_EMPGDOR12,2015-02-01T00:00:00-02:00,3962.0
2015-03-01,2015,1,3,PNADC12_EMPGDOR12,2015-03-01T00:00:00-03:00,4056.0
2015-04-01,2015,1,4,PNADC12_EMPGDOR12,2015-04-01T00:00:00-03:00,4019.0
2015-05-01,2015,1,5,PNADC12_EMPGDOR12,2015-05-01T00:00:00-03:00,3954.0
2015-06-01,2015,1,6,PNADC12_EMPGDOR12,2015-06-01T00:00:00-03:00,3977.0
2015-07-01,2015,1,7,PNADC12_EMPGDOR12,2015-07-01T00:00:00-03:00,3986.0
2015-08-01,2015,1,8,PNADC12_EMPGDOR12,2015-08-01T00:00:00-03:00,4036.0
2015-09-01,2015,1,9,PNADC12_EMPGDOR12,2015-09-01T00:00:00-03:00,4036.0
2015-10-01,2015,1,10,PNADC12_EMPGDOR12,2015-10-01T00:00:00-03:00,4025.0
2015-11-01,2015,1,11,PNADC12_EMPGDOR12,2015-11-01T00:00:00-02:00,3981.0
2015-12-01,2015,1,12,PNADC12_EMPGDOR12,2015-12-01T00:00:00-02:00,3936.0
2016-01-01,2016,1,1,PNADC12_EMPGDOR12,2016-01-01T00:00:00-02:00,3835.0
2016-02-01,2016,1,2,PNADC12_EMPGDOR12,2016-02-01T00:00:00-02:00,3749.0
2016-03-01,2016,1,3,PNADC12_EMPGDOR12,2016-03-01T00:00:00-03:00,3707.0
2016-04-01,2016,1,4,PNADC12_EMPGDOR12,2016-04-01T00:00:00-03:00,3709.0
2016-05-01,2016,1,5,PNADC12_EMPGDOR12,2016-05-01T00:00:00-03:00,3749.0
2016-06-01,2016,1,6,PNADC12_EMPGDOR12,2016-06-01T00:00:00-03:00,3690.0
