DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_PO12,2012-03-01T00:00:00-03:00,87632.0
2012-04-01,2012,1,4,PNADC12_PO12,2012-04-01T00:00:00-03:00,88407.0
2012-05-01,2012,1,5,PNADC12_PO12,2012-05-01T00:00:00-03:00,88863.0
2012-06-01,2012,1,6,PNADC12_PO12,2012-06-01T00:00:00-03:00,89129.0
2012-07-01,2012,1,7,PNADC12_PO12,2012-07-01T00:00:00-03:00,89181.0
2012-08-01,2012,1,8,PNADC12_PO12,2012-08-01T00:00:00-03:00,89428.0
2012-09-01,2012,1,9,PNADC12_PO12,2012-09-01T00:00:00-03:00,89639.0
2012-10-01,2012,1,10,PNADC12_PO12,2012-10-01T00:00:00-03:00,89723.0
2012-11-01,2012,1,11,PNADC12_PO12,2012-11-01T00:00:00-02:00,89867.0
2012-12-01,2012,1,12,PNADC12_PO12,2012-12-01T00:00:00-02:00,89857.0
2013-01-01,2013,1,1,PNADC12_PO12,2013-01-01T00:00:00-02:00,89520.0
2013-02-01,2013,1,2,PNADC12_PO12,2013-02-01T00:00:00-02:00,89133.0
2013-03-01,2013,1,3,PNADC12_PO12,2013-03-01T00:00:00-03:00,88999.0
2013-04-01,2013,1,4,PNADC12_PO12,2013-04-01T00:00:00-03:00,89437.0
2013-05-01,2013,1,5,PNADC12_PO12,2013-05-01T00:00:00-03:00,89839.0
2013-06-01,2013,1,6,PNADC12_PO12,2013-06-01T00:00:00-03:00,90099.0
2013-07-01,2013,1,7,PNADC12_PO12,2013-07-01T00:00:00-03:00,90388.0
2013-08-01,2013,1,8,PNADC12_PO12,2013-08-01T00:00:00-03:00,90506.0
2013-09-01,2013,1,9,PNADC12_PO12,2013-09-01T00:00:00-03:00,90707.0
2013-10-01,2013,1,10,PNADC12_PO12,2013-10-01T00:00:00-03:00,90828.0
2013-11-01,2013,1,11,PNADC12_PO12,2013-11-01T00:00:00-02:00,91204.0
2013-12-01,2013,1,12,PNADC12_PO12,2013-12-01T00:00:00-02:00,91403.0
2014-01-01,2014,1,1,PNADC12_PO12,2014-01-01T00:00:00-02:00,91112.0
2014-02-01,2014,1,2,PNADC12_PO12,2014-02-01T00:00:00-02:00,91015.0
2014-03-01,2014,1,3,PNADC12_PO12,2014-03-01T00:00:00-03:00,90782.0
2014-04-01,2014,1,4,PNADC12_PO12,2014-04-01T00:00:00-03:00,91081.0
2014-05-01,2014,1,5,PNADC12_PO12,2014-05-01T00:00:00-03:00,91336.0
2014-06-01,2014,1,6,PNADC12_PO12,2014-06-01T00:00:00-03:00,91577.0
2014-07-01,2014,1,7,PNADC12_PO12,2014-07-01T00:00:00-03:00,91455.0
2014-08-01,2014,1,8,PNADC12_PO12,2014-08-01T00:00:00-03:00,91465.0
2014-09-01,2014,1,9,PNADC12_PO12,2014-09-01T00:00:00-03:00,91795.0
2014-10-01,2014,1,10,PNADC12_PO12,2014-10-01T00:00:00-03:00,92115.0
2014-11-01,2014,1,11,PNADC12_PO12,2014-11-01T00:00:00-02:00,92228.0
2014-12-01,2014,1,12,PNADC12_PO12,2014-12-01T00:00:00-02:00,92396.0
2015-01-01,2015,1,1,PNADC12_PO12,2015-01-01T00:00:00-02:00,92214.0
2015-02-01,2015,1,2,PNADC12_PO12,2015-02-01T00:00:00-02:00,91834.0
2015-03-01,2015,1,3,PNADC12_PO12,2015-03-01T00:00:00-03:00,91555.0
2015-04-01,2015,1,4,PNADC12_PO12,2015-04-01T00:00:00-03:00,91711.0
2015-05-01,2015,1,5,PNADC12_PO12,2015-05-01T00:00:00-03:00,91641.0
2015-06-01,2015,1,6,PNADC12_PO12,2015-06-01T00:00:00-03:00,91750.0
2015-07-01,2015,1,7,PNADC12_PO12,2015-07-01T00:00:00-03:00,91725.0
2015-08-01,2015,1,8,PNADC12_PO12,2015-08-01T00:00:00-03:00,91670.0
2015-09-01,2015,1,9,PNADC12_PO12,2015-09-01T00:00:00-03:00,91635.0
2015-10-01,2015,1,10,PNADC12_PO12,2015-10-01T00:00:00-03:00,91833.0
2015-11-01,2015,1,11,PNADC12_PO12,2015-11-01T00:00:00-02:00,91704.0
2015-12-01,2015,1,12,PNADC12_PO12,2015-12-01T00:00:00-02:00,91800.0
2016-01-01,2016,1,1,PNADC12_PO12,2016-01-01T00:00:00-02:00,91166.0
2016-02-01,2016,1,2,PNADC12_PO12,2016-02-01T00:00:00-02:00,90702.0
2016-03-01,2016,1,3,PNADC12_PO12,2016-03-01T00:00:00-03:00,90216.0
2016-04-01,2016,1,4,PNADC12_PO12,2016-04-01T00:00:00-03:00,90213.0
2016-05-01,2016,1,5,PNADC12_PO12,2016-05-01T00:00:00-03:00,90428.0
2016-06-01,2016,1,6,PNADC12_PO12,2016-06-01T00:00:00-03:00,90379.0
2016-07-01,2016,1,7,PNADC12_PO12,2016-07-01T00:00:00-03:00,90072.0
2016-08-01,2016,1,8,PNADC12_PO12,2016-08-01T00:00:00-03:00,89730.0
2016-09-01,2016,1,9,PNADC12_PO12,2016-09-01T00:00:00-03:00,89433.0
2016-10-01,2016,1,10,PNADC12_PO12,2016-10-01T00:00:00-03:00,89488.0
2016-11-01,2016,1,11,PNADC12_PO12,2016-11-01T00:00:00-02:00,89815.0
2016-12-01,2016,1,12,PNADC12_PO12,2016-12-01T00:00:00-02:00,89871.0
2017-01-01,2017,1,1,PNADC12_PO12,2017-01-01T00:00:00-02:00,89469.0
2017-02-01,2017,1,2,PNADC12_PO12,2017-02-01T00:00:00-02:00,88968.0
2017-03-01,2017,1,3,PNADC12_PO12,2017-03-01T00:00:00-03:00,88579.0
2017-04-01,2017,1,4,PNADC12_PO12,2017-04-01T00:00:00-03:00,88872.0
2017-05-01,2017,1,5,PNADC12_PO12,2017-05-01T00:00:00-03:00,89323.0
2017-06-01,2017,1,6,PNADC12_PO12,2017-06-01T00:00:00-03:00,89872.0
2017-07-01,2017,1,7,PNADC12_PO12,2017-07-01T00:00:00-03:00,90319.0
2017-08-01,2017,1,8,PNADC12_PO12,2017-08-01T00:00:00-03:00,90710.0
2017-09-01,2017,1,9,PNADC12_PO12,2017-09-01T00:00:00-03:00,90953.0
2017-10-01,2017,1,10,PNADC12_PO12,2017-10-01T00:00:00-03:00,91203.0
2017-11-01,2017,1,11,PNADC12_PO12,2017-11-01T00:00:00-02:00,91610.0
2017-12-01,2017,1,12,PNADC12_PO12,2017-12-01T00:00:00-02:00,91770.0
2018-01-01,2018,1,1,PNADC12_PO12,2018-01-01T00:00:00-02:00,91373.0
2018-02-01,2018,1,2,PNADC12_PO12,2018-02-01T00:00:00-02:00,90773.0
2018-03-01,2018,1,3,PNADC12_PO12,2018-03-01T00:00:00-03:00,90272.0
2018-04-01,2018,1,4,PNADC12_PO12,2018-04-01T00:00:00-03:00,90429.0
2018-05-01,2018,1,5,PNADC12_PO12,2018-05-01T00:00:00-03:00,90586.0
2018-06-01,2018,1,6,PNADC12_PO12,2018-06-01T00:00:00-03:00,90941.0
2018-07-01,2018,1,7,PNADC12_PO12,2018-07-01T00:00:00-03:00,91367.0
2018-08-01,2018,1,8,PNADC12_PO12,2018-08-01T00:00:00-03:00,91790.0
2018-09-01,2018,1,9,PNADC12_PO12,2018-09-01T00:00:00-03:00,92333.0
2018-10-01,2018,1,10,PNADC12_PO12,2018-10-01T00:00:00-03:00,92619.0
2018-11-01,2018,1,11,PNADC12_PO12,2018-11-01T00:00:00-03:00,92915.0
2018-12-01,2018,1,12,PNADC12_PO12,2018-12-01T00:00:00-02:00,92736.0
2019-01-01,2019,1,1,PNADC12_PO12,2019-01-01T00:00:00-02:00,92291.0
2019-02-01,2019,1,2,PNADC12_PO12,2019-02-01T00:00:00-02:00,91880.0
2019-03-01,2019,1,3,PNADC12_PO12,2019-03-01T00:00:00-03:00,91863.0
2019-04-01,2019,1,4,PNADC12_PO12,2019-04-01T00:00:00-03:00,92365.0
2019-05-01,2019,1,5,PNADC12_PO12,2019-05-01T00:00:00-03:00,92947.0
2019-06-01,2019,1,6,PNADC12_PO12,2019-06-01T00:00:00-03:00,93342.0
2019-07-01,2019,1,7,PNADC12_PO12,2019-07-01T00:00:00-03:00,93584.0
2019-08-01,2019,1,8,PNADC12_PO12,2019-08-01T00:00:00-03:00,93631.0
2019-09-01,2019,1,9,PNADC12_PO12,2019-09-01T00:00:00-03:00,93801.0
2019-10-01,2019,1,10,PNADC12_PO12,2019-10-01T00:00:00-03:00,94055.0
2019-11-01,2019,1,11,PNADC12_PO12,2019-11-01T00:00:00-03:00,94416.0
2019-12-01,2019,1,12,PNADC12_PO12,2019-12-01T00:00:00-03:00,94552.0
2020-01-01,2020,1,1,PNADC12_PO12,2020-01-01T00:00:00-03:00,94151.0
2020-02-01,2020,1,2,PNADC12_PO12,2020-02-01T00:00:00-03:00,93710.0
2020-03-01,2020,1,3,PNADC12_PO12,2020-03-01T00:00:00-03:00,92223.0
2020-04-01,2020,1,4,PNADC12_PO12,2020-04-01T00:00:00-03:00,89241.0
2020-05-01,2020,1,5,PNADC12_PO12,2020-05-01T00:00:00-03:00,85936.0
2020-06-01,2020,1,6,PNADC12_PO12,2020-06-01T00:00:00-03:00,83347.0
2020-07-01,2020,1,7,PNADC12_PO12,2020-07-01T00:00:00-03:00,82027.0
2020-08-01,2020,1,8,PNADC12_PO12,2020-08-01T00:00:00-03:00,81666.0
2020-09-01,2020,1,9,PNADC12_PO12,2020-09-01T00:00:00-03:00,82464.0
2020-10-01,2020,1,10,PNADC12_PO12,2020-10-01T00:00:00-03:00,84301.0
2020-11-01,2020,1,11,PNADC12_PO12,2020-11-01T00:00:00-03:00,85578.0
2020-12-01,2020,1,12,PNADC12_PO12,2020-12-01T00:00:00-03:00,86179.0
