DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1979-01-01,1979,1,1,ELETRO12_CEENO12,1979-01-01T00:00:00-02:00,116.0
1979-02-01,1979,1,2,ELETRO12_CEENO12,1979-02-01T00:00:00-02:00,123.0
1979-03-01,1979,1,3,ELETRO12_CEENO12,1979-03-01T00:00:00-03:00,128.0
1979-04-01,1979,1,4,ELETRO12_CEENO12,1979-04-01T00:00:00-03:00,122.0
1979-05-01,1979,1,5,ELETRO12_CEENO12,1979-05-01T00:00:00-03:00,126.0
1979-06-01,1979,1,6,ELETRO12_CEENO12,1979-06-01T00:00:00-03:00,129.0
1979-07-01,1979,1,7,ELETRO12_CEENO12,1979-07-01T00:00:00-03:00,131.0
1979-08-01,1979,1,8,ELETRO12_CEENO12,1979-08-01T00:00:00-03:00,134.0
1979-09-01,1979,1,9,ELETRO12_CEENO12,1979-09-01T00:00:00-03:00,138.0
1979-10-01,1979,1,10,ELETRO12_CEENO12,1979-10-01T00:00:00-03:00,142.0
1979-11-01,1979,1,11,ELETRO12_CEENO12,1979-11-01T00:00:00-03:00,142.0
1979-12-01,1979,1,12,ELETRO12_CEENO12,1979-12-01T00:00:00-02:00,146.0
1980-01-01,1980,1,1,ELETRO12_CEENO12,1980-01-01T00:00:00-02:00,144.0
1980-02-01,1980,1,2,ELETRO12_CEENO12,1980-02-01T00:00:00-02:00,142.0
1980-03-01,1980,1,3,ELETRO12_CEENO12,1980-03-01T00:00:00-03:00,135.0
1980-04-01,1980,1,4,ELETRO12_CEENO12,1980-04-01T00:00:00-03:00,142.0
1980-05-01,1980,1,5,ELETRO12_CEENO12,1980-05-01T00:00:00-03:00,138.0
1980-06-01,1980,1,6,ELETRO12_CEENO12,1980-06-01T00:00:00-03:00,148.0
1980-07-01,1980,1,7,ELETRO12_CEENO12,1980-07-01T00:00:00-03:00,145.0
1980-08-01,1980,1,8,ELETRO12_CEENO12,1980-08-01T00:00:00-03:00,154.0
1980-09-01,1980,1,9,ELETRO12_CEENO12,1980-09-01T00:00:00-03:00,154.0
1980-10-01,1980,1,10,ELETRO12_CEENO12,1980-10-01T00:00:00-03:00,157.0
1980-11-01,1980,1,11,ELETRO12_CEENO12,1980-11-01T00:00:00-03:00,157.0
1980-12-01,1980,1,12,ELETRO12_CEENO12,1980-12-01T00:00:00-02:00,162.0
1981-01-01,1981,1,1,ELETRO12_CEENO12,1981-01-01T00:00:00-02:00,154.0
1981-02-01,1981,1,2,ELETRO12_CEENO12,1981-02-01T00:00:00-02:00,150.0
1981-03-01,1981,1,3,ELETRO12_CEENO12,1981-03-01T00:00:00-03:00,153.0
1981-04-01,1981,1,4,ELETRO12_CEENO12,1981-04-01T00:00:00-03:00,147.0
1981-05-01,1981,1,5,ELETRO12_CEENO12,1981-05-01T00:00:00-03:00,162.0
1981-06-01,1981,1,6,ELETRO12_CEENO12,1981-06-01T00:00:00-03:00,161.0
1981-07-01,1981,1,7,ELETRO12_CEENO12,1981-07-01T00:00:00-03:00,157.0
1981-08-01,1981,1,8,ELETRO12_CEENO12,1981-08-01T00:00:00-03:00,158.0
1981-09-01,1981,1,9,ELETRO12_CEENO12,1981-09-01T00:00:00-03:00,170.0
1981-10-01,1981,1,10,ELETRO12_CEENO12,1981-10-01T00:00:00-03:00,171.0
1981-11-01,1981,1,11,ELETRO12_CEENO12,1981-11-01T00:00:00-03:00,173.0
1981-12-01,1981,1,12,ELETRO12_CEENO12,1981-12-01T00:00:00-02:00,175.0
1982-01-01,1982,1,1,ELETRO12_CEENO12,1982-01-01T00:00:00-02:00,174.0
1982-02-01,1982,1,2,ELETRO12_CEENO12,1982-02-01T00:00:00-02:00,155.0
1982-03-01,1982,1,3,ELETRO12_CEENO12,1982-03-01T00:00:00-03:00,158.0
1982-04-01,1982,1,4,ELETRO12_CEENO12,1982-04-01T00:00:00-03:00,176.0
1982-05-01,1982,1,5,ELETRO12_CEENO12,1982-05-01T00:00:00-03:00,167.0
1982-06-01,1982,1,6,ELETRO12_CEENO12,1982-06-01T00:00:00-03:00,179.0
1982-07-01,1982,1,7,ELETRO12_CEENO12,1982-07-01T00:00:00-03:00,205.0
1982-08-01,1982,1,8,ELETRO12_CEENO12,1982-08-01T00:00:00-03:00,201.0
1982-09-01,1982,1,9,ELETRO12_CEENO12,1982-09-01T00:00:00-03:00,218.0
1982-10-01,1982,1,10,ELETRO12_CEENO12,1982-10-01T00:00:00-03:00,220.0
1982-11-01,1982,1,11,ELETRO12_CEENO12,1982-11-01T00:00:00-03:00,216.0
1982-12-01,1982,1,12,ELETRO12_CEENO12,1982-12-01T00:00:00-02:00,215.0
1983-01-01,1983,1,1,ELETRO12_CEENO12,1983-01-01T00:00:00-02:00,222.0
1983-02-01,1983,1,2,ELETRO12_CEENO12,1983-02-01T00:00:00-02:00,218.0
1983-03-01,1983,1,3,ELETRO12_CEENO12,1983-03-01T00:00:00-03:00,210.0
1983-04-01,1983,1,4,ELETRO12_CEENO12,1983-04-01T00:00:00-03:00,234.0
1983-05-01,1983,1,5,ELETRO12_CEENO12,1983-05-01T00:00:00-03:00,224.0
1983-06-01,1983,1,6,ELETRO12_CEENO12,1983-06-01T00:00:00-03:00,234.0
1983-07-01,1983,1,7,ELETRO12_CEENO12,1983-07-01T00:00:00-03:00,224.0
1983-08-01,1983,1,8,ELETRO12_CEENO12,1983-08-01T00:00:00-03:00,224.0
1983-09-01,1983,1,9,ELETRO12_CEENO12,1983-09-01T00:00:00-03:00,230.0
1983-10-01,1983,1,10,ELETRO12_CEENO12,1983-10-01T00:00:00-03:00,227.0
1983-11-01,1983,1,11,ELETRO12_CEENO12,1983-11-01T00:00:00-03:00,229.0
1983-12-01,1983,1,12,ELETRO12_CEENO12,1983-12-01T00:00:00-02:00,223.0
1984-01-01,1984,1,1,ELETRO12_CEENO12,1984-01-01T00:00:00-02:00,218.0
1984-02-01,1984,1,2,ELETRO12_CEENO12,1984-02-01T00:00:00-02:00,213.0
1984-03-01,1984,1,3,ELETRO12_CEENO12,1984-03-01T00:00:00-03:00,217.0
1984-04-01,1984,1,4,ELETRO12_CEENO12,1984-04-01T00:00:00-03:00,218.0
1984-05-01,1984,1,5,ELETRO12_CEENO12,1984-05-01T00:00:00-03:00,217.0
1984-06-01,1984,1,6,ELETRO12_CEENO12,1984-06-01T00:00:00-03:00,226.0
1984-07-01,1984,1,7,ELETRO12_CEENO12,1984-07-01T00:00:00-03:00,225.0
1984-08-01,1984,1,8,ELETRO12_CEENO12,1984-08-01T00:00:00-03:00,236.0
1984-09-01,1984,1,9,ELETRO12_CEENO12,1984-09-01T00:00:00-03:00,249.0
1984-10-01,1984,1,10,ELETRO12_CEENO12,1984-10-01T00:00:00-03:00,235.0
1984-11-01,1984,1,11,ELETRO12_CEENO12,1984-11-01T00:00:00-03:00,258.0
1984-12-01,1984,1,12,ELETRO12_CEENO12,1984-12-01T00:00:00-02:00,244.0
1985-01-01,1985,1,1,ELETRO12_CEENO12,1985-01-01T00:00:00-02:00,240.0
1985-02-01,1985,1,2,ELETRO12_CEENO12,1985-02-01T00:00:00-02:00,236.0
1985-03-01,1985,1,3,ELETRO12_CEENO12,1985-03-01T00:00:00-03:00,228.0
1985-04-01,1985,1,4,ELETRO12_CEENO12,1985-04-01T00:00:00-03:00,237.0
1985-05-01,1985,1,5,ELETRO12_CEENO12,1985-05-01T00:00:00-03:00,243.0
1985-06-01,1985,1,6,ELETRO12_CEENO12,1985-06-01T00:00:00-03:00,250.0
1985-07-01,1985,1,7,ELETRO12_CEENO12,1985-07-01T00:00:00-03:00,249.0
1985-08-01,1985,1,8,ELETRO12_CEENO12,1985-08-01T00:00:00-03:00,273.0
1985-09-01,1985,1,9,ELETRO12_CEENO12,1985-09-01T00:00:00-03:00,289.0
1985-10-01,1985,1,10,ELETRO12_CEENO12,1985-10-01T00:00:00-03:00,306.0
1985-11-01,1985,1,11,ELETRO12_CEENO12,1985-11-01T00:00:00-03:00,344.0
1985-12-01,1985,1,12,ELETRO12_CEENO12,1985-12-01T00:00:00-02:00,333.0
1986-01-01,1986,1,1,ELETRO12_CEENO12,1986-01-01T00:00:00-02:00,351.0
1986-02-01,1986,1,2,ELETRO12_CEENO12,1986-02-01T00:00:00-02:00,351.0
1986-03-01,1986,1,3,ELETRO12_CEENO12,1986-03-01T00:00:00-03:00,352.0
1986-04-01,1986,1,4,ELETRO12_CEENO12,1986-04-01T00:00:00-03:00,381.0
1986-05-01,1986,1,5,ELETRO12_CEENO12,1986-05-01T00:00:00-03:00,415.0
1986-06-01,1986,1,6,ELETRO12_CEENO12,1986-06-01T00:00:00-03:00,417.0
1986-07-01,1986,1,7,ELETRO12_CEENO12,1986-07-01T00:00:00-03:00,434.0
1986-08-01,1986,1,8,ELETRO12_CEENO12,1986-08-01T00:00:00-03:00,467.0
1986-09-01,1986,1,9,ELETRO12_CEENO12,1986-09-01T00:00:00-03:00,488.0
1986-10-01,1986,1,10,ELETRO12_CEENO12,1986-10-01T00:00:00-03:00,518.0
1986-11-01,1986,1,11,ELETRO12_CEENO12,1986-11-01T00:00:00-03:00,530.0
1986-12-01,1986,1,12,ELETRO12_CEENO12,1986-12-01T00:00:00-02:00,537.0
1987-01-01,1987,1,1,ELETRO12_CEENO12,1987-01-01T00:00:00-02:00,559.0
1987-02-01,1987,1,2,ELETRO12_CEENO12,1987-02-01T00:00:00-02:00,518.0
1987-03-01,1987,1,3,ELETRO12_CEENO12,1987-03-01T00:00:00-03:00,529.0
1987-04-01,1987,1,4,ELETRO12_CEENO12,1987-04-01T00:00:00-03:00,535.0
1987-05-01,1987,1,5,ELETRO12_CEENO12,1987-05-01T00:00:00-03:00,541.0
1987-06-01,1987,1,6,ELETRO12_CEENO12,1987-06-01T00:00:00-03:00,542.0
1987-07-01,1987,1,7,ELETRO12_CEENO12,1987-07-01T00:00:00-03:00,539.0
1987-08-01,1987,1,8,ELETRO12_CEENO12,1987-08-01T00:00:00-03:00,561.0
1987-09-01,1987,1,9,ELETRO12_CEENO12,1987-09-01T00:00:00-03:00,572.0
1987-10-01,1987,1,10,ELETRO12_CEENO12,1987-10-01T00:00:00-03:00,573.0
1987-11-01,1987,1,11,ELETRO12_CEENO12,1987-11-01T00:00:00-03:00,579.0
1987-12-01,1987,1,12,ELETRO12_CEENO12,1987-12-01T00:00:00-02:00,559.0
1988-01-01,1988,1,1,ELETRO12_CEENO12,1988-01-01T00:00:00-02:00,574.0
1988-02-01,1988,1,2,ELETRO12_CEENO12,1988-02-01T00:00:00-02:00,538.0
1988-03-01,1988,1,3,ELETRO12_CEENO12,1988-03-01T00:00:00-03:00,558.0
1988-04-01,1988,1,4,ELETRO12_CEENO12,1988-04-01T00:00:00-03:00,565.0
1988-05-01,1988,1,5,ELETRO12_CEENO12,1988-05-01T00:00:00-03:00,575.0
1988-06-01,1988,1,6,ELETRO12_CEENO12,1988-06-01T00:00:00-03:00,579.0
1988-07-01,1988,1,7,ELETRO12_CEENO12,1988-07-01T00:00:00-03:00,582.0
1988-08-01,1988,1,8,ELETRO12_CEENO12,1988-08-01T00:00:00-03:00,603.0
1988-09-01,1988,1,9,ELETRO12_CEENO12,1988-09-01T00:00:00-03:00,616.0
1988-10-01,1988,1,10,ELETRO12_CEENO12,1988-10-01T00:00:00-03:00,616.0
1988-11-01,1988,1,11,ELETRO12_CEENO12,1988-11-01T00:00:00-03:00,601.0
1988-12-01,1988,1,12,ELETRO12_CEENO12,1988-12-01T00:00:00-02:00,607.0
1989-01-01,1989,1,1,ELETRO12_CEENO12,1989-01-01T00:00:00-02:00,603.0
1989-02-01,1989,1,2,ELETRO12_CEENO12,1989-02-01T00:00:00-02:00,577.0
1989-03-01,1989,1,3,ELETRO12_CEENO12,1989-03-01T00:00:00-03:00,593.0
1989-04-01,1989,1,4,ELETRO12_CEENO12,1989-04-01T00:00:00-03:00,599.0
1989-05-01,1989,1,5,ELETRO12_CEENO12,1989-05-01T00:00:00-03:00,607.0
1989-06-01,1989,1,6,ELETRO12_CEENO12,1989-06-01T00:00:00-03:00,615.0
1989-07-01,1989,1,7,ELETRO12_CEENO12,1989-07-01T00:00:00-03:00,647.0
1989-08-01,1989,1,8,ELETRO12_CEENO12,1989-08-01T00:00:00-03:00,654.0
1989-09-01,1989,1,9,ELETRO12_CEENO12,1989-09-01T00:00:00-03:00,675.0
1989-10-01,1989,1,10,ELETRO12_CEENO12,1989-10-01T00:00:00-03:00,676.0
1989-11-01,1989,1,11,ELETRO12_CEENO12,1989-11-01T00:00:00-03:00,677.0
1989-12-01,1989,1,12,ELETRO12_CEENO12,1989-12-01T00:00:00-02:00,676.0
1990-01-01,1990,1,1,ELETRO12_CEENO12,1990-01-01T00:00:00-02:00,681.0
1990-02-01,1990,1,2,ELETRO12_CEENO12,1990-02-01T00:00:00-02:00,634.0
1990-03-01,1990,1,3,ELETRO12_CEENO12,1990-03-01T00:00:00-03:00,670.0
1990-04-01,1990,1,4,ELETRO12_CEENO12,1990-04-01T00:00:00-03:00,662.0
1990-05-01,1990,1,5,ELETRO12_CEENO12,1990-05-01T00:00:00-03:00,684.0
1990-06-01,1990,1,6,ELETRO12_CEENO12,1990-06-01T00:00:00-03:00,693.0
1990-07-01,1990,1,7,ELETRO12_CEENO12,1990-07-01T00:00:00-03:00,727.0
1990-08-01,1990,1,8,ELETRO12_CEENO12,1990-08-01T00:00:00-03:00,759.0
1990-09-01,1990,1,9,ELETRO12_CEENO12,1990-09-01T00:00:00-03:00,773.0
1990-10-01,1990,1,10,ELETRO12_CEENO12,1990-10-01T00:00:00-03:00,803.0
1990-11-01,1990,1,11,ELETRO12_CEENO12,1990-11-01T00:00:00-03:00,841.0
1990-12-01,1990,1,12,ELETRO12_CEENO12,1990-12-01T00:00:00-02:00,878.0
