DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ Penúltimo mês da série)
2012-03-01,2012,1,3,PNADC12_RRTE12,2012-03-01T00:00:00-03:00,2419.0
2012-04-01,2012,1,4,PNADC12_RRTE12,2012-04-01T00:00:00-03:00,2285.0
2012-05-01,2012,1,5,PNADC12_RRTE12,2012-05-01T00:00:00-03:00,2280.0
2012-06-01,2012,1,6,PNADC12_RRTE12,2012-06-01T00:00:00-03:00,2285.0
2012-07-01,2012,1,7,PNADC12_RRTE12,2012-07-01T00:00:00-03:00,2296.0
2012-08-01,2012,1,8,PNADC12_RRTE12,2012-08-01T00:00:00-03:00,2305.0
2012-09-01,2012,1,9,PNADC12_RRTE12,2012-09-01T00:00:00-03:00,2306.0
2012-10-01,2012,1,10,PNADC12_RRTE12,2012-10-01T00:00:00-03:00,2308.0
2012-11-01,2012,1,11,PNADC12_RRTE12,2012-11-01T00:00:00-02:00,2304.0
2012-12-01,2012,1,12,PNADC12_RRTE12,2012-12-01T00:00:00-02:00,2325.0
2013-01-01,2013,1,1,PNADC12_RRTE12,2013-01-01T00:00:00-02:00,2440.0
2013-02-01,2013,1,2,PNADC12_RRTE12,2013-02-01T00:00:00-02:00,2453.0
2013-03-01,2013,1,3,PNADC12_RRTE12,2013-03-01T00:00:00-03:00,2438.0
2013-04-01,2013,1,4,PNADC12_RRTE12,2013-04-01T00:00:00-03:00,2333.0
2013-05-01,2013,1,5,PNADC12_RRTE12,2013-05-01T00:00:00-03:00,2337.0
2013-06-01,2013,1,6,PNADC12_RRTE12,2013-06-01T00:00:00-03:00,2359.0
2013-07-01,2013,1,7,PNADC12_RRTE12,2013-07-01T00:00:00-03:00,2377.0
2013-08-01,2013,1,8,PNADC12_RRTE12,2013-08-01T00:00:00-03:00,2390.0
2013-09-01,2013,1,9,PNADC12_RRTE12,2013-09-01T00:00:00-03:00,2390.0
2013-10-01,2013,1,10,PNADC12_RRTE12,2013-10-01T00:00:00-03:00,2399.0
2013-11-01,2013,1,11,PNADC12_RRTE12,2013-11-01T00:00:00-02:00,2396.0
2013-12-01,2013,1,12,PNADC12_RRTE12,2013-12-01T00:00:00-02:00,2401.0
2014-01-01,2014,1,1,PNADC12_RRTE12,2014-01-01T00:00:00-02:00,2485.0
2014-02-01,2014,1,2,PNADC12_RRTE12,2014-02-01T00:00:00-02:00,2506.0
2014-03-01,2014,1,3,PNADC12_RRTE12,2014-03-01T00:00:00-03:00,2516.0
2014-04-01,2014,1,4,PNADC12_RRTE12,2014-04-01T00:00:00-03:00,2430.0
2014-05-01,2014,1,5,PNADC12_RRTE12,2014-05-01T00:00:00-03:00,2427.0
2014-06-01,2014,1,6,PNADC12_RRTE12,2014-06-01T00:00:00-03:00,2413.0
2014-07-01,2014,1,7,PNADC12_RRTE12,2014-07-01T00:00:00-03:00,2403.0
2014-08-01,2014,1,8,PNADC12_RRTE12,2014-08-01T00:00:00-03:00,2415.0
2014-09-01,2014,1,9,PNADC12_RRTE12,2014-09-01T00:00:00-03:00,2419.0
2014-10-01,2014,1,10,PNADC12_RRTE12,2014-10-01T00:00:00-03:00,2430.0
2014-11-01,2014,1,11,PNADC12_RRTE12,2014-11-01T00:00:00-02:00,2416.0
2014-12-01,2014,1,12,PNADC12_RRTE12,2014-12-01T00:00:00-02:00,2436.0
2015-01-01,2015,1,1,PNADC12_RRTE12,2015-01-01T00:00:00-02:00,2531.0
2015-02-01,2015,1,2,PNADC12_RRTE12,2015-02-01T00:00:00-02:00,2529.0
2015-03-01,2015,1,3,PNADC12_RRTE12,2015-03-01T00:00:00-03:00,2510.0
2015-04-01,2015,1,4,PNADC12_RRTE12,2015-04-01T00:00:00-03:00,2416.0
2015-05-01,2015,1,5,PNADC12_RRTE12,2015-05-01T00:00:00-03:00,2400.0
2015-06-01,2015,1,6,PNADC12_RRTE12,2015-06-01T00:00:00-03:00,2408.0
2015-07-01,2015,1,7,PNADC12_RRTE12,2015-07-01T00:00:00-03:00,2393.0
2015-08-01,2015,1,8,PNADC12_RRTE12,2015-08-01T00:00:00-03:00,2377.0
2015-09-01,2015,1,9,PNADC12_RRTE12,2015-09-01T00:00:00-03:00,2368.0
2015-10-01,2015,1,10,PNADC12_RRTE12,2015-10-01T00:00:00-03:00,2362.0
2015-11-01,2015,1,11,PNADC12_RRTE12,2015-11-01T00:00:00-02:00,2360.0
2015-12-01,2015,1,12,PNADC12_RRTE12,2015-12-01T00:00:00-02:00,2439.0
2016-01-01,2016,1,1,PNADC12_RRTE12,2016-01-01T00:00:00-02:00,2667.0
2016-02-01,2016,1,2,PNADC12_RRTE12,2016-02-01T00:00:00-02:00,2664.0
2016-03-01,2016,1,3,PNADC12_RRTE12,2016-03-01T00:00:00-03:00,2609.0
2016-04-01,2016,1,4,PNADC12_RRTE12,2016-04-01T00:00:00-03:00,2364.0
2016-05-01,2016,1,5,PNADC12_RRTE12,2016-05-01T00:00:00-03:00,2359.0
2016-06-01,2016,1,6,PNADC12_RRTE12,2016-06-01T00:00:00-03:00,2335.0
2016-07-01,2016,1,7,PNADC12_RRTE12,2016-07-01T00:00:00-03:00,2342.0
2016-08-01,2016,1,8,PNADC12_RRTE12,2016-08-01T00:00:00-03:00,2364.0
2016-09-01,2016,1,9,PNADC12_RRTE12,2016-09-01T00:00:00-03:00,2355.0
2016-10-01,2016,1,10,PNADC12_RRTE12,2016-10-01T00:00:00-03:00,2350.0
2016-11-01,2016,1,11,PNADC12_RRTE12,2016-11-01T00:00:00-02:00,2346.0
2016-12-01,2016,1,12,PNADC12_RRTE12,2016-12-01T00:00:00-02:00,2436.0
2017-01-01,2017,1,1,PNADC12_RRTE12,2017-01-01T00:00:00-02:00,2662.0
2017-02-01,2017,1,2,PNADC12_RRTE12,2017-02-01T00:00:00-02:00,2684.0
2017-03-01,2017,1,3,PNADC12_RRTE12,2017-03-01T00:00:00-03:00,2627.0
2017-04-01,2017,1,4,PNADC12_RRTE12,2017-04-01T00:00:00-03:00,2402.0
2017-05-01,2017,1,5,PNADC12_RRTE12,2017-05-01T00:00:00-03:00,2384.0
2017-06-01,2017,1,6,PNADC12_RRTE12,2017-06-01T00:00:00-03:00,2368.0
2017-07-01,2017,1,7,PNADC12_RRTE12,2017-07-01T00:00:00-03:00,2376.0
2017-08-01,2017,1,8,PNADC12_RRTE12,2017-08-01T00:00:00-03:00,2383.0
2017-09-01,2017,1,9,PNADC12_RRTE12,2017-09-01T00:00:00-03:00,2394.0
2017-10-01,2017,1,10,PNADC12_RRTE12,2017-10-01T00:00:00-03:00,2392.0
2017-11-01,2017,1,11,PNADC12_RRTE12,2017-11-01T00:00:00-02:00,2391.0
2017-12-01,2017,1,12,PNADC12_RRTE12,2017-12-01T00:00:00-02:00,2471.0
2018-01-01,2018,1,1,PNADC12_RRTE12,2018-01-01T00:00:00-02:00,2697.0
2018-02-01,2018,1,2,PNADC12_RRTE12,2018-02-01T00:00:00-02:00,2721.0
2018-03-01,2018,1,3,PNADC12_RRTE12,2018-03-01T00:00:00-03:00,2645.0
2018-04-01,2018,1,4,PNADC12_RRTE12,2018-04-01T00:00:00-03:00,2436.0
2018-05-01,2018,1,5,PNADC12_RRTE12,2018-05-01T00:00:00-03:00,2427.0
2018-06-01,2018,1,6,PNADC12_RRTE12,2018-06-01T00:00:00-03:00,2425.0
2018-07-01,2018,1,7,PNADC12_RRTE12,2018-07-01T00:00:00-03:00,2424.0
2018-08-01,2018,1,8,PNADC12_RRTE12,2018-08-01T00:00:00-03:00,2439.0
2018-09-01,2018,1,9,PNADC12_RRTE12,2018-09-01T00:00:00-03:00,2428.0
2018-10-01,2018,1,10,PNADC12_RRTE12,2018-10-01T00:00:00-03:00,2420.0
2018-11-01,2018,1,11,PNADC12_RRTE12,2018-11-01T00:00:00-03:00,2413.0
2018-12-01,2018,1,12,PNADC12_RRTE12,2018-12-01T00:00:00-02:00,2507.0
2019-01-01,2019,1,1,PNADC12_RRTE12,2019-01-01T00:00:00-02:00,2751.0
2019-02-01,2019,1,2,PNADC12_RRTE12,2019-02-01T00:00:00-02:00,2772.0
2019-03-01,2019,1,3,PNADC12_RRTE12,2019-03-01T00:00:00-03:00,2686.0
2019-04-01,2019,1,4,PNADC12_RRTE12,2019-04-01T00:00:00-03:00,2447.0
2019-05-01,2019,1,5,PNADC12_RRTE12,2019-05-01T00:00:00-03:00,2419.0
2019-06-01,2019,1,6,PNADC12_RRTE12,2019-06-01T00:00:00-03:00,2419.0
2019-07-01,2019,1,7,PNADC12_RRTE12,2019-07-01T00:00:00-03:00,2421.0
2019-08-01,2019,1,8,PNADC12_RRTE12,2019-08-01T00:00:00-03:00,2441.0
2019-09-01,2019,1,9,PNADC12_RRTE12,2019-09-01T00:00:00-03:00,2430.0
2019-10-01,2019,1,10,PNADC12_RRTE12,2019-10-01T00:00:00-03:00,2438.0
2019-11-01,2019,1,11,PNADC12_RRTE12,2019-11-01T00:00:00-03:00,2444.0
2019-12-01,2019,1,12,PNADC12_RRTE12,2019-12-01T00:00:00-03:00,2534.0
2020-01-01,2020,1,1,PNADC12_RRTE12,2020-01-01T00:00:00-03:00,2768.0
2020-02-01,2020,1,2,PNADC12_RRTE12,2020-02-01T00:00:00-03:00,2777.0
2020-03-01,2020,1,3,PNADC12_RRTE12,2020-03-01T00:00:00-03:00,2702.0
2020-04-01,2020,1,4,PNADC12_RRTE12,2020-04-01T00:00:00-03:00,2480.0
2020-05-01,2020,1,5,PNADC12_RRTE12,2020-05-01T00:00:00-03:00,2420.0
2020-06-01,2020,1,6,PNADC12_RRTE12,2020-06-01T00:00:00-03:00,2385.0
2020-07-01,2020,1,7,PNADC12_RRTE12,2020-07-01T00:00:00-03:00,2392.0
2020-08-01,2020,1,8,PNADC12_RRTE12,2020-08-01T00:00:00-03:00,2433.0
2020-09-01,2020,1,9,PNADC12_RRTE12,2020-09-01T00:00:00-03:00,2482.0
2020-10-01,2020,1,10,PNADC12_RRTE12,2020-10-01T00:00:00-03:00,2471.0
2020-11-01,2020,1,11,PNADC12_RRTE12,2020-11-01T00:00:00-03:00,2469.0
2020-12-01,2020,1,12,PNADC12_RRTE12,2020-12-01T00:00:00-03:00,2508.0
