DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CRDSD12,2011-03-01T00:00:00-03:00,3.64
2011-04-01,2011,1,4,BM12_CRDSD12,2011-04-01T00:00:00-03:00,3.99
2011-05-01,2011,1,5,BM12_CRDSD12,2011-05-01T00:00:00-03:00,4.09
2011-06-01,2011,1,6,BM12_CRDSD12,2011-06-01T00:00:00-03:00,3.85
2011-07-01,2011,1,7,BM12_CRDSD12,2011-07-01T00:00:00-03:00,3.57
2011-08-01,2011,1,8,BM12_CRDSD12,2011-08-01T00:00:00-03:00,3.99
2011-09-01,2011,1,9,BM12_CRDSD12,2011-09-01T00:00:00-03:00,3.92
2011-10-01,2011,1,10,BM12_CRDSD12,2011-10-01T00:00:00-03:00,3.94
2011-11-01,2011,1,11,BM12_CRDSD12,2011-11-01T00:00:00-02:00,3.51
2011-12-01,2011,1,12,BM12_CRDSD12,2011-12-01T00:00:00-02:00,3.56
2012-01-01,2012,1,1,BM12_CRDSD12,2012-01-01T00:00:00-02:00,4.27
2012-02-01,2012,1,2,BM12_CRDSD12,2012-02-01T00:00:00-02:00,4.1
2012-03-01,2012,1,3,BM12_CRDSD12,2012-03-01T00:00:00-03:00,3.94
2012-04-01,2012,1,4,BM12_CRDSD12,2012-04-01T00:00:00-03:00,4.28
2012-05-01,2012,1,5,BM12_CRDSD12,2012-05-01T00:00:00-03:00,3.68
2012-06-01,2012,1,6,BM12_CRDSD12,2012-06-01T00:00:00-03:00,3.3
2012-07-01,2012,1,7,BM12_CRDSD12,2012-07-01T00:00:00-03:00,3.15
2012-08-01,2012,1,8,BM12_CRDSD12,2012-08-01T00:00:00-03:00,3.2
2012-09-01,2012,1,9,BM12_CRDSD12,2012-09-01T00:00:00-03:00,3.11
2012-10-01,2012,1,10,BM12_CRDSD12,2012-10-01T00:00:00-03:00,2.97
2012-11-01,2012,1,11,BM12_CRDSD12,2012-11-01T00:00:00-02:00,2.8
2012-12-01,2012,1,12,BM12_CRDSD12,2012-12-01T00:00:00-02:00,2.51
2013-01-01,2013,1,1,BM12_CRDSD12,2013-01-01T00:00:00-02:00,2.97
2013-02-01,2013,1,2,BM12_CRDSD12,2013-02-01T00:00:00-02:00,2.83
2013-03-01,2013,1,3,BM12_CRDSD12,2013-03-01T00:00:00-03:00,2.87
2013-04-01,2013,1,4,BM12_CRDSD12,2013-04-01T00:00:00-03:00,2.67
2013-05-01,2013,1,5,BM12_CRDSD12,2013-05-01T00:00:00-03:00,2.51
2013-06-01,2013,1,6,BM12_CRDSD12,2013-06-01T00:00:00-03:00,2.62
2013-07-01,2013,1,7,BM12_CRDSD12,2013-07-01T00:00:00-03:00,2.49
2013-08-01,2013,1,8,BM12_CRDSD12,2013-08-01T00:00:00-03:00,2.38
2013-09-01,2013,1,9,BM12_CRDSD12,2013-09-01T00:00:00-03:00,2.35
2013-10-01,2013,1,10,BM12_CRDSD12,2013-10-01T00:00:00-03:00,2.39
2013-11-01,2013,1,11,BM12_CRDSD12,2013-11-01T00:00:00-02:00,2.49
2013-12-01,2013,1,12,BM12_CRDSD12,2013-12-01T00:00:00-02:00,2.5
2014-01-01,2014,1,1,BM12_CRDSD12,2014-01-01T00:00:00-02:00,2.66
2014-02-01,2014,1,2,BM12_CRDSD12,2014-02-01T00:00:00-02:00,2.93
2014-03-01,2014,1,3,BM12_CRDSD12,2014-03-01T00:00:00-03:00,2.82
2014-04-01,2014,1,4,BM12_CRDSD12,2014-04-01T00:00:00-03:00,3.16
2014-05-01,2014,1,5,BM12_CRDSD12,2014-05-01T00:00:00-03:00,3.03
2014-06-01,2014,1,6,BM12_CRDSD12,2014-06-01T00:00:00-03:00,2.71
2014-07-01,2014,1,7,BM12_CRDSD12,2014-07-01T00:00:00-03:00,2.92
2014-08-01,2014,1,8,BM12_CRDSD12,2014-08-01T00:00:00-03:00,2.85
2014-09-01,2014,1,9,BM12_CRDSD12,2014-09-01T00:00:00-03:00,2.98
2014-10-01,2014,1,10,BM12_CRDSD12,2014-10-01T00:00:00-03:00,2.72
2014-11-01,2014,1,11,BM12_CRDSD12,2014-11-01T00:00:00-02:00,2.67
2014-12-01,2014,1,12,BM12_CRDSD12,2014-12-01T00:00:00-02:00,2.61
2015-01-01,2015,1,1,BM12_CRDSD12,2015-01-01T00:00:00-02:00,2.84
2015-02-01,2015,1,2,BM12_CRDSD12,2015-02-01T00:00:00-02:00,3.12
2015-03-01,2015,1,3,BM12_CRDSD12,2015-03-01T00:00:00-03:00,2.9
2015-04-01,2015,1,4,BM12_CRDSD12,2015-04-01T00:00:00-03:00,3.1
2015-05-01,2015,1,5,BM12_CRDSD12,2015-05-01T00:00:00-03:00,2.96
2015-06-01,2015,1,6,BM12_CRDSD12,2015-06-01T00:00:00-03:00,3.01
2015-07-01,2015,1,7,BM12_CRDSD12,2015-07-01T00:00:00-03:00,3.31
2015-08-01,2015,1,8,BM12_CRDSD12,2015-08-01T00:00:00-03:00,3.53
2015-09-01,2015,1,9,BM12_CRDSD12,2015-09-01T00:00:00-03:00,3.41
2015-10-01,2015,1,10,BM12_CRDSD12,2015-10-01T00:00:00-03:00,3.53
2015-11-01,2015,1,11,BM12_CRDSD12,2015-11-01T00:00:00-02:00,3.4
2015-12-01,2015,1,12,BM12_CRDSD12,2015-12-01T00:00:00-02:00,3.27
2016-01-01,2016,1,1,BM12_CRDSD12,2016-01-01T00:00:00-02:00,3.94
2016-02-01,2016,1,2,BM12_CRDSD12,2016-02-01T00:00:00-02:00,3.98
2016-03-01,2016,1,3,BM12_CRDSD12,2016-03-01T00:00:00-03:00,4.12
2016-04-01,2016,1,4,BM12_CRDSD12,2016-04-01T00:00:00-03:00,3.97
2016-05-01,2016,1,5,BM12_CRDSD12,2016-05-01T00:00:00-03:00,4.2
2016-06-01,2016,1,6,BM12_CRDSD12,2016-06-01T00:00:00-03:00,4.1
2016-07-01,2016,1,7,BM12_CRDSD12,2016-07-01T00:00:00-03:00,4.46
2016-08-01,2016,1,8,BM12_CRDSD12,2016-08-01T00:00:00-03:00,4.55
2016-09-01,2016,1,9,BM12_CRDSD12,2016-09-01T00:00:00-03:00,4.45
2016-10-01,2016,1,10,BM12_CRDSD12,2016-10-01T00:00:00-03:00,4.38
2016-11-01,2016,1,11,BM12_CRDSD12,2016-11-01T00:00:00-02:00,3.98
2016-12-01,2016,1,12,BM12_CRDSD12,2016-12-01T00:00:00-02:00,3.89
2017-01-01,2017,1,1,BM12_CRDSD12,2017-01-01T00:00:00-02:00,4.82
2017-02-01,2017,1,2,BM12_CRDSD12,2017-02-01T00:00:00-02:00,4.28
2017-03-01,2017,1,3,BM12_CRDSD12,2017-03-01T00:00:00-03:00,4.61
2017-04-01,2017,1,4,BM12_CRDSD12,2017-04-01T00:00:00-03:00,4.49
2017-05-01,2017,1,5,BM12_CRDSD12,2017-05-01T00:00:00-03:00,4.53
2017-06-01,2017,1,6,BM12_CRDSD12,2017-06-01T00:00:00-03:00,4.6
2017-07-01,2017,1,7,BM12_CRDSD12,2017-07-01T00:00:00-03:00,4.43
2017-08-01,2017,1,8,BM12_CRDSD12,2017-08-01T00:00:00-03:00,4.72
2017-09-01,2017,1,9,BM12_CRDSD12,2017-09-01T00:00:00-03:00,4.29
2017-10-01,2017,1,10,BM12_CRDSD12,2017-10-01T00:00:00-03:00,4.98
2017-11-01,2017,1,11,BM12_CRDSD12,2017-11-01T00:00:00-02:00,4.49
2017-12-01,2017,1,12,BM12_CRDSD12,2017-12-01T00:00:00-02:00,4.39
2018-01-01,2018,1,1,BM12_CRDSD12,2018-01-01T00:00:00-02:00,5.01
2018-02-01,2018,1,2,BM12_CRDSD12,2018-02-01T00:00:00-02:00,5.23
2018-03-01,2018,1,3,BM12_CRDSD12,2018-03-01T00:00:00-03:00,4.52
2018-04-01,2018,1,4,BM12_CRDSD12,2018-04-01T00:00:00-03:00,4.23
2018-05-01,2018,1,5,BM12_CRDSD12,2018-05-01T00:00:00-03:00,4.05
2018-06-01,2018,1,6,BM12_CRDSD12,2018-06-01T00:00:00-03:00,3.9
2018-07-01,2018,1,7,BM12_CRDSD12,2018-07-01T00:00:00-03:00,3.84
2018-08-01,2018,1,8,BM12_CRDSD12,2018-08-01T00:00:00-03:00,3.92
2018-09-01,2018,1,9,BM12_CRDSD12,2018-09-01T00:00:00-03:00,3.62
2018-10-01,2018,1,10,BM12_CRDSD12,2018-10-01T00:00:00-03:00,3.76
2018-11-01,2018,1,11,BM12_CRDSD12,2018-11-01T00:00:00-03:00,3.69
2018-12-01,2018,1,12,BM12_CRDSD12,2018-12-01T00:00:00-02:00,3.57
2019-01-01,2019,1,1,BM12_CRDSD12,2019-01-01T00:00:00-02:00,4.17
2019-02-01,2019,1,2,BM12_CRDSD12,2019-02-01T00:00:00-02:00,3.83
2019-03-01,2019,1,3,BM12_CRDSD12,2019-03-01T00:00:00-03:00,3.89
2019-04-01,2019,1,4,BM12_CRDSD12,2019-04-01T00:00:00-03:00,3.85
2019-05-01,2019,1,5,BM12_CRDSD12,2019-05-01T00:00:00-03:00,3.98
2019-06-01,2019,1,6,BM12_CRDSD12,2019-06-01T00:00:00-03:00,3.9
2019-07-01,2019,1,7,BM12_CRDSD12,2019-07-01T00:00:00-03:00,3.91
2019-08-01,2019,1,8,BM12_CRDSD12,2019-08-01T00:00:00-03:00,4.29
2019-09-01,2019,1,9,BM12_CRDSD12,2019-09-01T00:00:00-03:00,3.97
2019-10-01,2019,1,10,BM12_CRDSD12,2019-10-01T00:00:00-03:00,3.98
2019-11-01,2019,1,11,BM12_CRDSD12,2019-11-01T00:00:00-03:00,3.8
2019-12-01,2019,1,12,BM12_CRDSD12,2019-12-01T00:00:00-03:00,3.98
2020-01-01,2020,1,1,BM12_CRDSD12,2020-01-01T00:00:00-03:00,4.38
2020-02-01,2020,1,2,BM12_CRDSD12,2020-02-01T00:00:00-03:00,4.15
2020-03-01,2020,1,3,BM12_CRDSD12,2020-03-01T00:00:00-03:00,4.21
2020-04-01,2020,1,4,BM12_CRDSD12,2020-04-01T00:00:00-03:00,4.2
2020-05-01,2020,1,5,BM12_CRDSD12,2020-05-01T00:00:00-03:00,4.71
2020-06-01,2020,1,6,BM12_CRDSD12,2020-06-01T00:00:00-03:00,4.46
