DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRLTJPJ12,2011-03-01T00:00:00-03:00,27.05
2011-04-01,2011,1,4,BM12_CRLTJPJ12,2011-04-01T00:00:00-03:00,27.48
2011-05-01,2011,1,5,BM12_CRLTJPJ12,2011-05-01T00:00:00-03:00,27.2
2011-06-01,2011,1,6,BM12_CRLTJPJ12,2011-06-01T00:00:00-03:00,27.14
2011-07-01,2011,1,7,BM12_CRLTJPJ12,2011-07-01T00:00:00-03:00,27.51
2011-08-01,2011,1,8,BM12_CRLTJPJ12,2011-08-01T00:00:00-03:00,26.27
2011-09-01,2011,1,9,BM12_CRLTJPJ12,2011-09-01T00:00:00-03:00,26.4
2011-10-01,2011,1,10,BM12_CRLTJPJ12,2011-10-01T00:00:00-03:00,25.99
2011-11-01,2011,1,11,BM12_CRLTJPJ12,2011-11-01T00:00:00-02:00,25.69
2011-12-01,2011,1,12,BM12_CRLTJPJ12,2011-12-01T00:00:00-02:00,24.27
2012-01-01,2012,1,1,BM12_CRLTJPJ12,2012-01-01T00:00:00-02:00,24.96
2012-02-01,2012,1,2,BM12_CRLTJPJ12,2012-02-01T00:00:00-02:00,24.91
2012-03-01,2012,1,3,BM12_CRLTJPJ12,2012-03-01T00:00:00-03:00,24.23
2012-04-01,2012,1,4,BM12_CRLTJPJ12,2012-04-01T00:00:00-03:00,23.13
2012-05-01,2012,1,5,BM12_CRLTJPJ12,2012-05-01T00:00:00-03:00,21.6
2012-06-01,2012,1,6,BM12_CRLTJPJ12,2012-06-01T00:00:00-03:00,20.72
2012-07-01,2012,1,7,BM12_CRLTJPJ12,2012-07-01T00:00:00-03:00,20.63
2012-08-01,2012,1,8,BM12_CRLTJPJ12,2012-08-01T00:00:00-03:00,20.36
2012-09-01,2012,1,9,BM12_CRLTJPJ12,2012-09-01T00:00:00-03:00,20.01
2012-10-01,2012,1,10,BM12_CRLTJPJ12,2012-10-01T00:00:00-03:00,19.45
2012-11-01,2012,1,11,BM12_CRLTJPJ12,2012-11-01T00:00:00-02:00,19.75
2012-12-01,2012,1,12,BM12_CRLTJPJ12,2012-12-01T00:00:00-02:00,18.57
2013-01-01,2013,1,1,BM12_CRLTJPJ12,2013-01-01T00:00:00-02:00,19.64
2013-02-01,2013,1,2,BM12_CRLTJPJ12,2013-02-01T00:00:00-02:00,19.87
2013-03-01,2013,1,3,BM12_CRLTJPJ12,2013-03-01T00:00:00-03:00,19.71
2013-04-01,2013,1,4,BM12_CRLTJPJ12,2013-04-01T00:00:00-03:00,20.05
2013-05-01,2013,1,5,BM12_CRLTJPJ12,2013-05-01T00:00:00-03:00,19.76
2013-06-01,2013,1,6,BM12_CRLTJPJ12,2013-06-01T00:00:00-03:00,20.13
2013-07-01,2013,1,7,BM12_CRLTJPJ12,2013-07-01T00:00:00-03:00,20.63
2013-08-01,2013,1,8,BM12_CRLTJPJ12,2013-08-01T00:00:00-03:00,21.2
2013-09-01,2013,1,9,BM12_CRLTJPJ12,2013-09-01T00:00:00-03:00,21.36
2013-10-01,2013,1,10,BM12_CRLTJPJ12,2013-10-01T00:00:00-03:00,21.52
