DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
2002-11-01,2002,1,11,BM12_NFSPPYS12,2002-11-01T00:00:00-03:00,-3.31
2002-12-01,2002,1,12,BM12_NFSPPYS12,2002-12-01T00:00:00-02:00,-3.19
2003-01-01,2003,1,1,BM12_NFSPPYS12,2003-01-01T00:00:00-02:00,-3.24
2003-02-01,2003,1,2,BM12_NFSPPYS12,2003-02-01T00:00:00-02:00,-3.35
2003-03-01,2003,1,3,BM12_NFSPPYS12,2003-03-01T00:00:00-03:00,-3.33
2003-04-01,2003,1,4,BM12_NFSPPYS12,2003-04-01T00:00:00-03:00,-3.57
2003-05-01,2003,1,5,BM12_NFSPPYS12,2003-05-01T00:00:00-03:00,-3.61
2003-06-01,2003,1,6,BM12_NFSPPYS12,2003-06-01T00:00:00-03:00,-3.42
2003-07-01,2003,1,7,BM12_NFSPPYS12,2003-07-01T00:00:00-03:00,-3.42
2003-08-01,2003,1,8,BM12_NFSPPYS12,2003-08-01T00:00:00-03:00,-3.55
2003-09-01,2003,1,9,BM12_NFSPPYS12,2003-09-01T00:00:00-03:00,-3.35
2003-10-01,2003,1,10,BM12_NFSPPYS12,2003-10-01T00:00:00-03:00,-3.34
2003-11-01,2003,1,11,BM12_NFSPPYS12,2003-11-01T00:00:00-03:00,-3.36
2003-12-01,2003,1,12,BM12_NFSPPYS12,2003-12-01T00:00:00-02:00,-3.24
2004-01-01,2004,1,1,BM12_NFSPPYS12,2004-01-01T00:00:00-02:00,-3.35
2004-02-01,2004,1,2,BM12_NFSPPYS12,2004-02-01T00:00:00-02:00,-3.33
2004-03-01,2004,1,3,BM12_NFSPPYS12,2004-03-01T00:00:00-03:00,-3.43
2004-04-01,2004,1,4,BM12_NFSPPYS12,2004-04-01T00:00:00-03:00,-3.29
2004-05-01,2004,1,5,BM12_NFSPPYS12,2004-05-01T00:00:00-03:00,-3.33
2004-06-01,2004,1,6,BM12_NFSPPYS12,2004-06-01T00:00:00-03:00,-3.59
2004-07-01,2004,1,7,BM12_NFSPPYS12,2004-07-01T00:00:00-03:00,-3.6
2004-08-01,2004,1,8,BM12_NFSPPYS12,2004-08-01T00:00:00-03:00,-3.68
