DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_ESPSC12,2012-03-01T00:00:00-03:00,10942.0
2012-04-01,2012,1,4,PNADC12_ESPSC12,2012-04-01T00:00:00-03:00,10973.0
2012-05-01,2012,1,5,PNADC12_ESPSC12,2012-05-01T00:00:00-03:00,11018.0
2012-06-01,2012,1,6,PNADC12_ESPSC12,2012-06-01T00:00:00-03:00,11038.0
2012-07-01,2012,1,7,PNADC12_ESPSC12,2012-07-01T00:00:00-03:00,11055.0
2012-08-01,2012,1,8,PNADC12_ESPSC12,2012-08-01T00:00:00-03:00,11089.0
2012-09-01,2012,1,9,PNADC12_ESPSC12,2012-09-01T00:00:00-03:00,11202.0
2012-10-01,2012,1,10,PNADC12_ESPSC12,2012-10-01T00:00:00-03:00,11200.0
2012-11-01,2012,1,11,PNADC12_ESPSC12,2012-11-01T00:00:00-02:00,11151.0
2012-12-01,2012,1,12,PNADC12_ESPSC12,2012-12-01T00:00:00-02:00,10907.0
2013-01-01,2013,1,1,PNADC12_ESPSC12,2013-01-01T00:00:00-02:00,10811.0
2013-02-01,2013,1,2,PNADC12_ESPSC12,2013-02-01T00:00:00-02:00,10758.0
2013-03-01,2013,1,3,PNADC12_ESPSC12,2013-03-01T00:00:00-03:00,10797.0
2013-04-01,2013,1,4,PNADC12_ESPSC12,2013-04-01T00:00:00-03:00,10779.0
2013-05-01,2013,1,5,PNADC12_ESPSC12,2013-05-01T00:00:00-03:00,10748.0
2013-06-01,2013,1,6,PNADC12_ESPSC12,2013-06-01T00:00:00-03:00,10781.0
2013-07-01,2013,1,7,PNADC12_ESPSC12,2013-07-01T00:00:00-03:00,10701.0
2013-08-01,2013,1,8,PNADC12_ESPSC12,2013-08-01T00:00:00-03:00,10841.0
2013-09-01,2013,1,9,PNADC12_ESPSC12,2013-09-01T00:00:00-03:00,10845.0
2013-10-01,2013,1,10,PNADC12_ESPSC12,2013-10-01T00:00:00-03:00,10784.0
2013-11-01,2013,1,11,PNADC12_ESPSC12,2013-11-01T00:00:00-02:00,10743.0
2013-12-01,2013,1,12,PNADC12_ESPSC12,2013-12-01T00:00:00-02:00,10657.0
2014-01-01,2014,1,1,PNADC12_ESPSC12,2014-01-01T00:00:00-02:00,10554.0
2014-02-01,2014,1,2,PNADC12_ESPSC12,2014-02-01T00:00:00-02:00,10421.0
