DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((Unidade))
1995-10-01,1995,1,10,FENABRAVE12_VENDVETOT12,1995-10-01T00:00:00-03:00,146628.0
1995-11-01,1995,1,11,FENABRAVE12_VENDVETOT12,1995-11-01T00:00:00-03:00,146066.0
1995-12-01,1995,1,12,FENABRAVE12_VENDVETOT12,1995-12-01T00:00:00-02:00,135447.0
1996-01-01,1996,1,1,FENABRAVE12_VENDVETOT12,1996-01-01T00:00:00-02:00,113611.0
1996-02-01,1996,1,2,FENABRAVE12_VENDVETOT12,1996-02-01T00:00:00-02:00,129557.0
1996-03-01,1996,1,3,FENABRAVE12_VENDVETOT12,1996-03-01T00:00:00-03:00,135244.0
1996-04-01,1996,1,4,FENABRAVE12_VENDVETOT12,1996-04-01T00:00:00-03:00,128993.0
1996-05-01,1996,1,5,FENABRAVE12_VENDVETOT12,1996-05-01T00:00:00-03:00,147166.0
1996-06-01,1996,1,6,FENABRAVE12_VENDVETOT12,1996-06-01T00:00:00-03:00,129070.0
1996-07-01,1996,1,7,FENABRAVE12_VENDVETOT12,1996-07-01T00:00:00-03:00,153716.0
1996-08-01,1996,1,8,FENABRAVE12_VENDVETOT12,1996-08-01T00:00:00-03:00,151652.0
1996-09-01,1996,1,9,FENABRAVE12_VENDVETOT12,1996-09-01T00:00:00-03:00,165120.0
1996-10-01,1996,1,10,FENABRAVE12_VENDVETOT12,1996-10-01T00:00:00-03:00,163423.0
1996-11-01,1996,1,11,FENABRAVE12_VENDVETOT12,1996-11-01T00:00:00-03:00,158599.0
1996-12-01,1996,1,12,FENABRAVE12_VENDVETOT12,1996-12-01T00:00:00-02:00,152407.0
1997-01-01,1997,1,1,FENABRAVE12_VENDVETOT12,1997-01-01T00:00:00-02:00,150152.0
1997-02-01,1997,1,2,FENABRAVE12_VENDVETOT12,1997-02-01T00:00:00-02:00,137523.0
1997-03-01,1997,1,3,FENABRAVE12_VENDVETOT12,1997-03-01T00:00:00-03:00,159027.0
1997-04-01,1997,1,4,FENABRAVE12_VENDVETOT12,1997-04-01T00:00:00-03:00,176706.0
1997-05-01,1997,1,5,FENABRAVE12_VENDVETOT12,1997-05-01T00:00:00-03:00,167344.0
1997-06-01,1997,1,6,FENABRAVE12_VENDVETOT12,1997-06-01T00:00:00-03:00,167959.0
1997-07-01,1997,1,7,FENABRAVE12_VENDVETOT12,1997-07-01T00:00:00-03:00,175383.0
1997-08-01,1997,1,8,FENABRAVE12_VENDVETOT12,1997-08-01T00:00:00-03:00,173822.0
1997-09-01,1997,1,9,FENABRAVE12_VENDVETOT12,1997-09-01T00:00:00-03:00,180865.0
1997-10-01,1997,1,10,FENABRAVE12_VENDVETOT12,1997-10-01T00:00:00-03:00,185697.0
1997-11-01,1997,1,11,FENABRAVE12_VENDVETOT12,1997-11-01T00:00:00-03:00,140970.0
1997-12-01,1997,1,12,FENABRAVE12_VENDVETOT12,1997-12-01T00:00:00-02:00,115568.0
1998-01-01,1998,1,1,FENABRAVE12_VENDVETOT12,1998-01-01T00:00:00-02:00,125788.0
1998-02-01,1998,1,2,FENABRAVE12_VENDVETOT12,1998-02-01T00:00:00-02:00,115902.0
1998-03-01,1998,1,3,FENABRAVE12_VENDVETOT12,1998-03-01T00:00:00-03:00,128629.0
1998-04-01,1998,1,4,FENABRAVE12_VENDVETOT12,1998-04-01T00:00:00-03:00,138591.0
1998-05-01,1998,1,5,FENABRAVE12_VENDVETOT12,1998-05-01T00:00:00-03:00,154580.0
1998-06-01,1998,1,6,FENABRAVE12_VENDVETOT12,1998-06-01T00:00:00-03:00,129611.0
1998-07-01,1998,1,7,FENABRAVE12_VENDVETOT12,1998-07-01T00:00:00-03:00,135337.0
1998-08-01,1998,1,8,FENABRAVE12_VENDVETOT12,1998-08-01T00:00:00-03:00,146373.0
1998-09-01,1998,1,9,FENABRAVE12_VENDVETOT12,1998-09-01T00:00:00-03:00,124538.0
1998-10-01,1998,1,10,FENABRAVE12_VENDVETOT12,1998-10-01T00:00:00-03:00,108528.0
1998-11-01,1998,1,11,FENABRAVE12_VENDVETOT12,1998-11-01T00:00:00-03:00,111375.0
1998-12-01,1998,1,12,FENABRAVE12_VENDVETOT12,1998-12-01T00:00:00-02:00,127366.0
1999-01-01,1999,1,1,FENABRAVE12_VENDVETOT12,1999-01-01T00:00:00-02:00,93861.0
1999-02-01,1999,1,2,FENABRAVE12_VENDVETOT12,1999-02-01T00:00:00-02:00,57175.0
1999-03-01,1999,1,3,FENABRAVE12_VENDVETOT12,1999-03-01T00:00:00-03:00,105723.0
1999-04-01,1999,1,4,FENABRAVE12_VENDVETOT12,1999-04-01T00:00:00-03:00,129560.0
1999-05-01,1999,1,5,FENABRAVE12_VENDVETOT12,1999-05-01T00:00:00-03:00,101648.0
1999-06-01,1999,1,6,FENABRAVE12_VENDVETOT12,1999-06-01T00:00:00-03:00,103799.0
1999-07-01,1999,1,7,FENABRAVE12_VENDVETOT12,1999-07-01T00:00:00-03:00,115943.0
1999-08-01,1999,1,8,FENABRAVE12_VENDVETOT12,1999-08-01T00:00:00-03:00,121715.0
1999-09-01,1999,1,9,FENABRAVE12_VENDVETOT12,1999-09-01T00:00:00-03:00,107371.0
1999-10-01,1999,1,10,FENABRAVE12_VENDVETOT12,1999-10-01T00:00:00-03:00,81339.0
1999-11-01,1999,1,11,FENABRAVE12_VENDVETOT12,1999-11-01T00:00:00-03:00,80401.0
1999-12-01,1999,1,12,FENABRAVE12_VENDVETOT12,1999-12-01T00:00:00-02:00,78346.0
2000-01-01,2000,1,1,FENABRAVE12_VENDVETOT12,2000-01-01T00:00:00-02:00,83998.0
2000-02-01,2000,1,2,FENABRAVE12_VENDVETOT12,2000-02-01T00:00:00-02:00,98936.0
2000-03-01,2000,1,3,FENABRAVE12_VENDVETOT12,2000-03-01T00:00:00-03:00,92716.0
2000-04-01,2000,1,4,FENABRAVE12_VENDVETOT12,2000-04-01T00:00:00-03:00,113309.0
2000-05-01,2000,1,5,FENABRAVE12_VENDVETOT12,2000-05-01T00:00:00-03:00,123089.0
2000-06-01,2000,1,6,FENABRAVE12_VENDVETOT12,2000-06-01T00:00:00-03:00,115922.0
2000-07-01,2000,1,7,FENABRAVE12_VENDVETOT12,2000-07-01T00:00:00-03:00,121700.0
2000-08-01,2000,1,8,FENABRAVE12_VENDVETOT12,2000-08-01T00:00:00-03:00,134259.0
2000-09-01,2000,1,9,FENABRAVE12_VENDVETOT12,2000-09-01T00:00:00-03:00,120680.0
2000-10-01,2000,1,10,FENABRAVE12_VENDVETOT12,2000-10-01T00:00:00-03:00,130493.0
2000-11-01,2000,1,11,FENABRAVE12_VENDVETOT12,2000-11-01T00:00:00-03:00,125055.0
2000-12-01,2000,1,12,FENABRAVE12_VENDVETOT12,2000-12-01T00:00:00-02:00,151595.0
2001-01-01,2001,1,1,FENABRAVE12_VENDVETOT12,2001-01-01T00:00:00-02:00,123877.0
2001-02-01,2001,1,2,FENABRAVE12_VENDVETOT12,2001-02-01T00:00:00-02:00,118303.0
2001-03-01,2001,1,3,FENABRAVE12_VENDVETOT12,2001-03-01T00:00:00-03:00,155105.0
2001-04-01,2001,1,4,FENABRAVE12_VENDVETOT12,2001-04-01T00:00:00-03:00,139920.0
2001-05-01,2001,1,5,FENABRAVE12_VENDVETOT12,2001-05-01T00:00:00-03:00,152816.0
2001-06-01,2001,1,6,FENABRAVE12_VENDVETOT12,2001-06-01T00:00:00-03:00,133510.0
2001-07-01,2001,1,7,FENABRAVE12_VENDVETOT12,2001-07-01T00:00:00-03:00,138828.0
2001-08-01,2001,1,8,FENABRAVE12_VENDVETOT12,2001-08-01T00:00:00-03:00,139347.0
2001-09-01,2001,1,9,FENABRAVE12_VENDVETOT12,2001-09-01T00:00:00-03:00,108303.0
2001-10-01,2001,1,10,FENABRAVE12_VENDVETOT12,2001-10-01T00:00:00-03:00,125664.0
2001-11-01,2001,1,11,FENABRAVE12_VENDVETOT12,2001-11-01T00:00:00-03:00,126197.0
2001-12-01,2001,1,12,FENABRAVE12_VENDVETOT12,2001-12-01T00:00:00-02:00,125058.0
2002-01-01,2002,1,1,FENABRAVE12_VENDVETOT12,2002-01-01T00:00:00-02:00,114671.0
2002-02-01,2002,1,2,FENABRAVE12_VENDVETOT12,2002-02-01T00:00:00-02:00,97388.0
2002-03-01,2002,1,3,FENABRAVE12_VENDVETOT12,2002-03-01T00:00:00-03:00,123553.0
2002-04-01,2002,1,4,FENABRAVE12_VENDVETOT12,2002-04-01T00:00:00-03:00,138638.0
2002-05-01,2002,1,5,FENABRAVE12_VENDVETOT12,2002-05-01T00:00:00-03:00,122965.0
2002-06-01,2002,1,6,FENABRAVE12_VENDVETOT12,2002-06-01T00:00:00-03:00,107277.0
2002-07-01,2002,1,7,FENABRAVE12_VENDVETOT12,2002-07-01T00:00:00-03:00,123485.0
2002-08-01,2002,1,8,FENABRAVE12_VENDVETOT12,2002-08-01T00:00:00-03:00,126754.0
2002-09-01,2002,1,9,FENABRAVE12_VENDVETOT12,2002-09-01T00:00:00-03:00,129428.0
2002-10-01,2002,1,10,FENABRAVE12_VENDVETOT12,2002-10-01T00:00:00-03:00,137811.0
2002-11-01,2002,1,11,FENABRAVE12_VENDVETOT12,2002-11-01T00:00:00-03:00,118278.0
2002-12-01,2002,1,12,FENABRAVE12_VENDVETOT12,2002-12-01T00:00:00-02:00,126239.0
2003-01-01,2003,1,1,FENABRAVE12_VENDVETOT12,2003-01-01T00:00:00-02:00,117222.0
2003-02-01,2003,1,2,FENABRAVE12_VENDVETOT12,2003-02-01T00:00:00-02:00,117920.0
2003-03-01,2003,1,3,FENABRAVE12_VENDVETOT12,2003-03-01T00:00:00-03:00,102578.0
2003-04-01,2003,1,4,FENABRAVE12_VENDVETOT12,2003-04-01T00:00:00-03:00,108860.0
2003-05-01,2003,1,5,FENABRAVE12_VENDVETOT12,2003-05-01T00:00:00-03:00,106581.0
2003-06-01,2003,1,6,FENABRAVE12_VENDVETOT12,2003-06-01T00:00:00-03:00,99897.0
2003-07-01,2003,1,7,FENABRAVE12_VENDVETOT12,2003-07-01T00:00:00-03:00,113171.0
2003-08-01,2003,1,8,FENABRAVE12_VENDVETOT12,2003-08-01T00:00:00-03:00,99252.0
2003-09-01,2003,1,9,FENABRAVE12_VENDVETOT12,2003-09-01T00:00:00-03:00,125557.0
2003-10-01,2003,1,10,FENABRAVE12_VENDVETOT12,2003-10-01T00:00:00-03:00,140872.0
2003-11-01,2003,1,11,FENABRAVE12_VENDVETOT12,2003-11-01T00:00:00-03:00,130398.0
2003-12-01,2003,1,12,FENABRAVE12_VENDVETOT12,2003-12-01T00:00:00-02:00,169073.0
2004-01-01,2004,1,1,FENABRAVE12_VENDVETOT12,2004-01-01T00:00:00-02:00,107522.0
2004-02-01,2004,1,2,FENABRAVE12_VENDVETOT12,2004-02-01T00:00:00-02:00,104931.0
2004-03-01,2004,1,3,FENABRAVE12_VENDVETOT12,2004-03-01T00:00:00-03:00,141465.0
2004-04-01,2004,1,4,FENABRAVE12_VENDVETOT12,2004-04-01T00:00:00-03:00,115479.0
2004-05-01,2004,1,5,FENABRAVE12_VENDVETOT12,2004-05-01T00:00:00-03:00,123311.0
2004-06-01,2004,1,6,FENABRAVE12_VENDVETOT12,2004-06-01T00:00:00-03:00,130753.0
2004-07-01,2004,1,7,FENABRAVE12_VENDVETOT12,2004-07-01T00:00:00-03:00,133848.0
2004-08-01,2004,1,8,FENABRAVE12_VENDVETOT12,2004-08-01T00:00:00-03:00,130234.0
2004-09-01,2004,1,9,FENABRAVE12_VENDVETOT12,2004-09-01T00:00:00-03:00,137402.0
2004-10-01,2004,1,10,FENABRAVE12_VENDVETOT12,2004-10-01T00:00:00-03:00,137196.0
2004-11-01,2004,1,11,FENABRAVE12_VENDVETOT12,2004-11-01T00:00:00-03:00,138814.0
2004-12-01,2004,1,12,FENABRAVE12_VENDVETOT12,2004-12-01T00:00:00-02:00,177881.0
2005-01-01,2005,1,1,FENABRAVE12_VENDVETOT12,2005-01-01T00:00:00-02:00,106660.0
2005-02-01,2005,1,2,FENABRAVE12_VENDVETOT12,2005-02-01T00:00:00-02:00,114816.0
2005-03-01,2005,1,3,FENABRAVE12_VENDVETOT12,2005-03-01T00:00:00-03:00,149478.0
2005-04-01,2005,1,4,FENABRAVE12_VENDVETOT12,2005-04-01T00:00:00-03:00,137605.0
2005-05-01,2005,1,5,FENABRAVE12_VENDVETOT12,2005-05-01T00:00:00-03:00,143000.0
2005-06-01,2005,1,6,FENABRAVE12_VENDVETOT12,2005-06-01T00:00:00-03:00,148526.0
2005-07-01,2005,1,7,FENABRAVE12_VENDVETOT12,2005-07-01T00:00:00-03:00,138779.0
2005-08-01,2005,1,8,FENABRAVE12_VENDVETOT12,2005-08-01T00:00:00-03:00,151723.0
2005-09-01,2005,1,9,FENABRAVE12_VENDVETOT12,2005-09-01T00:00:00-03:00,144472.0
2005-10-01,2005,1,10,FENABRAVE12_VENDVETOT12,2005-10-01T00:00:00-03:00,137644.0
2005-11-01,2005,1,11,FENABRAVE12_VENDVETOT12,2005-11-01T00:00:00-02:00,158334.0
2005-12-01,2005,1,12,FENABRAVE12_VENDVETOT12,2005-12-01T00:00:00-02:00,183687.0
2006-01-01,2006,1,1,FENABRAVE12_VENDVETOT12,2006-01-01T00:00:00-02:00,132900.0
2006-02-01,2006,1,2,FENABRAVE12_VENDVETOT12,2006-02-01T00:00:00-02:00,127821.0
2006-03-01,2006,1,3,FENABRAVE12_VENDVETOT12,2006-03-01T00:00:00-03:00,156775.0
2006-04-01,2006,1,4,FENABRAVE12_VENDVETOT12,2006-04-01T00:00:00-03:00,131139.0
2006-05-01,2006,1,5,FENABRAVE12_VENDVETOT12,2006-05-01T00:00:00-03:00,164066.0
2006-06-01,2006,1,6,FENABRAVE12_VENDVETOT12,2006-06-01T00:00:00-03:00,146954.0
2006-07-01,2006,1,7,FENABRAVE12_VENDVETOT12,2006-07-01T00:00:00-03:00,165746.0
2006-08-01,2006,1,8,FENABRAVE12_VENDVETOT12,2006-08-01T00:00:00-03:00,178513.0
2006-09-01,2006,1,9,FENABRAVE12_VENDVETOT12,2006-09-01T00:00:00-03:00,159288.0
2006-10-01,2006,1,10,FENABRAVE12_VENDVETOT12,2006-10-01T00:00:00-03:00,175186.0
2006-11-01,2006,1,11,FENABRAVE12_VENDVETOT12,2006-11-01T00:00:00-03:00,182709.0
2006-12-01,2006,1,12,FENABRAVE12_VENDVETOT12,2006-12-01T00:00:00-02:00,204801.0
2007-01-01,2007,1,1,FENABRAVE12_VENDVETOT12,2007-01-01T00:00:00-02:00,152953.0
2007-02-01,2007,1,2,FENABRAVE12_VENDVETOT12,2007-02-01T00:00:00-02:00,146473.0
2007-03-01,2007,1,3,FENABRAVE12_VENDVETOT12,2007-03-01T00:00:00-03:00,193464.0
2007-04-01,2007,1,4,FENABRAVE12_VENDVETOT12,2007-04-01T00:00:00-03:00,179334.0
2007-05-01,2007,1,5,FENABRAVE12_VENDVETOT12,2007-05-01T00:00:00-03:00,211155.0
2007-06-01,2007,1,6,FENABRAVE12_VENDVETOT12,2007-06-01T00:00:00-03:00,198767.0
2007-07-01,2007,1,7,FENABRAVE12_VENDVETOT12,2007-07-01T00:00:00-03:00,217374.0
2007-08-01,2007,1,8,FENABRAVE12_VENDVETOT12,2007-08-01T00:00:00-03:00,235270.0
2007-09-01,2007,1,9,FENABRAVE12_VENDVETOT12,2007-09-01T00:00:00-03:00,204034.0
2007-10-01,2007,1,10,FENABRAVE12_VENDVETOT12,2007-10-01T00:00:00-03:00,244463.0
2007-11-01,2007,1,11,FENABRAVE12_VENDVETOT12,2007-11-01T00:00:00-02:00,237060.0
2007-12-01,2007,1,12,FENABRAVE12_VENDVETOT12,2007-12-01T00:00:00-02:00,242258.0
2008-01-01,2008,1,1,FENABRAVE12_VENDVETOT12,2008-01-01T00:00:00-02:00,215041.0
2008-02-01,2008,1,2,FENABRAVE12_VENDVETOT12,2008-02-01T00:00:00-02:00,200841.0
2008-03-01,2008,1,3,FENABRAVE12_VENDVETOT12,2008-03-01T00:00:00-03:00,232177.0
2008-04-01,2008,1,4,FENABRAVE12_VENDVETOT12,2008-04-01T00:00:00-03:00,261292.0
2008-05-01,2008,1,5,FENABRAVE12_VENDVETOT12,2008-05-01T00:00:00-03:00,242047.0
2008-06-01,2008,1,6,FENABRAVE12_VENDVETOT12,2008-06-01T00:00:00-03:00,256070.0
2008-07-01,2008,1,7,FENABRAVE12_VENDVETOT12,2008-07-01T00:00:00-03:00,288177.0
2008-08-01,2008,1,8,FENABRAVE12_VENDVETOT12,2008-08-01T00:00:00-03:00,244799.0
2008-09-01,2008,1,9,FENABRAVE12_VENDVETOT12,2008-09-01T00:00:00-03:00,268734.0
2008-10-01,2008,1,10,FENABRAVE12_VENDVETOT12,2008-10-01T00:00:00-03:00,239329.0
2008-11-01,2008,1,11,FENABRAVE12_VENDVETOT12,2008-11-01T00:00:00-02:00,177906.0
2008-12-01,2008,1,12,FENABRAVE12_VENDVETOT12,2008-12-01T00:00:00-02:00,194550.0
2009-01-01,2009,1,1,FENABRAVE12_VENDVETOT12,2009-01-01T00:00:00-02:00,197433.0
2009-02-01,2009,1,2,FENABRAVE12_VENDVETOT12,2009-02-01T00:00:00-02:00,199356.0
2009-03-01,2009,1,3,FENABRAVE12_VENDVETOT12,2009-03-01T00:00:00-03:00,271417.0
2009-04-01,2009,1,4,FENABRAVE12_VENDVETOT12,2009-04-01T00:00:00-03:00,234359.0
2009-05-01,2009,1,5,FENABRAVE12_VENDVETOT12,2009-05-01T00:00:00-03:00,246944.0
2009-06-01,2009,1,6,FENABRAVE12_VENDVETOT12,2009-06-01T00:00:00-03:00,300129.0
2009-07-01,2009,1,7,FENABRAVE12_VENDVETOT12,2009-07-01T00:00:00-03:00,285370.0
2009-08-01,2009,1,8,FENABRAVE12_VENDVETOT12,2009-08-01T00:00:00-03:00,258104.0
2009-09-01,2009,1,9,FENABRAVE12_VENDVETOT12,2009-09-01T00:00:00-03:00,308690.0
2009-10-01,2009,1,10,FENABRAVE12_VENDVETOT12,2009-10-01T00:00:00-03:00,294465.0
2009-11-01,2009,1,11,FENABRAVE12_VENDVETOT12,2009-11-01T00:00:00-02:00,251723.0
2009-12-01,2009,1,12,FENABRAVE12_VENDVETOT12,2009-12-01T00:00:00-02:00,293019.0
2010-01-01,2010,1,1,FENABRAVE12_VENDVETOT12,2010-01-01T00:00:00-02:00,213313.0
2010-02-01,2010,1,2,FENABRAVE12_VENDVETOT12,2010-02-01T00:00:00-02:00,220957.0
2010-03-01,2010,1,3,FENABRAVE12_VENDVETOT12,2010-03-01T00:00:00-03:00,353741.0
2010-04-01,2010,1,4,FENABRAVE12_VENDVETOT12,2010-04-01T00:00:00-03:00,277835.0
2010-05-01,2010,1,5,FENABRAVE12_VENDVETOT12,2010-05-01T00:00:00-03:00,251094.0
2010-06-01,2010,1,6,FENABRAVE12_VENDVETOT12,2010-06-01T00:00:00-03:00,262773.0
2010-07-01,2010,1,7,FENABRAVE12_VENDVETOT12,2010-07-01T00:00:00-03:00,302349.0
2010-08-01,2010,1,8,FENABRAVE12_VENDVETOT12,2010-08-01T00:00:00-03:00,312774.0
2010-09-01,2010,1,9,FENABRAVE12_VENDVETOT12,2010-09-01T00:00:00-03:00,307034.0
2010-10-01,2010,1,10,FENABRAVE12_VENDVETOT12,2010-10-01T00:00:00-03:00,303159.0
2010-11-01,2010,1,11,FENABRAVE12_VENDVETOT12,2010-11-01T00:00:00-02:00,328468.0
2010-12-01,2010,1,12,FENABRAVE12_VENDVETOT12,2010-12-01T00:00:00-02:00,381542.0
2011-01-01,2011,1,1,FENABRAVE12_VENDVETOT12,2011-01-01T00:00:00-02:00,244863.0
2011-02-01,2011,1,2,FENABRAVE12_VENDVETOT12,2011-02-01T00:00:00-02:00,274128.0
2011-03-01,2011,1,3,FENABRAVE12_VENDVETOT12,2011-03-01T00:00:00-03:00,306135.0
2011-04-01,2011,1,4,FENABRAVE12_VENDVETOT12,2011-04-01T00:00:00-03:00,289172.0
2011-05-01,2011,1,5,FENABRAVE12_VENDVETOT12,2011-05-01T00:00:00-03:00,318510.0
