DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1979-01-01,1979,1,1,ELETRO12_CEESU12,1979-01-01T00:00:00-02:00,949.0
1979-02-01,1979,1,2,ELETRO12_CEESU12,1979-02-01T00:00:00-02:00,925.0
1979-03-01,1979,1,3,ELETRO12_CEESU12,1979-03-01T00:00:00-03:00,991.0
1979-04-01,1979,1,4,ELETRO12_CEESU12,1979-04-01T00:00:00-03:00,984.0
1979-05-01,1979,1,5,ELETRO12_CEESU12,1979-05-01T00:00:00-03:00,958.0
1979-06-01,1979,1,6,ELETRO12_CEESU12,1979-06-01T00:00:00-03:00,1008.0
1979-07-01,1979,1,7,ELETRO12_CEESU12,1979-07-01T00:00:00-03:00,981.0
1979-08-01,1979,1,8,ELETRO12_CEESU12,1979-08-01T00:00:00-03:00,1038.0
1979-09-01,1979,1,9,ELETRO12_CEESU12,1979-09-01T00:00:00-03:00,986.0
1979-10-01,1979,1,10,ELETRO12_CEESU12,1979-10-01T00:00:00-03:00,1034.0
1979-11-01,1979,1,11,ELETRO12_CEESU12,1979-11-01T00:00:00-03:00,1035.0
1979-12-01,1979,1,12,ELETRO12_CEESU12,1979-12-01T00:00:00-02:00,1028.0
1980-01-01,1980,1,1,ELETRO12_CEESU12,1980-01-01T00:00:00-02:00,1114.0
1980-02-01,1980,1,2,ELETRO12_CEESU12,1980-02-01T00:00:00-02:00,1098.0
1980-03-01,1980,1,3,ELETRO12_CEESU12,1980-03-01T00:00:00-03:00,1119.0
1980-04-01,1980,1,4,ELETRO12_CEESU12,1980-04-01T00:00:00-03:00,1141.0
1980-05-01,1980,1,5,ELETRO12_CEESU12,1980-05-01T00:00:00-03:00,1220.0
1980-06-01,1980,1,6,ELETRO12_CEESU12,1980-06-01T00:00:00-03:00,1143.0
1980-07-01,1980,1,7,ELETRO12_CEESU12,1980-07-01T00:00:00-03:00,1149.0
1980-08-01,1980,1,8,ELETRO12_CEESU12,1980-08-01T00:00:00-03:00,1148.0
1980-09-01,1980,1,9,ELETRO12_CEESU12,1980-09-01T00:00:00-03:00,1142.0
1980-10-01,1980,1,10,ELETRO12_CEESU12,1980-10-01T00:00:00-03:00,1145.0
1980-11-01,1980,1,11,ELETRO12_CEESU12,1980-11-01T00:00:00-03:00,1136.0
1980-12-01,1980,1,12,ELETRO12_CEESU12,1980-12-01T00:00:00-02:00,1156.0
1981-01-01,1981,1,1,ELETRO12_CEESU12,1981-01-01T00:00:00-02:00,1221.0
1981-02-01,1981,1,2,ELETRO12_CEESU12,1981-02-01T00:00:00-02:00,1212.0
