DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1992-01-01,1992,1,1,BM12_IPCANCOM12,1992-01-01T00:00:00-02:00,26.18
1992-02-01,1992,1,2,BM12_IPCANCOM12,1992-02-01T00:00:00-02:00,22.4
1992-03-01,1992,1,3,BM12_IPCANCOM12,1992-03-01T00:00:00-03:00,21.25
1992-04-01,1992,1,4,BM12_IPCANCOM12,1992-04-01T00:00:00-03:00,18.96
1992-05-01,1992,1,5,BM12_IPCANCOM12,1992-05-01T00:00:00-03:00,25.52
1992-06-01,1992,1,6,BM12_IPCANCOM12,1992-06-01T00:00:00-03:00,19.72
1992-07-01,1992,1,7,BM12_IPCANCOM12,1992-07-01T00:00:00-03:00,21.79
1992-08-01,1992,1,8,BM12_IPCANCOM12,1992-08-01T00:00:00-03:00,20.31
1992-09-01,1992,1,9,BM12_IPCANCOM12,1992-09-01T00:00:00-03:00,25.02
1992-10-01,1992,1,10,BM12_IPCANCOM12,1992-10-01T00:00:00-03:00,24.41
1992-11-01,1992,1,11,BM12_IPCANCOM12,1992-11-01T00:00:00-03:00,21.73
1992-12-01,1992,1,12,BM12_IPCANCOM12,1992-12-01T00:00:00-02:00,23.51
1993-01-01,1993,1,1,BM12_IPCANCOM12,1993-01-01T00:00:00-02:00,31.38
1993-02-01,1993,1,2,BM12_IPCANCOM12,1993-02-01T00:00:00-02:00,24.79
1993-03-01,1993,1,3,BM12_IPCANCOM12,1993-03-01T00:00:00-03:00,27.84
1993-04-01,1993,1,4,BM12_IPCANCOM12,1993-04-01T00:00:00-03:00,25.63
1993-05-01,1993,1,5,BM12_IPCANCOM12,1993-05-01T00:00:00-03:00,27.81
1993-06-01,1993,1,6,BM12_IPCANCOM12,1993-06-01T00:00:00-03:00,29.2
1993-07-01,1993,1,7,BM12_IPCANCOM12,1993-07-01T00:00:00-03:00,28.05
1993-08-01,1993,1,8,BM12_IPCANCOM12,1993-08-01T00:00:00-03:00,32.91
1993-09-01,1993,1,9,BM12_IPCANCOM12,1993-09-01T00:00:00-03:00,35.81
1993-10-01,1993,1,10,BM12_IPCANCOM12,1993-10-01T00:00:00-03:00,32.21
1993-11-01,1993,1,11,BM12_IPCANCOM12,1993-11-01T00:00:00-03:00,34.4
1993-12-01,1993,1,12,BM12_IPCANCOM12,1993-12-01T00:00:00-02:00,35.79
1994-01-01,1994,1,1,BM12_IPCANCOM12,1994-01-01T00:00:00-02:00,44.63
1994-02-01,1994,1,2,BM12_IPCANCOM12,1994-02-01T00:00:00-02:00,42.46
1994-03-01,1994,1,3,BM12_IPCANCOM12,1994-03-01T00:00:00-03:00,44.59
1994-04-01,1994,1,4,BM12_IPCANCOM12,1994-04-01T00:00:00-03:00,40.55
1994-05-01,1994,1,5,BM12_IPCANCOM12,1994-05-01T00:00:00-03:00,43.09
1994-06-01,1994,1,6,BM12_IPCANCOM12,1994-06-01T00:00:00-03:00,44.62
1994-07-01,1994,1,7,BM12_IPCANCOM12,1994-07-01T00:00:00-03:00,9.02
1994-08-01,1994,1,8,BM12_IPCANCOM12,1994-08-01T00:00:00-03:00,5.67
1994-09-01,1994,1,9,BM12_IPCANCOM12,1994-09-01T00:00:00-03:00,4.04
1994-10-01,1994,1,10,BM12_IPCANCOM12,1994-10-01T00:00:00-03:00,3.73
1994-11-01,1994,1,11,BM12_IPCANCOM12,1994-11-01T00:00:00-03:00,4.03
1994-12-01,1994,1,12,BM12_IPCANCOM12,1994-12-01T00:00:00-02:00,2.64
1995-01-01,1995,1,1,BM12_IPCANCOM12,1995-01-01T00:00:00-02:00,3.89
1995-02-01,1995,1,2,BM12_IPCANCOM12,1995-02-01T00:00:00-02:00,2.67
1995-03-01,1995,1,3,BM12_IPCANCOM12,1995-03-01T00:00:00-03:00,3.55
1995-04-01,1995,1,4,BM12_IPCANCOM12,1995-04-01T00:00:00-03:00,3.64
1995-05-01,1995,1,5,BM12_IPCANCOM12,1995-05-01T00:00:00-03:00,4.44
1995-06-01,1995,1,6,BM12_IPCANCOM12,1995-06-01T00:00:00-03:00,2.51
1995-07-01,1995,1,7,BM12_IPCANCOM12,1995-07-01T00:00:00-03:00,2.08
1995-08-01,1995,1,8,BM12_IPCANCOM12,1995-08-01T00:00:00-03:00,1.76
1995-09-01,1995,1,9,BM12_IPCANCOM12,1995-09-01T00:00:00-03:00,1.34
1995-10-01,1995,1,10,BM12_IPCANCOM12,1995-10-01T00:00:00-03:00,1.32
1995-11-01,1995,1,11,BM12_IPCANCOM12,1995-11-01T00:00:00-03:00,1.91
1995-12-01,1995,1,12,BM12_IPCANCOM12,1995-12-01T00:00:00-02:00,1.73
1996-01-01,1996,1,1,BM12_IPCANCOM12,1996-01-01T00:00:00-02:00,2.39
1996-02-01,1996,1,2,BM12_IPCANCOM12,1996-02-01T00:00:00-02:00,1.77
1996-03-01,1996,1,3,BM12_IPCANCOM12,1996-03-01T00:00:00-03:00,1.32
1996-04-01,1996,1,4,BM12_IPCANCOM12,1996-04-01T00:00:00-03:00,1.23
1996-05-01,1996,1,5,BM12_IPCANCOM12,1996-05-01T00:00:00-03:00,1.62
1996-06-01,1996,1,6,BM12_IPCANCOM12,1996-06-01T00:00:00-03:00,1.1
1996-07-01,1996,1,7,BM12_IPCANCOM12,1996-07-01T00:00:00-03:00,1.08
1996-08-01,1996,1,8,BM12_IPCANCOM12,1996-08-01T00:00:00-03:00,0.73
1996-09-01,1996,1,9,BM12_IPCANCOM12,1996-09-01T00:00:00-03:00,0.67
1996-10-01,1996,1,10,BM12_IPCANCOM12,1996-10-01T00:00:00-03:00,0.28
1996-11-01,1996,1,11,BM12_IPCANCOM12,1996-11-01T00:00:00-03:00,0.45
1996-12-01,1996,1,12,BM12_IPCANCOM12,1996-12-01T00:00:00-02:00,0.39
1997-01-01,1997,1,1,BM12_IPCANCOM12,1997-01-01T00:00:00-02:00,1.18
1997-02-01,1997,1,2,BM12_IPCANCOM12,1997-02-01T00:00:00-02:00,1.01
1997-03-01,1997,1,3,BM12_IPCANCOM12,1997-03-01T00:00:00-03:00,0.83
1997-04-01,1997,1,4,BM12_IPCANCOM12,1997-04-01T00:00:00-03:00,0.46
1997-05-01,1997,1,5,BM12_IPCANCOM12,1997-05-01T00:00:00-03:00,0.31
1997-06-01,1997,1,6,BM12_IPCANCOM12,1997-06-01T00:00:00-03:00,0.1
1997-07-01,1997,1,7,BM12_IPCANCOM12,1997-07-01T00:00:00-03:00,-0.01
1997-08-01,1997,1,8,BM12_IPCANCOM12,1997-08-01T00:00:00-03:00,0.07
1997-09-01,1997,1,9,BM12_IPCANCOM12,1997-09-01T00:00:00-03:00,-0.08
1997-10-01,1997,1,10,BM12_IPCANCOM12,1997-10-01T00:00:00-03:00,0.22
1997-11-01,1997,1,11,BM12_IPCANCOM12,1997-11-01T00:00:00-03:00,-0.01
1997-12-01,1997,1,12,BM12_IPCANCOM12,1997-12-01T00:00:00-02:00,0.23
1998-01-01,1998,1,1,BM12_IPCANCOM12,1998-01-01T00:00:00-02:00,0.76
1998-02-01,1998,1,2,BM12_IPCANCOM12,1998-02-01T00:00:00-02:00,0.61
1998-03-01,1998,1,3,BM12_IPCANCOM12,1998-03-01T00:00:00-03:00,0.47
1998-04-01,1998,1,4,BM12_IPCANCOM12,1998-04-01T00:00:00-03:00,0.3
1998-05-01,1998,1,5,BM12_IPCANCOM12,1998-05-01T00:00:00-03:00,0.74
1998-06-01,1998,1,6,BM12_IPCANCOM12,1998-06-01T00:00:00-03:00,-0.18
1998-07-01,1998,1,7,BM12_IPCANCOM12,1998-07-01T00:00:00-03:00,-0.35
1998-08-01,1998,1,8,BM12_IPCANCOM12,1998-08-01T00:00:00-03:00,-0.4
1998-09-01,1998,1,9,BM12_IPCANCOM12,1998-09-01T00:00:00-03:00,-0.35
1998-10-01,1998,1,10,BM12_IPCANCOM12,1998-10-01T00:00:00-03:00,0.02
