DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2019-09-01,2019,1,9,BM12_CRLSDPF12,2019-09-01T00:00:00-03:00,43.59
2019-10-01,2019,1,10,BM12_CRLSDPF12,2019-10-01T00:00:00-03:00,42.73
2019-11-01,2019,1,11,BM12_CRLSDPF12,2019-11-01T00:00:00-03:00,43.25
2019-12-01,2019,1,12,BM12_CRLSDPF12,2019-12-01T00:00:00-03:00,40.43
2020-01-01,2020,1,1,BM12_CRLSDPF12,2020-01-01T00:00:00-03:00,40.12
2020-02-01,2020,1,2,BM12_CRLSDPF12,2020-02-01T00:00:00-03:00,41.42
2020-03-01,2020,1,3,BM12_CRLSDPF12,2020-03-01T00:00:00-03:00,40.41
2020-04-01,2020,1,4,BM12_CRLSDPF12,2020-04-01T00:00:00-03:00,38.94
2020-05-01,2020,1,5,BM12_CRLSDPF12,2020-05-01T00:00:00-03:00,38.16
2020-06-01,2020,1,6,BM12_CRLSDPF12,2020-06-01T00:00:00-03:00,36.39
2020-07-01,2020,1,7,BM12_CRLSDPF12,2020-07-01T00:00:00-03:00,35.13
2020-08-01,2020,1,8,BM12_CRLSDPF12,2020-08-01T00:00:00-03:00,34.22
2020-09-01,2020,1,9,BM12_CRLSDPF12,2020-09-01T00:00:00-03:00,32.95
2020-10-01,2020,1,10,BM12_CRLSDPF12,2020-10-01T00:00:00-03:00,33.43
2020-11-01,2020,1,11,BM12_CRLSDPF12,2020-11-01T00:00:00-03:00,32.71
2020-12-01,2020,1,12,BM12_CRLSDPF12,2020-12-01T00:00:00-03:00,32.1
2021-01-01,2021,1,1,BM12_CRLSDPF12,2021-01-01T00:00:00-03:00,33.94
