DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1980-10-01,1980,1,10,PRECOS12_INPCVE12,1980-10-01T00:00:00-03:00,10.05
1980-11-01,1980,1,11,PRECOS12_INPCVE12,1980-11-01T00:00:00-03:00,6.66
1980-12-01,1980,1,12,PRECOS12_INPCVE12,1980-12-01T00:00:00-02:00,6.65
1981-01-01,1981,1,1,PRECOS12_INPCVE12,1981-01-01T00:00:00-02:00,3.43
1981-02-01,1981,1,2,PRECOS12_INPCVE12,1981-02-01T00:00:00-02:00,3.24
1981-03-01,1981,1,3,PRECOS12_INPCVE12,1981-03-01T00:00:00-03:00,2.6
1981-04-01,1981,1,4,PRECOS12_INPCVE12,1981-04-01T00:00:00-03:00,5.57
1981-05-01,1981,1,5,PRECOS12_INPCVE12,1981-05-01T00:00:00-03:00,7.47
1981-06-01,1981,1,6,PRECOS12_INPCVE12,1981-06-01T00:00:00-03:00,5.73
1981-07-01,1981,1,7,PRECOS12_INPCVE12,1981-07-01T00:00:00-03:00,4.26
1981-08-01,1981,1,8,PRECOS12_INPCVE12,1981-08-01T00:00:00-03:00,3.95
1981-09-01,1981,1,9,PRECOS12_INPCVE12,1981-09-01T00:00:00-03:00,4.15
1981-10-01,1981,1,10,PRECOS12_INPCVE12,1981-10-01T00:00:00-03:00,5.92
1981-11-01,1981,1,11,PRECOS12_INPCVE12,1981-11-01T00:00:00-03:00,5.53
1981-12-01,1981,1,12,PRECOS12_INPCVE12,1981-12-01T00:00:00-02:00,6.76
1982-01-01,1982,1,1,PRECOS12_INPCVE12,1982-01-01T00:00:00-02:00,5.91
1982-02-01,1982,1,2,PRECOS12_INPCVE12,1982-02-01T00:00:00-02:00,3.95
1982-03-01,1982,1,3,PRECOS12_INPCVE12,1982-03-01T00:00:00-03:00,4.58
1982-04-01,1982,1,4,PRECOS12_INPCVE12,1982-04-01T00:00:00-03:00,7.88
1982-05-01,1982,1,5,PRECOS12_INPCVE12,1982-05-01T00:00:00-03:00,8.78
1982-06-01,1982,1,6,PRECOS12_INPCVE12,1982-06-01T00:00:00-03:00,7.71
1982-07-01,1982,1,7,PRECOS12_INPCVE12,1982-07-01T00:00:00-03:00,6.66
1982-08-01,1982,1,8,PRECOS12_INPCVE12,1982-08-01T00:00:00-03:00,5.97
1982-09-01,1982,1,9,PRECOS12_INPCVE12,1982-09-01T00:00:00-03:00,6.53
1982-10-01,1982,1,10,PRECOS12_INPCVE12,1982-10-01T00:00:00-03:00,9.52
1982-11-01,1982,1,11,PRECOS12_INPCVE12,1982-11-01T00:00:00-03:00,7.67
1982-12-01,1982,1,12,PRECOS12_INPCVE12,1982-12-01T00:00:00-02:00,7.1
1983-01-01,1983,1,1,PRECOS12_INPCVE12,1983-01-01T00:00:00-02:00,7.21
1983-02-01,1983,1,2,PRECOS12_INPCVE12,1983-02-01T00:00:00-02:00,3.7
1983-03-01,1983,1,3,PRECOS12_INPCVE12,1983-03-01T00:00:00-03:00,4.6
1983-04-01,1983,1,4,PRECOS12_INPCVE12,1983-04-01T00:00:00-03:00,8.96
1983-05-01,1983,1,5,PRECOS12_INPCVE12,1983-05-01T00:00:00-03:00,8.31
1983-06-01,1983,1,6,PRECOS12_INPCVE12,1983-06-01T00:00:00-03:00,5.36
1983-07-01,1983,1,7,PRECOS12_INPCVE12,1983-07-01T00:00:00-03:00,5.99
1983-08-01,1983,1,8,PRECOS12_INPCVE12,1983-08-01T00:00:00-03:00,5.08
1983-09-01,1983,1,9,PRECOS12_INPCVE12,1983-09-01T00:00:00-03:00,7.81
1983-10-01,1983,1,10,PRECOS12_INPCVE12,1983-10-01T00:00:00-03:00,9.1
1983-11-01,1983,1,11,PRECOS12_INPCVE12,1983-11-01T00:00:00-03:00,8.62
1983-12-01,1983,1,12,PRECOS12_INPCVE12,1983-12-01T00:00:00-02:00,8.79
