DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Unidade)
2010-11-01,2010,1,11,ACSP12_TELCH12,2010-11-01T00:00:00-02:00,2750597.0
2010-12-01,2010,1,12,ACSP12_TELCH12,2010-12-01T00:00:00-02:00,3999662.0
2011-01-01,2011,1,1,ACSP12_TELCH12,2011-01-01T00:00:00-02:00,2174628.0
2011-02-01,2011,1,2,ACSP12_TELCH12,2011-02-01T00:00:00-02:00,2119719.0
2011-03-01,2011,1,3,ACSP12_TELCH12,2011-03-01T00:00:00-03:00,2147792.0
2011-04-01,2011,1,4,ACSP12_TELCH12,2011-04-01T00:00:00-03:00,2083646.0
2011-05-01,2011,1,5,ACSP12_TELCH12,2011-05-01T00:00:00-03:00,2505346.0
2011-06-01,2011,1,6,ACSP12_TELCH12,2011-06-01T00:00:00-03:00,2551883.0
2011-07-01,2011,1,7,ACSP12_TELCH12,2011-07-01T00:00:00-03:00,2535119.0
2011-08-01,2011,1,8,ACSP12_TELCH12,2011-08-01T00:00:00-03:00,2553920.0
2011-09-01,2011,1,9,ACSP12_TELCH12,2011-09-01T00:00:00-03:00,2250414.0
2011-10-01,2011,1,10,ACSP12_TELCH12,2011-10-01T00:00:00-03:00,2557909.0
2011-11-01,2011,1,11,ACSP12_TELCH12,2011-11-01T00:00:00-02:00,2762149.0
2011-12-01,2011,1,12,ACSP12_TELCH12,2011-12-01T00:00:00-02:00,4102098.0
2012-01-01,2012,1,1,ACSP12_TELCH12,2012-01-01T00:00:00-02:00,2075998.0
2012-02-01,2012,1,2,ACSP12_TELCH12,2012-02-01T00:00:00-02:00,2075998.0
2012-03-01,2012,1,3,ACSP12_TELCH12,2012-03-01T00:00:00-03:00,2252819.0
2012-04-01,2012,1,4,ACSP12_TELCH12,2012-04-01T00:00:00-03:00,2124298.0
2012-05-01,2012,1,5,ACSP12_TELCH12,2012-05-01T00:00:00-03:00,2637152.0
2012-06-01,2012,1,6,ACSP12_TELCH12,2012-06-01T00:00:00-03:00,2559283.0
2012-07-01,2012,1,7,ACSP12_TELCH12,2012-07-01T00:00:00-03:00,2572005.0
2012-08-01,2012,1,8,ACSP12_TELCH12,2012-08-01T00:00:00-03:00,2547280.0
2012-09-01,2012,1,9,ACSP12_TELCH12,2012-09-01T00:00:00-03:00,2253475.0
2012-10-01,2012,1,10,ACSP12_TELCH12,2012-10-01T00:00:00-03:00,2702687.0
2012-11-01,2012,1,11,ACSP12_TELCH12,2012-11-01T00:00:00-02:00,2810763.0
2012-12-01,2012,1,12,ACSP12_TELCH12,2012-12-01T00:00:00-02:00,4346214.0
2013-01-01,2013,1,1,ACSP12_TELCH12,2013-01-01T00:00:00-02:00,2382782.0
2013-02-01,2013,1,2,ACSP12_TELCH12,2013-02-01T00:00:00-02:00,2073715.0
2013-03-01,2013,1,3,ACSP12_TELCH12,2013-03-01T00:00:00-03:00,2221766.0
2013-04-01,2013,1,4,ACSP12_TELCH12,2013-04-01T00:00:00-03:00,2194275.0
2013-05-01,2013,1,5,ACSP12_TELCH12,2013-05-01T00:00:00-03:00,2636097.0
2013-06-01,2013,1,6,ACSP12_TELCH12,2013-06-01T00:00:00-03:00,2454528.0
2013-07-01,2013,1,7,ACSP12_TELCH12,2013-07-01T00:00:00-03:00,2597982.0
2013-08-01,2013,1,8,ACSP12_TELCH12,2013-08-01T00:00:00-03:00,2590433.0
2013-09-01,2013,1,9,ACSP12_TELCH12,2013-09-01T00:00:00-03:00,2278540.0
2013-10-01,2013,1,10,ACSP12_TELCH12,2013-10-01T00:00:00-03:00,2781149.0
2013-11-01,2013,1,11,ACSP12_TELCH12,2013-11-01T00:00:00-02:00,2868224.0
2013-12-01,2013,1,12,ACSP12_TELCH12,2013-12-01T00:00:00-02:00,4387208.0
2014-01-01,2014,1,1,ACSP12_TELCH12,2014-01-01T00:00:00-02:00,2453680.0
2014-02-01,2014,1,2,ACSP12_TELCH12,2014-02-01T00:00:00-02:00,2244805.0
2014-03-01,2014,1,3,ACSP12_TELCH12,2014-03-01T00:00:00-03:00,2298575.0
2014-04-01,2014,1,4,ACSP12_TELCH12,2014-04-01T00:00:00-03:00,2002934.0
2014-05-01,2014,1,5,ACSP12_TELCH12,2014-05-01T00:00:00-03:00,2906297.0
2014-06-01,2014,1,6,ACSP12_TELCH12,2014-06-01T00:00:00-03:00,2384416.0
2014-07-01,2014,1,7,ACSP12_TELCH12,2014-07-01T00:00:00-03:00,2606132.0
2014-08-01,2014,1,8,ACSP12_TELCH12,2014-08-01T00:00:00-03:00,2597601.0
2014-09-01,2014,1,9,ACSP12_TELCH12,2014-09-01T00:00:00-03:00,2318009.0
2014-10-01,2014,1,10,ACSP12_TELCH12,2014-10-01T00:00:00-03:00,2830483.0
2014-11-01,2014,1,11,ACSP12_TELCH12,2014-11-01T00:00:00-02:00,2964095.0
2014-12-01,2014,1,12,ACSP12_TELCH12,2014-12-01T00:00:00-02:00,4448172.0
2015-01-01,2015,1,1,ACSP12_TELCH12,2015-01-01T00:00:00-02:00,2374570.0
2015-02-01,2015,1,2,ACSP12_TELCH12,2015-02-01T00:00:00-02:00,2019025.0
2015-03-01,2015,1,3,ACSP12_TELCH12,2015-03-01T00:00:00-03:00,2329029.0
2015-04-01,2015,1,4,ACSP12_TELCH12,2015-04-01T00:00:00-03:00,1938519.0
2015-05-01,2015,1,5,ACSP12_TELCH12,2015-05-01T00:00:00-03:00,2713039.0
2015-06-01,2015,1,6,ACSP12_TELCH12,2015-06-01T00:00:00-03:00,2289599.0
2015-07-01,2015,1,7,ACSP12_TELCH12,2015-07-01T00:00:00-03:00,2474209.0
2015-08-01,2015,1,8,ACSP12_TELCH12,2015-08-01T00:00:00-03:00,2342249.0
2015-09-01,2015,1,9,ACSP12_TELCH12,2015-09-01T00:00:00-03:00,2082884.0
2015-10-01,2015,1,10,ACSP12_TELCH12,2015-10-01T00:00:00-03:00,2323658.0
2015-11-01,2015,1,11,ACSP12_TELCH12,2015-11-01T00:00:00-02:00,2587326.0
2015-12-01,2015,1,12,ACSP12_TELCH12,2015-12-01T00:00:00-02:00,3673107.0
2016-01-01,2016,1,1,ACSP12_TELCH12,2016-01-01T00:00:00-02:00,1921590.0
2016-02-01,2016,1,2,ACSP12_TELCH12,2016-02-01T00:00:00-02:00,1743397.0
2016-03-01,2016,1,3,ACSP12_TELCH12,2016-03-01T00:00:00-03:00,1916765.0
2016-04-01,2016,1,4,ACSP12_TELCH12,2016-04-01T00:00:00-03:00,1640396.0
2016-05-01,2016,1,5,ACSP12_TELCH12,2016-05-01T00:00:00-03:00,2179919.0
2016-06-01,2016,1,6,ACSP12_TELCH12,2016-06-01T00:00:00-03:00,2183862.0
2016-07-01,2016,1,7,ACSP12_TELCH12,2016-07-01T00:00:00-03:00,2128905.0
2016-08-01,2016,1,8,ACSP12_TELCH12,2016-08-01T00:00:00-03:00,2220519.0
2016-09-01,2016,1,9,ACSP12_TELCH12,2016-09-01T00:00:00-03:00,1864645.0
2016-10-01,2016,1,10,ACSP12_TELCH12,2016-10-01T00:00:00-03:00,2112899.0
2016-11-01,2016,1,11,ACSP12_TELCH12,2016-11-01T00:00:00-02:00,2324180.0
2016-12-01,2016,1,12,ACSP12_TELCH12,2016-12-01T00:00:00-02:00,3462151.0
2017-01-01,2017,1,1,ACSP12_TELCH12,2017-01-01T00:00:00-02:00,1802792.0
2017-02-01,2017,1,2,ACSP12_TELCH12,2017-02-01T00:00:00-02:00,1659392.0
2017-03-01,2017,1,3,ACSP12_TELCH12,2017-03-01T00:00:00-03:00,1867999.0
2017-04-01,2017,1,4,ACSP12_TELCH12,2017-04-01T00:00:00-03:00,1570731.0
2017-05-01,2017,1,5,ACSP12_TELCH12,2017-05-01T00:00:00-03:00,2205197.0
2017-06-01,2017,1,6,ACSP12_TELCH12,2017-06-01T00:00:00-03:00,2214325.0
2017-07-01,2017,1,7,ACSP12_TELCH12,2017-07-01T00:00:00-03:00,2159971.0
2017-08-01,2017,1,8,ACSP12_TELCH12,2017-08-01T00:00:00-03:00,2273130.0
2017-09-01,2017,1,9,ACSP12_TELCH12,2017-09-01T00:00:00-03:00,1937962.0
2017-10-01,2017,1,10,ACSP12_TELCH12,2017-10-01T00:00:00-03:00,2180207.0
2017-11-01,2017,1,11,ACSP12_TELCH12,2017-11-01T00:00:00-02:00,2399542.0
2017-12-01,2017,1,12,ACSP12_TELCH12,2017-12-01T00:00:00-02:00,3570287.0
2018-01-01,2018,1,1,ACSP12_TELCH12,2018-01-01T00:00:00-02:00,1848184.0
2018-02-01,2018,1,2,ACSP12_TELCH12,2018-02-01T00:00:00-02:00,1726455.0
2018-03-01,2018,1,3,ACSP12_TELCH12,2018-03-01T00:00:00-03:00,1878028.0
2018-04-01,2018,1,4,ACSP12_TELCH12,2018-04-01T00:00:00-03:00,1535198.0
2018-05-01,2018,1,5,ACSP12_TELCH12,2018-05-01T00:00:00-03:00,2086161.0
2018-06-01,2018,1,6,ACSP12_TELCH12,2018-06-01T00:00:00-03:00,2087539.0
2018-07-01,2018,1,7,ACSP12_TELCH12,2018-07-01T00:00:00-03:00,2073957.0
2018-08-01,2018,1,8,ACSP12_TELCH12,2018-08-01T00:00:00-03:00,2257206.0
2018-09-01,2018,1,9,ACSP12_TELCH12,2018-09-01T00:00:00-03:00,1879903.0
2018-10-01,2018,1,10,ACSP12_TELCH12,2018-10-01T00:00:00-03:00,2098013.0
2018-11-01,2018,1,11,ACSP12_TELCH12,2018-11-01T00:00:00-03:00,2351752.0
2018-12-01,2018,1,12,ACSP12_TELCH12,2018-12-01T00:00:00-02:00,3644008.0
2019-01-01,2019,1,1,ACSP12_TELCH12,2019-01-01T00:00:00-02:00,1937064.0
2019-02-01,2019,1,2,ACSP12_TELCH12,2019-02-01T00:00:00-02:00,1844562.0
2019-03-01,2019,1,3,ACSP12_TELCH12,2019-03-01T00:00:00-03:00,1822977.0
2019-04-01,2019,1,4,ACSP12_TELCH12,2019-04-01T00:00:00-03:00,1633816.0
2019-05-01,2019,1,5,ACSP12_TELCH12,2019-05-01T00:00:00-03:00,2198740.0
2019-06-01,2019,1,6,ACSP12_TELCH12,2019-06-01T00:00:00-03:00,1978986.0
2019-07-01,2019,1,7,ACSP12_TELCH12,2019-07-01T00:00:00-03:00,2158185.0
2019-08-01,2019,1,8,ACSP12_TELCH12,2019-08-01T00:00:00-03:00,2289474.0
2019-09-01,2019,1,9,ACSP12_TELCH12,2019-09-01T00:00:00-03:00,1925885.0
2019-10-01,2019,1,10,ACSP12_TELCH12,2019-10-01T00:00:00-03:00,2175240.0
2019-11-01,2019,1,11,ACSP12_TELCH12,2019-11-01T00:00:00-03:00,2530521.0
2019-12-01,2019,1,12,ACSP12_TELCH12,2019-12-01T00:00:00-03:00,3974811.0
2020-01-01,2020,1,1,ACSP12_TELCH12,2020-01-01T00:00:00-03:00,2055725.0
2020-02-01,2020,1,2,ACSP12_TELCH12,2020-02-01T00:00:00-03:00,1874864.0
2020-03-01,2020,1,3,ACSP12_TELCH12,2020-03-01T00:00:00-03:00,1392572.0
2020-04-01,2020,1,4,ACSP12_TELCH12,2020-04-01T00:00:00-03:00,505993.0
2020-05-01,2020,1,5,ACSP12_TELCH12,2020-05-01T00:00:00-03:00,518038.0
2020-06-01,2020,1,6,ACSP12_TELCH12,2020-06-01T00:00:00-03:00,763298.0
2020-07-01,2020,1,7,ACSP12_TELCH12,2020-07-01T00:00:00-03:00,870159.0
2020-08-01,2020,1,8,ACSP12_TELCH12,2020-08-01T00:00:00-03:00,1012887.0
2020-09-01,2020,1,9,ACSP12_TELCH12,2020-09-01T00:00:00-03:00,1222525.0
2020-10-01,2020,1,10,ACSP12_TELCH12,2020-10-01T00:00:00-03:00,1553121.0
2020-11-01,2020,1,11,ACSP12_TELCH12,2020-11-01T00:00:00-03:00,1943644.0
2020-12-01,2020,1,12,ACSP12_TELCH12,2020-12-01T00:00:00-03:00,2552782.0
