DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRDPCAPF12,2011-03-01T00:00:00-03:00,71.94
2011-04-01,2011,1,4,BM12_CRDPCAPF12,2011-04-01T00:00:00-03:00,73.04
2011-05-01,2011,1,5,BM12_CRDPCAPF12,2011-05-01T00:00:00-03:00,74.15
2011-06-01,2011,1,6,BM12_CRDPCAPF12,2011-06-01T00:00:00-03:00,75.71
2011-07-01,2011,1,7,BM12_CRDPCAPF12,2011-07-01T00:00:00-03:00,77.29
2011-08-01,2011,1,8,BM12_CRDPCAPF12,2011-08-01T00:00:00-03:00,79.54
2011-09-01,2011,1,9,BM12_CRDPCAPF12,2011-09-01T00:00:00-03:00,80.43
2011-10-01,2011,1,10,BM12_CRDPCAPF12,2011-10-01T00:00:00-03:00,81.0
2011-11-01,2011,1,11,BM12_CRDPCAPF12,2011-11-01T00:00:00-02:00,81.78
2011-12-01,2011,1,12,BM12_CRDPCAPF12,2011-12-01T00:00:00-02:00,82.41
2012-01-01,2012,1,1,BM12_CRDPCAPF12,2012-01-01T00:00:00-02:00,83.25
2012-02-01,2012,1,2,BM12_CRDPCAPF12,2012-02-01T00:00:00-02:00,83.84
2012-03-01,2012,1,3,BM12_CRDPCAPF12,2012-03-01T00:00:00-03:00,84.72
2012-04-01,2012,1,4,BM12_CRDPCAPF12,2012-04-01T00:00:00-03:00,85.58
2012-05-01,2012,1,5,BM12_CRDPCAPF12,2012-05-01T00:00:00-03:00,86.3
2012-06-01,2012,1,6,BM12_CRDPCAPF12,2012-06-01T00:00:00-03:00,87.06
2012-07-01,2012,1,7,BM12_CRDPCAPF12,2012-07-01T00:00:00-03:00,88.32
2012-08-01,2012,1,8,BM12_CRDPCAPF12,2012-08-01T00:00:00-03:00,88.7
2012-09-01,2012,1,9,BM12_CRDPCAPF12,2012-09-01T00:00:00-03:00,88.83
2012-10-01,2012,1,10,BM12_CRDPCAPF12,2012-10-01T00:00:00-03:00,89.13
2012-11-01,2012,1,11,BM12_CRDPCAPF12,2012-11-01T00:00:00-02:00,89.17
2012-12-01,2012,1,12,BM12_CRDPCAPF12,2012-12-01T00:00:00-02:00,89.12
2013-01-01,2013,1,1,BM12_CRDPCAPF12,2013-01-01T00:00:00-02:00,89.78
2013-02-01,2013,1,2,BM12_CRDPCAPF12,2013-02-01T00:00:00-02:00,90.15
2013-03-01,2013,1,3,BM12_CRDPCAPF12,2013-03-01T00:00:00-03:00,90.57
2013-04-01,2013,1,4,BM12_CRDPCAPF12,2013-04-01T00:00:00-03:00,91.33
2013-05-01,2013,1,5,BM12_CRDPCAPF12,2013-05-01T00:00:00-03:00,92.48
2013-06-01,2013,1,6,BM12_CRDPCAPF12,2013-06-01T00:00:00-03:00,92.98
2013-07-01,2013,1,7,BM12_CRDPCAPF12,2013-07-01T00:00:00-03:00,94.59
2013-08-01,2013,1,8,BM12_CRDPCAPF12,2013-08-01T00:00:00-03:00,95.01
2013-09-01,2013,1,9,BM12_CRDPCAPF12,2013-09-01T00:00:00-03:00,95.07
2013-10-01,2013,1,10,BM12_CRDPCAPF12,2013-10-01T00:00:00-03:00,91.58
2013-11-01,2013,1,11,BM12_CRDPCAPF12,2013-11-01T00:00:00-02:00,92.0
2013-12-01,2013,1,12,BM12_CRDPCAPF12,2013-12-01T00:00:00-02:00,92.09
2014-01-01,2014,1,1,BM12_CRDPCAPF12,2014-01-01T00:00:00-02:00,92.17
2014-02-01,2014,1,2,BM12_CRDPCAPF12,2014-02-01T00:00:00-02:00,92.51
2014-03-01,2014,1,3,BM12_CRDPCAPF12,2014-03-01T00:00:00-03:00,92.84
2014-04-01,2014,1,4,BM12_CRDPCAPF12,2014-04-01T00:00:00-03:00,92.99
2014-05-01,2014,1,5,BM12_CRDPCAPF12,2014-05-01T00:00:00-03:00,93.4
2014-06-01,2014,1,6,BM12_CRDPCAPF12,2014-06-01T00:00:00-03:00,93.75
2014-07-01,2014,1,7,BM12_CRDPCAPF12,2014-07-01T00:00:00-03:00,94.86
2014-08-01,2014,1,8,BM12_CRDPCAPF12,2014-08-01T00:00:00-03:00,95.23
2014-09-01,2014,1,9,BM12_CRDPCAPF12,2014-09-01T00:00:00-03:00,95.56
2014-10-01,2014,1,10,BM12_CRDPCAPF12,2014-10-01T00:00:00-03:00,96.01
2014-11-01,2014,1,11,BM12_CRDPCAPF12,2014-11-01T00:00:00-02:00,96.29
2014-12-01,2014,1,12,BM12_CRDPCAPF12,2014-12-01T00:00:00-02:00,96.8
2015-01-01,2015,1,1,BM12_CRDPCAPF12,2015-01-01T00:00:00-02:00,97.49
