DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Barril)
1979-01-01,1979,1,1,ANP12_CALCO12,1979-01-01T00:00:00-02:00,34.0
1979-02-01,1979,1,2,ANP12_CALCO12,1979-02-01T00:00:00-02:00,39.0
1979-03-01,1979,1,3,ANP12_CALCO12,1979-03-01T00:00:00-03:00,28.0
1979-04-01,1979,1,4,ANP12_CALCO12,1979-04-01T00:00:00-03:00,33.0
1979-05-01,1979,1,5,ANP12_CALCO12,1979-05-01T00:00:00-03:00,35.0
1979-06-01,1979,1,6,ANP12_CALCO12,1979-06-01T00:00:00-03:00,40.0
1979-07-01,1979,1,7,ANP12_CALCO12,1979-07-01T00:00:00-03:00,34.0
1979-08-01,1979,1,8,ANP12_CALCO12,1979-08-01T00:00:00-03:00,41.0
1979-09-01,1979,1,9,ANP12_CALCO12,1979-09-01T00:00:00-03:00,49.0
1979-10-01,1979,1,10,ANP12_CALCO12,1979-10-01T00:00:00-03:00,34.0
1979-11-01,1979,1,11,ANP12_CALCO12,1979-11-01T00:00:00-03:00,47.0
1979-12-01,1979,1,12,ANP12_CALCO12,1979-12-01T00:00:00-02:00,47.0
1980-01-01,1980,1,1,ANP12_CALCO12,1980-01-01T00:00:00-02:00,40.0
1980-02-01,1980,1,2,ANP12_CALCO12,1980-02-01T00:00:00-02:00,42.0
1980-03-01,1980,1,3,ANP12_CALCO12,1980-03-01T00:00:00-03:00,42.0
1980-04-01,1980,1,4,ANP12_CALCO12,1980-04-01T00:00:00-03:00,46.0
1980-05-01,1980,1,5,ANP12_CALCO12,1980-05-01T00:00:00-03:00,44.0
1980-06-01,1980,1,6,ANP12_CALCO12,1980-06-01T00:00:00-03:00,46.0
1980-07-01,1980,1,7,ANP12_CALCO12,1980-07-01T00:00:00-03:00,52.0
1980-08-01,1980,1,8,ANP12_CALCO12,1980-08-01T00:00:00-03:00,42.0
1980-09-01,1980,1,9,ANP12_CALCO12,1980-09-01T00:00:00-03:00,47.0
1980-10-01,1980,1,10,ANP12_CALCO12,1980-10-01T00:00:00-03:00,50.0
1980-11-01,1980,1,11,ANP12_CALCO12,1980-11-01T00:00:00-03:00,52.0
1980-12-01,1980,1,12,ANP12_CALCO12,1980-12-01T00:00:00-02:00,51.0
1981-01-01,1981,1,1,ANP12_CALCO12,1981-01-01T00:00:00-02:00,61.0
1981-02-01,1981,1,2,ANP12_CALCO12,1981-02-01T00:00:00-02:00,58.0
1981-03-01,1981,1,3,ANP12_CALCO12,1981-03-01T00:00:00-03:00,57.0
1981-04-01,1981,1,4,ANP12_CALCO12,1981-04-01T00:00:00-03:00,36.0
1981-05-01,1981,1,5,ANP12_CALCO12,1981-05-01T00:00:00-03:00,28.0
1981-06-01,1981,1,6,ANP12_CALCO12,1981-06-01T00:00:00-03:00,28.0
1981-07-01,1981,1,7,ANP12_CALCO12,1981-07-01T00:00:00-03:00,28.0
1981-08-01,1981,1,8,ANP12_CALCO12,1981-08-01T00:00:00-03:00,44.0
1981-09-01,1981,1,9,ANP12_CALCO12,1981-09-01T00:00:00-03:00,46.0
1981-10-01,1981,1,10,ANP12_CALCO12,1981-10-01T00:00:00-03:00,48.0
1981-11-01,1981,1,11,ANP12_CALCO12,1981-11-01T00:00:00-03:00,45.0
1981-12-01,1981,1,12,ANP12_CALCO12,1981-12-01T00:00:00-02:00,49.0
1982-01-01,1982,1,1,ANP12_CALCO12,1982-01-01T00:00:00-02:00,53.0
1982-02-01,1982,1,2,ANP12_CALCO12,1982-02-01T00:00:00-02:00,52.0
1982-03-01,1982,1,3,ANP12_CALCO12,1982-03-01T00:00:00-03:00,57.0
1982-04-01,1982,1,4,ANP12_CALCO12,1982-04-01T00:00:00-03:00,52.0
1982-05-01,1982,1,5,ANP12_CALCO12,1982-05-01T00:00:00-03:00,40.0
1982-06-01,1982,1,6,ANP12_CALCO12,1982-06-01T00:00:00-03:00,53.0
1982-07-01,1982,1,7,ANP12_CALCO12,1982-07-01T00:00:00-03:00,87.0
1982-08-01,1982,1,8,ANP12_CALCO12,1982-08-01T00:00:00-03:00,67.0
1982-09-01,1982,1,9,ANP12_CALCO12,1982-09-01T00:00:00-03:00,78.0
1982-10-01,1982,1,10,ANP12_CALCO12,1982-10-01T00:00:00-03:00,73.0
1982-11-01,1982,1,11,ANP12_CALCO12,1982-11-01T00:00:00-03:00,69.0
1982-12-01,1982,1,12,ANP12_CALCO12,1982-12-01T00:00:00-02:00,73.0
1983-01-01,1983,1,1,ANP12_CALCO12,1983-01-01T00:00:00-02:00,80.0
1983-02-01,1983,1,2,ANP12_CALCO12,1983-02-01T00:00:00-02:00,96.0
1983-03-01,1983,1,3,ANP12_CALCO12,1983-03-01T00:00:00-03:00,79.0
1983-04-01,1983,1,4,ANP12_CALCO12,1983-04-01T00:00:00-03:00,96.0
1983-05-01,1983,1,5,ANP12_CALCO12,1983-05-01T00:00:00-03:00,94.0
1983-06-01,1983,1,6,ANP12_CALCO12,1983-06-01T00:00:00-03:00,74.0
1983-07-01,1983,1,7,ANP12_CALCO12,1983-07-01T00:00:00-03:00,88.0
1983-08-01,1983,1,8,ANP12_CALCO12,1983-08-01T00:00:00-03:00,87.0
1983-09-01,1983,1,9,ANP12_CALCO12,1983-09-01T00:00:00-03:00,87.0
1983-10-01,1983,1,10,ANP12_CALCO12,1983-10-01T00:00:00-03:00,83.0
1983-11-01,1983,1,11,ANP12_CALCO12,1983-11-01T00:00:00-03:00,92.0
1983-12-01,1983,1,12,ANP12_CALCO12,1983-12-01T00:00:00-02:00,99.0
1984-01-01,1984,1,1,ANP12_CALCO12,1984-01-01T00:00:00-02:00,103.0
1984-02-01,1984,1,2,ANP12_CALCO12,1984-02-01T00:00:00-02:00,100.0
1984-03-01,1984,1,3,ANP12_CALCO12,1984-03-01T00:00:00-03:00,121.0
1984-04-01,1984,1,4,ANP12_CALCO12,1984-04-01T00:00:00-03:00,90.0
1984-05-01,1984,1,5,ANP12_CALCO12,1984-05-01T00:00:00-03:00,103.0
1984-06-01,1984,1,6,ANP12_CALCO12,1984-06-01T00:00:00-03:00,115.0
1984-07-01,1984,1,7,ANP12_CALCO12,1984-07-01T00:00:00-03:00,105.0
1984-08-01,1984,1,8,ANP12_CALCO12,1984-08-01T00:00:00-03:00,131.0
1984-09-01,1984,1,9,ANP12_CALCO12,1984-09-01T00:00:00-03:00,99.0
1984-10-01,1984,1,10,ANP12_CALCO12,1984-10-01T00:00:00-03:00,150.0
1984-11-01,1984,1,11,ANP12_CALCO12,1984-11-01T00:00:00-03:00,94.0
1984-12-01,1984,1,12,ANP12_CALCO12,1984-12-01T00:00:00-02:00,135.0
1985-01-01,1985,1,1,ANP12_CALCO12,1985-01-01T00:00:00-02:00,117.0
1985-02-01,1985,1,2,ANP12_CALCO12,1985-02-01T00:00:00-02:00,158.0
1985-03-01,1985,1,3,ANP12_CALCO12,1985-03-01T00:00:00-03:00,91.0
1985-04-01,1985,1,4,ANP12_CALCO12,1985-04-01T00:00:00-03:00,126.0
1985-05-01,1985,1,5,ANP12_CALCO12,1985-05-01T00:00:00-03:00,132.0
1985-06-01,1985,1,6,ANP12_CALCO12,1985-06-01T00:00:00-03:00,127.0
1985-07-01,1985,1,7,ANP12_CALCO12,1985-07-01T00:00:00-03:00,144.0
1985-08-01,1985,1,8,ANP12_CALCO12,1985-08-01T00:00:00-03:00,158.0
1985-09-01,1985,1,9,ANP12_CALCO12,1985-09-01T00:00:00-03:00,124.0
1985-10-01,1985,1,10,ANP12_CALCO12,1985-10-01T00:00:00-03:00,157.0
1985-11-01,1985,1,11,ANP12_CALCO12,1985-11-01T00:00:00-03:00,162.0
1985-12-01,1985,1,12,ANP12_CALCO12,1985-12-01T00:00:00-02:00,170.0
1986-01-01,1986,1,1,ANP12_CALCO12,1986-01-01T00:00:00-02:00,176.0
1986-02-01,1986,1,2,ANP12_CALCO12,1986-02-01T00:00:00-02:00,147.0
1986-03-01,1986,1,3,ANP12_CALCO12,1986-03-01T00:00:00-03:00,144.0
1986-04-01,1986,1,4,ANP12_CALCO12,1986-04-01T00:00:00-03:00,178.0
1986-05-01,1986,1,5,ANP12_CALCO12,1986-05-01T00:00:00-03:00,178.0
1986-06-01,1986,1,6,ANP12_CALCO12,1986-06-01T00:00:00-03:00,174.0
1986-07-01,1986,1,7,ANP12_CALCO12,1986-07-01T00:00:00-03:00,202.0
1986-08-01,1986,1,8,ANP12_CALCO12,1986-08-01T00:00:00-03:00,182.0
1986-09-01,1986,1,9,ANP12_CALCO12,1986-09-01T00:00:00-03:00,200.0
1986-10-01,1986,1,10,ANP12_CALCO12,1986-10-01T00:00:00-03:00,211.0
1986-11-01,1986,1,11,ANP12_CALCO12,1986-11-01T00:00:00-03:00,200.0
1986-12-01,1986,1,12,ANP12_CALCO12,1986-12-01T00:00:00-02:00,210.0
1987-01-01,1987,1,1,ANP12_CALCO12,1987-01-01T00:00:00-02:00,186.0
1987-02-01,1987,1,2,ANP12_CALCO12,1987-02-01T00:00:00-02:00,209.0
1987-03-01,1987,1,3,ANP12_CALCO12,1987-03-01T00:00:00-03:00,189.0
1987-04-01,1987,1,4,ANP12_CALCO12,1987-04-01T00:00:00-03:00,185.0
1987-05-01,1987,1,5,ANP12_CALCO12,1987-05-01T00:00:00-03:00,178.0
1987-06-01,1987,1,6,ANP12_CALCO12,1987-06-01T00:00:00-03:00,174.0
1987-07-01,1987,1,7,ANP12_CALCO12,1987-07-01T00:00:00-03:00,185.0
1987-08-01,1987,1,8,ANP12_CALCO12,1987-08-01T00:00:00-03:00,186.0
1987-09-01,1987,1,9,ANP12_CALCO12,1987-09-01T00:00:00-03:00,190.0
1987-10-01,1987,1,10,ANP12_CALCO12,1987-10-01T00:00:00-03:00,185.0
1987-11-01,1987,1,11,ANP12_CALCO12,1987-11-01T00:00:00-03:00,189.0
1987-12-01,1987,1,12,ANP12_CALCO12,1987-12-01T00:00:00-02:00,208.0
1988-01-01,1988,1,1,ANP12_CALCO12,1988-01-01T00:00:00-02:00,178.0
1988-02-01,1988,1,2,ANP12_CALCO12,1988-02-01T00:00:00-02:00,191.0
1988-03-01,1988,1,3,ANP12_CALCO12,1988-03-01T00:00:00-03:00,204.0
1988-04-01,1988,1,4,ANP12_CALCO12,1988-04-01T00:00:00-03:00,192.0
1988-05-01,1988,1,5,ANP12_CALCO12,1988-05-01T00:00:00-03:00,200.0
1988-06-01,1988,1,6,ANP12_CALCO12,1988-06-01T00:00:00-03:00,200.0
1988-07-01,1988,1,7,ANP12_CALCO12,1988-07-01T00:00:00-03:00,200.0
1988-08-01,1988,1,8,ANP12_CALCO12,1988-08-01T00:00:00-03:00,197.0
1988-09-01,1988,1,9,ANP12_CALCO12,1988-09-01T00:00:00-03:00,207.0
1988-10-01,1988,1,10,ANP12_CALCO12,1988-10-01T00:00:00-03:00,200.0
1988-11-01,1988,1,11,ANP12_CALCO12,1988-11-01T00:00:00-03:00,213.0
1988-12-01,1988,1,12,ANP12_CALCO12,1988-12-01T00:00:00-02:00,214.0
1989-01-01,1989,1,1,ANP12_CALCO12,1989-01-01T00:00:00-02:00,202.0
