DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
1992-01-01,1992,1,1,FIEMG12_CUTIND12,1992-01-01T00:00:00-02:00,81.419
1992-02-01,1992,1,2,FIEMG12_CUTIND12,1992-02-01T00:00:00-02:00,85.2304
1992-03-01,1992,1,3,FIEMG12_CUTIND12,1992-03-01T00:00:00-03:00,82.5765
1992-04-01,1992,1,4,FIEMG12_CUTIND12,1992-04-01T00:00:00-03:00,82.8902
1992-05-01,1992,1,5,FIEMG12_CUTIND12,1992-05-01T00:00:00-03:00,89.5167
1992-06-01,1992,1,6,FIEMG12_CUTIND12,1992-06-01T00:00:00-03:00,85.9519
1992-07-01,1992,1,7,FIEMG12_CUTIND12,1992-07-01T00:00:00-03:00,84.6879
1992-08-01,1992,1,8,FIEMG12_CUTIND12,1992-08-01T00:00:00-03:00,91.6347
1992-09-01,1992,1,9,FIEMG12_CUTIND12,1992-09-01T00:00:00-03:00,86.7424
1992-10-01,1992,1,10,FIEMG12_CUTIND12,1992-10-01T00:00:00-03:00,86.6179
1992-11-01,1992,1,11,FIEMG12_CUTIND12,1992-11-01T00:00:00-03:00,81.1778
1992-12-01,1992,1,12,FIEMG12_CUTIND12,1992-12-01T00:00:00-02:00,83.6947
1993-01-01,1993,1,1,FIEMG12_CUTIND12,1993-01-01T00:00:00-02:00,85.7891
1993-02-01,1993,1,2,FIEMG12_CUTIND12,1993-02-01T00:00:00-02:00,85.6787
1993-03-01,1993,1,3,FIEMG12_CUTIND12,1993-03-01T00:00:00-03:00,83.8907
1993-04-01,1993,1,4,FIEMG12_CUTIND12,1993-04-01T00:00:00-03:00,84.8232
1993-05-01,1993,1,5,FIEMG12_CUTIND12,1993-05-01T00:00:00-03:00,70.2155
1993-06-01,1993,1,6,FIEMG12_CUTIND12,1993-06-01T00:00:00-03:00,69.5126
1993-07-01,1993,1,7,FIEMG12_CUTIND12,1993-07-01T00:00:00-03:00,71.9893
1993-08-01,1993,1,8,FIEMG12_CUTIND12,1993-08-01T00:00:00-03:00,89.0473
1993-09-01,1993,1,9,FIEMG12_CUTIND12,1993-09-01T00:00:00-03:00,87.734
1993-10-01,1993,1,10,FIEMG12_CUTIND12,1993-10-01T00:00:00-03:00,88.011
1993-11-01,1993,1,11,FIEMG12_CUTIND12,1993-11-01T00:00:00-03:00,88.5765
1993-12-01,1993,1,12,FIEMG12_CUTIND12,1993-12-01T00:00:00-02:00,87.873
1994-01-01,1994,1,1,FIEMG12_CUTIND12,1994-01-01T00:00:00-02:00,91.1767
1994-02-01,1994,1,2,FIEMG12_CUTIND12,1994-02-01T00:00:00-02:00,89.0716
1994-03-01,1994,1,3,FIEMG12_CUTIND12,1994-03-01T00:00:00-03:00,90.5452
1994-04-01,1994,1,4,FIEMG12_CUTIND12,1994-04-01T00:00:00-03:00,87.739
1994-05-01,1994,1,5,FIEMG12_CUTIND12,1994-05-01T00:00:00-03:00,95.1693
1994-06-01,1994,1,6,FIEMG12_CUTIND12,1994-06-01T00:00:00-03:00,93.7962
1994-07-01,1994,1,7,FIEMG12_CUTIND12,1994-07-01T00:00:00-03:00,94.5443
1994-08-01,1994,1,8,FIEMG12_CUTIND12,1994-08-01T00:00:00-03:00,94.7638
1994-09-01,1994,1,9,FIEMG12_CUTIND12,1994-09-01T00:00:00-03:00,94.1969
1994-10-01,1994,1,10,FIEMG12_CUTIND12,1994-10-01T00:00:00-03:00,93.9015
1994-11-01,1994,1,11,FIEMG12_CUTIND12,1994-11-01T00:00:00-03:00,93.7467
1994-12-01,1994,1,12,FIEMG12_CUTIND12,1994-12-01T00:00:00-02:00,93.7522
1995-01-01,1995,1,1,FIEMG12_CUTIND12,1995-01-01T00:00:00-02:00,93.5068
1995-02-01,1995,1,2,FIEMG12_CUTIND12,1995-02-01T00:00:00-02:00,93.5876
1995-03-01,1995,1,3,FIEMG12_CUTIND12,1995-03-01T00:00:00-03:00,95.4477
1995-04-01,1995,1,4,FIEMG12_CUTIND12,1995-04-01T00:00:00-03:00,91.0476
1995-05-01,1995,1,5,FIEMG12_CUTIND12,1995-05-01T00:00:00-03:00,91.9651
1995-06-01,1995,1,6,FIEMG12_CUTIND12,1995-06-01T00:00:00-03:00,91.4765
1995-07-01,1995,1,7,FIEMG12_CUTIND12,1995-07-01T00:00:00-03:00,94.7262
1995-08-01,1995,1,8,FIEMG12_CUTIND12,1995-08-01T00:00:00-03:00,95.0443
1995-09-01,1995,1,9,FIEMG12_CUTIND12,1995-09-01T00:00:00-03:00,93.4138
1995-10-01,1995,1,10,FIEMG12_CUTIND12,1995-10-01T00:00:00-03:00,92.1875
