DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1980-10-01,1980,1,10,PRECOS12_IPCASC12,1980-10-01T00:00:00-03:00,5.9
1980-11-01,1980,1,11,PRECOS12_IPCASC12,1980-11-01T00:00:00-03:00,4.43
1980-12-01,1980,1,12,PRECOS12_IPCASC12,1980-12-01T00:00:00-02:00,3.93
1981-01-01,1981,1,1,PRECOS12_IPCASC12,1981-01-01T00:00:00-02:00,4.38
1981-02-01,1981,1,2,PRECOS12_IPCASC12,1981-02-01T00:00:00-02:00,4.62
1981-03-01,1981,1,3,PRECOS12_IPCASC12,1981-03-01T00:00:00-03:00,8.23
1981-04-01,1981,1,4,PRECOS12_IPCASC12,1981-04-01T00:00:00-03:00,10.57
1981-05-01,1981,1,5,PRECOS12_IPCASC12,1981-05-01T00:00:00-03:00,8.27
1981-06-01,1981,1,6,PRECOS12_IPCASC12,1981-06-01T00:00:00-03:00,6.11
1981-07-01,1981,1,7,PRECOS12_IPCASC12,1981-07-01T00:00:00-03:00,7.24
1981-08-01,1981,1,8,PRECOS12_IPCASC12,1981-08-01T00:00:00-03:00,5.94
1981-09-01,1981,1,9,PRECOS12_IPCASC12,1981-09-01T00:00:00-03:00,10.09
1981-10-01,1981,1,10,PRECOS12_IPCASC12,1981-10-01T00:00:00-03:00,5.15
1981-11-01,1981,1,11,PRECOS12_IPCASC12,1981-11-01T00:00:00-03:00,4.1
1981-12-01,1981,1,12,PRECOS12_IPCASC12,1981-12-01T00:00:00-02:00,5.42
1982-01-01,1982,1,1,PRECOS12_IPCASC12,1982-01-01T00:00:00-02:00,7.35
1982-02-01,1982,1,2,PRECOS12_IPCASC12,1982-02-01T00:00:00-02:00,4.83
1982-03-01,1982,1,3,PRECOS12_IPCASC12,1982-03-01T00:00:00-03:00,6.61
1982-04-01,1982,1,4,PRECOS12_IPCASC12,1982-04-01T00:00:00-03:00,6.33
1982-05-01,1982,1,5,PRECOS12_IPCASC12,1982-05-01T00:00:00-03:00,5.23
1982-06-01,1982,1,6,PRECOS12_IPCASC12,1982-06-01T00:00:00-03:00,7.45
1982-07-01,1982,1,7,PRECOS12_IPCASC12,1982-07-01T00:00:00-03:00,5.87
1982-08-01,1982,1,8,PRECOS12_IPCASC12,1982-08-01T00:00:00-03:00,4.33
1982-09-01,1982,1,9,PRECOS12_IPCASC12,1982-09-01T00:00:00-03:00,4.01
1982-10-01,1982,1,10,PRECOS12_IPCASC12,1982-10-01T00:00:00-03:00,4.91
1982-11-01,1982,1,11,PRECOS12_IPCASC12,1982-11-01T00:00:00-03:00,7.92
1982-12-01,1982,1,12,PRECOS12_IPCASC12,1982-12-01T00:00:00-02:00,7.21
1983-01-01,1983,1,1,PRECOS12_IPCASC12,1983-01-01T00:00:00-02:00,9.9
1983-02-01,1983,1,2,PRECOS12_IPCASC12,1983-02-01T00:00:00-02:00,4.44
1983-03-01,1983,1,3,PRECOS12_IPCASC12,1983-03-01T00:00:00-03:00,7.74
1983-04-01,1983,1,4,PRECOS12_IPCASC12,1983-04-01T00:00:00-03:00,11.3
1983-05-01,1983,1,5,PRECOS12_IPCASC12,1983-05-01T00:00:00-03:00,7.7
1983-06-01,1983,1,6,PRECOS12_IPCASC12,1983-06-01T00:00:00-03:00,8.71
1983-07-01,1983,1,7,PRECOS12_IPCASC12,1983-07-01T00:00:00-03:00,8.69
1983-08-01,1983,1,8,PRECOS12_IPCASC12,1983-08-01T00:00:00-03:00,7.71
1983-09-01,1983,1,9,PRECOS12_IPCASC12,1983-09-01T00:00:00-03:00,10.61
1983-10-01,1983,1,10,PRECOS12_IPCASC12,1983-10-01T00:00:00-03:00,6.82
1983-11-01,1983,1,11,PRECOS12_IPCASC12,1983-11-01T00:00:00-03:00,9.19
1983-12-01,1983,1,12,PRECOS12_IPCASC12,1983-12-01T00:00:00-02:00,7.14
1984-01-01,1984,1,1,PRECOS12_IPCASC12,1984-01-01T00:00:00-02:00,11.02
1984-02-01,1984,1,2,PRECOS12_IPCASC12,1984-02-01T00:00:00-02:00,5.83
1984-03-01,1984,1,3,PRECOS12_IPCASC12,1984-03-01T00:00:00-03:00,7.72
1984-04-01,1984,1,4,PRECOS12_IPCASC12,1984-04-01T00:00:00-03:00,11.61
1984-05-01,1984,1,5,PRECOS12_IPCASC12,1984-05-01T00:00:00-03:00,7.53
1984-06-01,1984,1,6,PRECOS12_IPCASC12,1984-06-01T00:00:00-03:00,9.76
1984-07-01,1984,1,7,PRECOS12_IPCASC12,1984-07-01T00:00:00-03:00,15.5
1984-08-01,1984,1,8,PRECOS12_IPCASC12,1984-08-01T00:00:00-03:00,6.88
1984-09-01,1984,1,9,PRECOS12_IPCASC12,1984-09-01T00:00:00-03:00,6.2
1984-10-01,1984,1,10,PRECOS12_IPCASC12,1984-10-01T00:00:00-03:00,10.57
1984-11-01,1984,1,11,PRECOS12_IPCASC12,1984-11-01T00:00:00-03:00,12.76
1984-12-01,1984,1,12,PRECOS12_IPCASC12,1984-12-01T00:00:00-02:00,8.5
1985-01-01,1985,1,1,PRECOS12_IPCASC12,1985-01-01T00:00:00-02:00,14.77
1985-02-01,1985,1,2,PRECOS12_IPCASC12,1985-02-01T00:00:00-02:00,12.96
1985-03-01,1985,1,3,PRECOS12_IPCASC12,1985-03-01T00:00:00-03:00,8.55
1985-04-01,1985,1,4,PRECOS12_IPCASC12,1985-04-01T00:00:00-03:00,16.66
1985-05-01,1985,1,5,PRECOS12_IPCASC12,1985-05-01T00:00:00-03:00,9.8
1985-06-01,1985,1,6,PRECOS12_IPCASC12,1985-06-01T00:00:00-03:00,7.5
1985-07-01,1985,1,7,PRECOS12_IPCASC12,1985-07-01T00:00:00-03:00,7.2
1985-08-01,1985,1,8,PRECOS12_IPCASC12,1985-08-01T00:00:00-03:00,8.99
1985-09-01,1985,1,9,PRECOS12_IPCASC12,1985-09-01T00:00:00-03:00,10.54
1985-10-01,1985,1,10,PRECOS12_IPCASC12,1985-10-01T00:00:00-03:00,6.52
1985-11-01,1985,1,11,PRECOS12_IPCASC12,1985-11-01T00:00:00-03:00,13.97
1985-12-01,1985,1,12,PRECOS12_IPCASC12,1985-12-01T00:00:00-02:00,11.3
1986-01-01,1986,1,1,PRECOS12_IPCASC12,1986-01-01T00:00:00-02:00,8.86
1986-02-01,1986,1,2,PRECOS12_IPCASC12,1986-02-01T00:00:00-02:00,11.37
1986-03-01,1986,1,3,PRECOS12_IPCASC12,1986-03-01T00:00:00-03:00,1.85
1986-04-01,1986,1,4,PRECOS12_IPCASC12,1986-04-01T00:00:00-03:00,1.35
1986-05-01,1986,1,5,PRECOS12_IPCASC12,1986-05-01T00:00:00-03:00,0.49
1986-06-01,1986,1,6,PRECOS12_IPCASC12,1986-06-01T00:00:00-03:00,0.52
1986-07-01,1986,1,7,PRECOS12_IPCASC12,1986-07-01T00:00:00-03:00,0.25
