DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1980-01-01,1980,1,1,IBSIE12_QSCFG12,1980-01-01T00:00:00-02:00,1005.8
1980-02-01,1980,1,2,IBSIE12_QSCFG12,1980-02-01T00:00:00-02:00,963.9
1980-03-01,1980,1,3,IBSIE12_QSCFG12,1980-03-01T00:00:00-03:00,1048.4
1980-04-01,1980,1,4,IBSIE12_QSCFG12,1980-04-01T00:00:00-03:00,1037.9
1980-05-01,1980,1,5,IBSIE12_QSCFG12,1980-05-01T00:00:00-03:00,1095.8
1980-06-01,1980,1,6,IBSIE12_QSCFG12,1980-06-01T00:00:00-03:00,1042.6
1980-07-01,1980,1,7,IBSIE12_QSCFG12,1980-07-01T00:00:00-03:00,1093.1
1980-08-01,1980,1,8,IBSIE12_QSCFG12,1980-08-01T00:00:00-03:00,1074.0
1980-09-01,1980,1,9,IBSIE12_QSCFG12,1980-09-01T00:00:00-03:00,1050.2
1980-10-01,1980,1,10,IBSIE12_QSCFG12,1980-10-01T00:00:00-03:00,1123.9
1980-11-01,1980,1,11,IBSIE12_QSCFG12,1980-11-01T00:00:00-03:00,1085.4
1980-12-01,1980,1,12,IBSIE12_QSCFG12,1980-12-01T00:00:00-02:00,1064.3
1981-01-01,1981,1,1,IBSIE12_QSCFG12,1981-01-01T00:00:00-02:00,1070.4
1981-02-01,1981,1,2,IBSIE12_QSCFG12,1981-02-01T00:00:00-02:00,981.6
1981-03-01,1981,1,3,IBSIE12_QSCFG12,1981-03-01T00:00:00-03:00,1072.8
1981-04-01,1981,1,4,IBSIE12_QSCFG12,1981-04-01T00:00:00-03:00,942.3
1981-05-01,1981,1,5,IBSIE12_QSCFG12,1981-05-01T00:00:00-03:00,976.7
1981-06-01,1981,1,6,IBSIE12_QSCFG12,1981-06-01T00:00:00-03:00,843.6
1981-07-01,1981,1,7,IBSIE12_QSCFG12,1981-07-01T00:00:00-03:00,814.0
1981-08-01,1981,1,8,IBSIE12_QSCFG12,1981-08-01T00:00:00-03:00,843.7
1981-09-01,1981,1,9,IBSIE12_QSCFG12,1981-09-01T00:00:00-03:00,804.0
1981-10-01,1981,1,10,IBSIE12_QSCFG12,1981-10-01T00:00:00-03:00,816.0
1981-11-01,1981,1,11,IBSIE12_QSCFG12,1981-11-01T00:00:00-03:00,761.0
1981-12-01,1981,1,12,IBSIE12_QSCFG12,1981-12-01T00:00:00-02:00,865.1
1982-01-01,1982,1,1,IBSIE12_QSCFG12,1982-01-01T00:00:00-02:00,852.8
1982-02-01,1982,1,2,IBSIE12_QSCFG12,1982-02-01T00:00:00-02:00,799.1
1982-03-01,1982,1,3,IBSIE12_QSCFG12,1982-03-01T00:00:00-03:00,794.6
1982-04-01,1982,1,4,IBSIE12_QSCFG12,1982-04-01T00:00:00-03:00,803.6
1982-05-01,1982,1,5,IBSIE12_QSCFG12,1982-05-01T00:00:00-03:00,891.0
1982-06-01,1982,1,6,IBSIE12_QSCFG12,1982-06-01T00:00:00-03:00,864.4
1982-07-01,1982,1,7,IBSIE12_QSCFG12,1982-07-01T00:00:00-03:00,1020.7
1982-08-01,1982,1,8,IBSIE12_QSCFG12,1982-08-01T00:00:00-03:00,1029.2
1982-09-01,1982,1,9,IBSIE12_QSCFG12,1982-09-01T00:00:00-03:00,1023.3
1982-10-01,1982,1,10,IBSIE12_QSCFG12,1982-10-01T00:00:00-03:00,1016.5
1982-11-01,1982,1,11,IBSIE12_QSCFG12,1982-11-01T00:00:00-03:00,926.4
1982-12-01,1982,1,12,IBSIE12_QSCFG12,1982-12-01T00:00:00-02:00,805.7
1983-01-01,1983,1,1,IBSIE12_QSCFG12,1983-01-01T00:00:00-02:00,904.2
1983-02-01,1983,1,2,IBSIE12_QSCFG12,1983-02-01T00:00:00-02:00,801.5
1983-03-01,1983,1,3,IBSIE12_QSCFG12,1983-03-01T00:00:00-03:00,988.2
1983-04-01,1983,1,4,IBSIE12_QSCFG12,1983-04-01T00:00:00-03:00,990.0
1983-05-01,1983,1,5,IBSIE12_QSCFG12,1983-05-01T00:00:00-03:00,1081.1
